,author,birthYear,authorLabel,genderLabel,citizenshipLabel,religionLabel,nativeLanguageLabel,deathYear
1,http://www.wikidata.org/entity/Q34836,1822,Ulysses S. Grant,male,United States of America,Presbyterianism,English,1885
0,http://www.wikidata.org/entity/Q2824774,1829,Adolphe Belot,male,France,,,1890
0,http://www.wikidata.org/entity/Q313925,1605,Thomas Browne,male,United Kingdom,Anglicanism,,1682
1,http://www.wikidata.org/entity/Q313925,1605,Thomas Browne,male,Kingdom of England,Anglicanism,,1682
0,http://www.wikidata.org/entity/Q123122615,1857,Norman Barton Wood,male,United States of America,,,1933
0,http://www.wikidata.org/entity/Q7786988,1898,Thomas Alexander Boyd,male,United States of America,,,1935
0,http://www.wikidata.org/entity/Q235505,1892,Vita Sackville-West,female,United Kingdom,,,1962
0,http://www.wikidata.org/entity/Q5298508,1882,Dorothy Levitt,female,England,,,1922
0,http://www.wikidata.org/entity/Q590532,1923,Jerome Bixby,male,United States of America,,,1998
0,http://www.wikidata.org/entity/Q464264,1837,Rosalía de Castro,female,Spain,Catholicism,Galician,1885
0,http://www.wikidata.org/entity/Q5078914,1854,Charles Henry Caffin,male,United States of America,,,1918
0,http://www.wikidata.org/entity/Q744848,1820,Pellegrino Artusi,male,Kingdom of Italy,,,1911
0,http://www.wikidata.org/entity/Q56307883,1869,Frederick Adam Wright,male,United Kingdom,,,1946
0,http://www.wikidata.org/entity/Q19939115,1862,Arthur Berry,male,United Kingdom,,,1929
1,http://www.wikidata.org/entity/Q19939115,1862,Arthur Berry,male,United Kingdom of Great Britain and Ireland,,,1929
0,http://www.wikidata.org/entity/Q335064,1853,Vladimir Korolenko,male,Russian Empire,,,1921
0,http://www.wikidata.org/entity/Q2450746,1862,Joaquín Dicenta,male,Spain,,,1917
0,http://www.wikidata.org/entity/Q3394693,1878,H. C. Bailey,male,United Kingdom,,,1961
1,http://www.wikidata.org/entity/Q3394693,1878,H. C. Bailey,male,United Kingdom of Great Britain and Ireland,,,1961
0,http://www.wikidata.org/entity/Q437462,1838,Octavia Hill,female,United Kingdom of Great Britain and Ireland,,,1912
0,http://www.wikidata.org/entity/Q8004674,1890,William Aubrey Darlington,male,United Kingdom,,,1979
1,http://www.wikidata.org/entity/Q8004674,1890,William Aubrey Darlington,male,United Kingdom of Great Britain and Ireland,,,1979
0,http://www.wikidata.org/entity/Q1321778,1874,Owen Davis,male,United States of America,,,1956
0,http://www.wikidata.org/entity/Q1323100,1863,William Isaac Thomas,male,United States of America,,,1947
0,http://www.wikidata.org/entity/Q763507,1856,Frank Harris,male,Republic of Ireland,,,1931
1,http://www.wikidata.org/entity/Q763507,1856,Frank Harris,male,United States of America,,,1931
2,http://www.wikidata.org/entity/Q763507,1856,Frank Harris,male,United Kingdom,,,1931
0,http://www.wikidata.org/entity/Q117201,1860,Wallace Wattles,male,United States of America,,,1911
0,http://www.wikidata.org/entity/Q6760032,1882,Margaret Wilson,female,United States of America,Presbyterianism,,1973
0,http://www.wikidata.org/entity/Q645074,1879,Freeman Wills Crofts,male,Republic of Ireland,,,1956
1,http://www.wikidata.org/entity/Q645074,1879,Freeman Wills Crofts,male,Republic of Ireland,,,1956
2,http://www.wikidata.org/entity/Q645074,1879,Freeman Wills Crofts,male,Republic of Ireland,,,1957
3,http://www.wikidata.org/entity/Q645074,1879,Freeman Wills Crofts,male,Republic of Ireland,,,1957
0,http://www.wikidata.org/entity/Q1197667,1879,Vachel Lindsay,male,United States of America,,,1931
0,http://www.wikidata.org/entity/Q1333348,1807,Ernest Legouvé,male,France,,,1903
0,http://www.wikidata.org/entity/Q2739759,1850,John Milne,male,United Kingdom of Great Britain and Ireland,,,1913
0,http://www.wikidata.org/entity/Q61662,1878,Carl Sternheim,male,German Reich,,,1942
0,http://www.wikidata.org/entity/Q1277467,1894,Jean Toomer,male,United States of America,Quakers,,1967
0,http://www.wikidata.org/entity/Q233898,1876,Sherwood Anderson,male,United States of America,,,1941
0,http://www.wikidata.org/entity/Q121060,1775,Matthew Gregory Lewis,male,Kingdom of Great Britain,,,1818
0,http://www.wikidata.org/entity/Q188646,39,Lucan,male,Ancient Rome,,,65
0,http://www.wikidata.org/entity/Q14949059,1871,John Joy Bell,male,United Kingdom,,,1934
1,http://www.wikidata.org/entity/Q14949059,1871,John Joy Bell,male,United Kingdom of Great Britain and Ireland,,,1934
0,http://www.wikidata.org/entity/Q18402505,1831,Robert Potter,male,Australia,,,1908
0,http://www.wikidata.org/entity/Q161841,1737,Edward Gibbon,male,Kingdom of Great Britain,Catholicism,,1794
1,http://www.wikidata.org/entity/Q161841,1737,Edward Gibbon,male,Kingdom of Great Britain,Protestantism,,1794
0,http://www.wikidata.org/entity/Q161955,1896,André Breton,male,France,atheism,French,1966
0,http://www.wikidata.org/entity/Q2336138,1806,William Gilmore Simms,male,United States of America,,,1870
0,http://www.wikidata.org/entity/Q1064912,1853,Charles Howard Hinton,male,United Kingdom of Great Britain and Ireland,,,1907
0,http://www.wikidata.org/entity/Q703935,1880,Leonard Woolf,male,United Kingdom,,British English,1969
0,http://www.wikidata.org/entity/Q7368222,1926,Rosel George Brown,female,United States of America,,,1967
0,http://www.wikidata.org/entity/Q7794762,1835,Thomas W. Knox,male,United States of America,,,1896
0,http://www.wikidata.org/entity/Q7287399,1871,Ralph Delahaye Paine,male,United States of America,,,1925
0,http://www.wikidata.org/entity/Q5577698,1846,Johan Gustaf Björklund,male,Sweden,,,1903
0,http://www.wikidata.org/entity/Q272706,1902,Georgette Heyer,female,United Kingdom,,,1974
0,http://www.wikidata.org/entity/Q3161890,1776,Jane Porter,female,Kingdom of Great Britain,,,1850
1,http://www.wikidata.org/entity/Q3161890,1776,Jane Porter,female,United Kingdom of Great Britain and Ireland,,,1850
0,http://www.wikidata.org/entity/Q364264,1795,John William Polidori,male,United Kingdom of Great Britain and Ireland,,,1821
0,http://www.wikidata.org/entity/Q312242,1884,Hugo Gernsback,male,United States of America,,,1967
1,http://www.wikidata.org/entity/Q312242,1884,Hugo Gernsback,male,Luxembourg,,,1967
0,http://www.wikidata.org/entity/Q3426961,1853,René Vallery-Radot,male,France,,French,1933
0,http://www.wikidata.org/entity/Q436699,1864,Andrew Barton Paterson,male,Australia,,,1941
0,http://www.wikidata.org/entity/Q68208509,1862,J. Howard Moore,male,United States of America,atheism,,1916
0,http://www.wikidata.org/entity/Q672816,1802,Nicholas Patrick Stephen Wiseman,male,Spain,Catholic Church,English,1865
1,http://www.wikidata.org/entity/Q672816,1802,Nicholas Patrick Stephen Wiseman,male,United Kingdom of Great Britain and Ireland,Catholic Church,English,1865
0,http://www.wikidata.org/entity/Q565684,1888,Anne Parrish,female,United States of America,,,1957
0,http://www.wikidata.org/entity/Q1475826,1869,Melville Davisson Post,male,United States of America,,,1930
0,http://www.wikidata.org/entity/Q438924,1867,Roberto Payró,male,Argentina,,,1928
0,http://www.wikidata.org/entity/Q5294439,1822,Donald Grant Mitchell,male,United States of America,,,1908
0,http://www.wikidata.org/entity/Q192069,1897,Enid Blyton,female,United Kingdom,,English,1968
0,http://www.wikidata.org/entity/Q8005269,1793,William Beattie,male,Kingdom of Great Britain,,,1875
1,http://www.wikidata.org/entity/Q8005269,1793,William Beattie,male,United Kingdom of Great Britain and Ireland,,,1875
0,http://www.wikidata.org/entity/Q505923,1844,Joshua Slocum,male,United States of America,,,1909
0,http://www.wikidata.org/entity/Q33193011,1850,Alice Comyns Carr,female,United Kingdom of Great Britain and Ireland,,,1927
0,http://www.wikidata.org/entity/Q1899252,1875,Yone Noguchi,male,Japan,,Japanese,1947
0,http://www.wikidata.org/entity/Q5126571,1869,Clarence Hawkes,male,United States of America,,,1954
0,http://www.wikidata.org/entity/Q150471,1776,E. T. A. Hoffmann,male,Kingdom of Prussia,,,1822
0,http://www.wikidata.org/entity/Q2817249,1872,Ana de Castro Osório,female,Portugal,,,1935
1,http://www.wikidata.org/entity/Q2817249,1872,Ana de Castro Osório,female,Kingdom of Portugal,,,1935
0,http://www.wikidata.org/entity/Q18243,1739,William Bartram,male,United States of America,,,1823
0,http://www.wikidata.org/entity/Q464167,1858,Neel Doff,female,Belgium,,French,1942
1,http://www.wikidata.org/entity/Q464167,1858,Neel Doff,female,Kingdom of the Netherlands,,French,1942
0,http://www.wikidata.org/entity/Q4296277,1887,Hope Mirrlees,female,United Kingdom,,,1978
0,http://www.wikidata.org/entity/Q207672,1759,William Wilberforce,male,United Kingdom,Anglicanism,,1833
1,http://www.wikidata.org/entity/Q207672,1759,William Wilberforce,male,Kingdom of Great Britain,Anglicanism,,1833
2,http://www.wikidata.org/entity/Q207672,1759,William Wilberforce,male,United Kingdom of Great Britain and Ireland,Anglicanism,,1833
0,http://www.wikidata.org/entity/Q7199,1871,Marcel Proust,male,France,,French,1922
0,http://www.wikidata.org/entity/Q123261,1825,Conrad Ferdinand Meyer,male,Switzerland,,,1898
0,http://www.wikidata.org/entity/Q40640,1920,Ray Bradbury,male,United States of America,Unitarian Universalism,,2012
0,http://www.wikidata.org/entity/Q6077927,1821,Isabella Banks,female,United Kingdom of Great Britain and Ireland,,,1897
0,http://www.wikidata.org/entity/Q203906,1856,Frederick Winslow Taylor,male,United States of America,,,1915
0,http://www.wikidata.org/entity/Q3506829,1859,Sydney John Hickson,male,United Kingdom,,English,1940
1,http://www.wikidata.org/entity/Q3506829,1859,Sydney John Hickson,male,United Kingdom of Great Britain and Ireland,,English,1940
0,http://www.wikidata.org/entity/Q316568,1889,Walter Lippmann,male,United States of America,,,1974
0,http://www.wikidata.org/entity/Q554269,1848,Joel Chandler Harris,male,United States of America,,,1908
0,http://www.wikidata.org/entity/Q966324,1863,Léon Frapié,male,France,,French,1949
0,http://www.wikidata.org/entity/Q218679,1873,Colette,female,France,,French,1954
0,http://www.wikidata.org/entity/Q2849427,1880,Angelina Weld Grimké,female,United States of America,,,1958
0,http://www.wikidata.org/entity/Q36771,1864,Herman Heijermans,male,Kingdom of the Netherlands,Reform Judaism,Dutch,1924
0,http://www.wikidata.org/entity/Q4798061,1889,Arthur Bowie Chrisman,male,United States of America,,,1953
0,http://www.wikidata.org/entity/Q466650,1863,Marguerite Audoux,female,France,,French,1937
0,http://www.wikidata.org/entity/Q182804,1885,Karen Blixen,female,Denmark,,,1962
0,http://www.wikidata.org/entity/Q2382900,1885,DuBose Heyward,male,United States of America,,,1940
0,http://www.wikidata.org/entity/Q643644,1899,Johan Fabricius,male,Kingdom of the Netherlands,,,1981
1,http://www.wikidata.org/entity/Q643644,1899,Johan Fabricius,male,Kingdom of the Netherlands,,,1981
0,http://www.wikidata.org/entity/Q1732676,1885,Karl Reinecke-Altenau,male,Nazi Germany,Protestant Church in Germany,German,1943
1,http://www.wikidata.org/entity/Q1732676,1885,Karl Reinecke-Altenau,male,Weimar Republic,Protestant Church in Germany,German,1943
2,http://www.wikidata.org/entity/Q1732676,1885,Karl Reinecke-Altenau,male,German Empire,Protestant Church in Germany,German,1943
0,http://www.wikidata.org/entity/Q2580556,1822,James Grant,male,United Kingdom of Great Britain and Ireland,,,1887
0,http://www.wikidata.org/entity/Q2831081,1844,Albert Dastre,male,France,,,1917
0,http://www.wikidata.org/entity/Q446941,1923,Gordon R. Dickson,male,Canada,,,2001
0,http://www.wikidata.org/entity/Q5119353,1872,Cicely Hamilton,female,United Kingdom,,,1952
1,http://www.wikidata.org/entity/Q5119353,1872,Cicely Hamilton,female,United Kingdom of Great Britain and Ireland,,,1952
0,http://www.wikidata.org/entity/Q3098292,1878,Garet Garrett,male,United States of America,,,1954
0,http://www.wikidata.org/entity/Q5545264,1830,George Tomkyns Chesney,male,United Kingdom of Great Britain and Ireland,,,1895
0,http://www.wikidata.org/entity/Q41532,1875,Carl Jung,male,Switzerland,,,1961
0,http://www.wikidata.org/entity/Q6969636,1857,Nathaniel Gould,male,United Kingdom of Great Britain and Ireland,,,1919
0,http://www.wikidata.org/entity/Q45025,1790,Ferdinand Raimund,male,Austrian Empire,,,1836
0,http://www.wikidata.org/entity/Q57966,1802,Wilhelm Hauff,male,Kingdom of Württemberg,,,1827
0,http://www.wikidata.org/entity/Q28494,1777,Heinrich von Kleist,male,Kingdom of Prussia,,,1811
0,http://www.wikidata.org/entity/Q198644,1852,Paul Bourget,male,France,Catholicism,French,1935
0,http://www.wikidata.org/entity/Q310309,1657,Bernard Le Bovier de Fontenelle,male,France,,French,1757
0,http://www.wikidata.org/entity/Q16943893,1870,Arthur Smith,male,United States of America,,,1929
0,http://www.wikidata.org/entity/Q167821,1925,Gore Vidal,male,United States of America,atheism,English,2012
0,http://www.wikidata.org/entity/Q18117874,1862,Jeanne Schultz,female,France,,,1910
1,http://www.wikidata.org/entity/Q18117874,1870,Jeanne Schultz,female,France,,,1910
0,http://www.wikidata.org/entity/Q272537,1793,Felicia Hemans,female,Kingdom of Great Britain,,,1835
1,http://www.wikidata.org/entity/Q272537,1793,Felicia Hemans,female,United Kingdom of Great Britain and Ireland,,,1835
0,http://www.wikidata.org/entity/Q460055,1885,Elinor Wylie,female,United States of America,,,1928
0,http://www.wikidata.org/entity/Q242666,1858,Beatrice Webb,female,United Kingdom of Great Britain and Ireland,,,1943
0,http://www.wikidata.org/entity/Q7925754,1878,Victor Bridges,male,United Kingdom,,,1972
1,http://www.wikidata.org/entity/Q7925754,1878,Victor Bridges,male,United Kingdom of Great Britain and Ireland,,,1972
0,http://www.wikidata.org/entity/Q260982,1882,E. R. Eddison,male,United Kingdom,,,1945
0,http://www.wikidata.org/entity/Q23434,1899,Ernest Hemingway,male,United States of America,,English,1961
0,http://www.wikidata.org/entity/Q227312,1879,Zsigmond Móricz,male,Hungary,,,1942
0,http://www.wikidata.org/entity/Q3051213,1909,Elizabeth Enright,female,United States of America,,,1968
0,http://www.wikidata.org/entity/Q9381,1723,Adam Smith,male,Kingdom of Great Britain,deism,,1790
0,http://www.wikidata.org/entity/Q1289140,1860,Frederick Rolfe,male,United Kingdom of Great Britain and Ireland,Catholic Church,,1913
0,http://www.wikidata.org/entity/Q2741543,1880,Edward Tegla Davies,male,United Kingdom,Methodism,,1967
1,http://www.wikidata.org/entity/Q2741543,1880,Edward Tegla Davies,male,United Kingdom of Great Britain and Ireland,Methodism,,1967
0,http://www.wikidata.org/entity/Q16210361,1784,Caroline Lucy Scott,female,Kingdom of Great Britain,,,1857
1,http://www.wikidata.org/entity/Q16210361,1784,Caroline Lucy Scott,female,United Kingdom of Great Britain and Ireland,,,1857
0,http://www.wikidata.org/entity/Q455703,1829,José de Alencar,male,Brazil,,Portuguese,1877
0,http://www.wikidata.org/entity/Q211133,1478,Baldassarre Castiglione,male,Duchy of Milan,Catholic Church,,1529
0,http://www.wikidata.org/entity/Q107504129,1881,Frederick Ferdinand Moore,male,United States of America,,,1947
0,http://www.wikidata.org/entity/Q298388,1899,Noël Coward,male,United Kingdom,,,1973
0,http://www.wikidata.org/entity/Q311001,1866,Ramón María del Valle-Inclán,male,Spain,,,1936
0,http://www.wikidata.org/entity/Q2831281,1842,Albert John Cook,male,United States of America,,,1916
0,http://www.wikidata.org/entity/Q76417,1751,Jakob Michael Reinhold Lenz,male,Germany,,German,1792
0,http://www.wikidata.org/entity/Q562133,1593,Izaak Walton,male,United Kingdom,,,1683
0,http://www.wikidata.org/entity/Q521991,1799,Mary Howitt,female,Kingdom of Great Britain,,English,1888
1,http://www.wikidata.org/entity/Q521991,1799,Mary Howitt,female,United Kingdom of Great Britain and Ireland,,English,1888
0,http://www.wikidata.org/entity/Q1615369,1837,William L. Alden,male,United States of America,,,1908
0,http://www.wikidata.org/entity/Q4864587,1886,Barry O'Toole,male,United States of America,Catholic Church,,1944
0,http://www.wikidata.org/entity/Q235665,1785,Lady Caroline Lamb,female,United Kingdom,,,1828
1,http://www.wikidata.org/entity/Q235665,1785,Lady Caroline Lamb,female,United Kingdom of Great Britain and Ireland,,,1828
0,http://www.wikidata.org/entity/Q93081,1909,Edmund Berkeley,male,United States of America,,,1988
0,http://www.wikidata.org/entity/Q5338401,1894,Edison Marshall,male,United States of America,,,1967
0,http://www.wikidata.org/entity/Q62278,1872,Rudolf Schlechter,male,Germany,,,1925
0,http://www.wikidata.org/entity/Q591270,1924,Terry Southern,male,United States of America,,English,1995
0,http://www.wikidata.org/entity/Q2529493,1861,Eli Heimans,male,Kingdom of the Netherlands,Judaism,,1914
0,http://www.wikidata.org/entity/Q2840554,1857,Aluísio Azevedo,male,Brazil,,Portuguese,1913
0,http://www.wikidata.org/entity/Q297302,1861,William Bateson,male,United Kingdom of Great Britain and Ireland,,,1926
0,http://www.wikidata.org/entity/Q5536500,1828,George Augustus Sala,male,United Kingdom of Great Britain and Ireland,,,1895
0,http://www.wikidata.org/entity/Q256288,1567,John Parkinson,male,Kingdom of England,,,1650
0,http://www.wikidata.org/entity/Q20734673,1866,William Lewis Jones,male,United Kingdom of Great Britain and Ireland,,,1922
0,http://www.wikidata.org/entity/Q309903,1717,Horace Walpole,male,Kingdom of Great Britain,,,1797
0,http://www.wikidata.org/entity/Q55068622,1804,Alfred Moquin-Tandon,male,France,,,1863
0,http://www.wikidata.org/entity/Q2375353,1833,Georges Pouchet,male,France,,,1894
0,http://www.wikidata.org/entity/Q6222156,1856,John Blake,male,South Africa,,,1907
0,http://www.wikidata.org/entity/Q1287924,1880,Edith Maude Hull,female,United Kingdom,,,1947
1,http://www.wikidata.org/entity/Q1287924,1880,Edith Maude Hull,female,United Kingdom of Great Britain and Ireland,,,1947
2,http://www.wikidata.org/entity/Q1287924,1880,Edith Maude Hull,female,United Kingdom,,,1947
3,http://www.wikidata.org/entity/Q1287924,1880,Edith Maude Hull,female,United Kingdom of Great Britain and Ireland,,,1947
0,http://www.wikidata.org/entity/Q141037,1832,Edward Burnett Tylor,male,United Kingdom of Great Britain and Ireland,,English,1917
0,http://www.wikidata.org/entity/Q731510,1864,Pierre Mille,male,France,,French,1941
0,http://www.wikidata.org/entity/Q18910721,1870,William Austin Cannon,male,United States of America,,,1958
0,http://www.wikidata.org/entity/Q315509,1554,Philip Sidney,male,United Kingdom,,,1586
1,http://www.wikidata.org/entity/Q315509,1554,Philip Sidney,male,Kingdom of England,,,1586
0,http://www.wikidata.org/entity/Q25352610,1838,James Law,male,United Kingdom of Great Britain and Ireland,,,1921
0,http://www.wikidata.org/entity/Q272,1888,Paul Morand,male,France,,French,1976
0,http://www.wikidata.org/entity/Q435725,1829,Philip Sclater,male,United Kingdom of Great Britain and Ireland,,,1913
0,http://www.wikidata.org/entity/Q444953,1849,Richard Lydekker,male,United Kingdom of Great Britain and Ireland,,,1915
0,http://www.wikidata.org/entity/Q515008,1802,Robert Chambers,male,United Kingdom of Great Britain and Ireland,,,1871
0,http://www.wikidata.org/entity/Q315072,1888,Georges Bernanos,male,France,Catholic Church,French,1948
0,http://www.wikidata.org/entity/Q1359140,1841,William Henry Hudson,male,United Kingdom of Great Britain and Ireland,,,1922
0,http://www.wikidata.org/entity/Q42516193,1862,Richard Kearton,male,United Kingdom,,,1928
1,http://www.wikidata.org/entity/Q42516193,1862,Richard Kearton,male,United Kingdom of Great Britain and Ireland,,,1928
0,http://www.wikidata.org/entity/Q2958729,1873,Charles Christopher Adams,male,United States of America,,,1955
0,http://www.wikidata.org/entity/Q6246991,1886,John Martin Leahy,male,United States of America,,,1967
0,http://www.wikidata.org/entity/Q5802152,1880,Joseph Hergesheimer,male,United States of America,,,1954
0,http://www.wikidata.org/entity/Q57514,1830,Albert Günther,male,Kingdom of Württemberg,,,1914
1,http://www.wikidata.org/entity/Q57514,1830,Albert Günther,male,United Kingdom of Great Britain and Ireland,,,1914
0,http://www.wikidata.org/entity/Q312549,1893,Paramahansa Yogananda,male,India,Hinduism,,1952
1,http://www.wikidata.org/entity/Q312549,1893,Paramahansa Yogananda,male,British Raj,Hinduism,,1952
0,http://www.wikidata.org/entity/Q44520,1820,Anne Brontë,female,United Kingdom of Great Britain and Ireland,Anglicanism,,1849
0,http://www.wikidata.org/entity/Q80137,1818,Emily Brontë,female,United Kingdom of Great Britain and Ireland,Anglicanism,British English,1848
0,http://www.wikidata.org/entity/Q6498881,1850,Laura E. Richards,female,United States of America,,,1943
0,http://www.wikidata.org/entity/Q28975,1564,Christopher Marlowe,male,Kingdom of England,,,1593
0,http://www.wikidata.org/entity/Q123041,1766,Germaine de Staël,female,Kingdom of France,,,1817
1,http://www.wikidata.org/entity/Q123041,1766,Germaine de Staël,female,Republic of Geneva,,,1817
0,http://www.wikidata.org/entity/Q154438,1791,Franz Grillparzer,male,Austria,,,1872
0,http://www.wikidata.org/entity/Q171976,1823,Alexander Ostrovsky,male,Russian Empire,,,1886
0,http://www.wikidata.org/entity/Q4768282,1873,Anne Douglas Sedgwick,female,United States of America,,,1935
0,http://www.wikidata.org/entity/Q168542,1805,Adalbert Stifter,male,Austrian Empire,,German,1868
1,http://www.wikidata.org/entity/Q168542,1805,Adalbert Stifter,male,Cisleithania,,German,1868
0,http://www.wikidata.org/entity/Q6929777,1853,Mrs. Henry Clarke,female,United Kingdom of Great Britain and Ireland,,,1908
0,http://www.wikidata.org/entity/Q73646,1857,Thorstein Veblen,male,Norway,atheism,,1929
1,http://www.wikidata.org/entity/Q73646,1857,Thorstein Veblen,male,United States of America,atheism,,1929
0,http://www.wikidata.org/entity/Q455349,1802,Catharine Parr Traill,female,Canada,,,1899
0,http://www.wikidata.org/entity/Q231886,1640,Aphra Behn,female,Kingdom of England,,English,1689
0,http://www.wikidata.org/entity/Q298703,1894,E. E. Cummings,male,United States of America,Unitarianism,American English,1962
0,http://www.wikidata.org/entity/Q470067,1842,Antonio Fogazzaro,male,Kingdom of Italy,Catholic Church,,1911
0,http://www.wikidata.org/entity/Q2080961,1882,Margaret Mayo,female,United States of America,,English,1951
0,http://www.wikidata.org/entity/Q257953,1810,Margaret Fuller,female,United States of America,feminism,,1850
1,http://www.wikidata.org/entity/Q257953,1810,Margaret Fuller,female,United States of America,transcendentalism,,1850
0,http://www.wikidata.org/entity/Q7600027,1846,Stanley Waterloo,male,United States of America,,,1913
0,http://www.wikidata.org/entity/Q183094,1723,Adam Ferguson,male,United Kingdom of Great Britain and Ireland,Presbyterianism,,1816
0,http://www.wikidata.org/entity/Q285514,1879,Margaret Sanger,female,United States of America,,,1966
0,http://www.wikidata.org/entity/Q4156847,1849,Charles Romeyn Dake,male,United States of America,,,1899
0,http://www.wikidata.org/entity/Q45546,1770,William Wordsworth,male,Kingdom of Great Britain,Anglicanism,English,1850
1,http://www.wikidata.org/entity/Q45546,1770,William Wordsworth,male,United Kingdom of Great Britain and Ireland,Anglicanism,English,1850
0,http://www.wikidata.org/entity/Q115371,1832,Edwin Arnold,male,United Kingdom of Great Britain and Ireland,,,1904
0,http://www.wikidata.org/entity/Q363729,1886,Siegfried Sassoon,male,United Kingdom,Catholicism,,1967
1,http://www.wikidata.org/entity/Q363729,1886,Siegfried Sassoon,male,United Kingdom of Great Britain and Ireland,Catholicism,,1967
2,http://www.wikidata.org/entity/Q363729,1886,Siegfried Sassoon,male,United Kingdom,Judaism,,1967
3,http://www.wikidata.org/entity/Q363729,1886,Siegfried Sassoon,male,United Kingdom of Great Britain and Ireland,Judaism,,1967
0,http://www.wikidata.org/entity/Q5725557,1837,Henry Martyn Robert,male,United States of America,,,1923
0,http://www.wikidata.org/entity/Q46599,1814,Mikhail Lermontov,male,Russian Empire,Eastern Orthodoxy,Russian,1841
0,http://www.wikidata.org/entity/Q386244,1881,Thomas Sigismund Stribling,male,United States of America,,,1965
0,http://www.wikidata.org/entity/Q302880,1850,Eugene Field,male,United States of America,,,1895
0,http://www.wikidata.org/entity/Q164047,1688,Alexander Pope,male,Kingdom of Great Britain,Catholic Church,,1744
1,http://www.wikidata.org/entity/Q164047,1688,Alexander Pope,male,Kingdom of England,Catholic Church,,1744
0,http://www.wikidata.org/entity/Q5337310,1863,Edgar Jepson,male,United Kingdom,,,1938
1,http://www.wikidata.org/entity/Q5337310,1863,Edgar Jepson,male,United Kingdom of Great Britain and Ireland,,,1938
0,http://www.wikidata.org/entity/Q465335,1815,Elizabeth Cady Stanton,female,United States of America,,,1902
0,http://www.wikidata.org/entity/Q15491484,1849,Thomas Allibone Janvier,male,United States of America,,,1913
0,http://www.wikidata.org/entity/Q3262364,1879,Louis Joseph Vance,male,United States of America,,,1933
0,http://www.wikidata.org/entity/Q7347990,1867,Robert Neilson Stephens,male,United States of America,,,1906
0,http://www.wikidata.org/entity/Q1356259,1868,Ernest Bramah,male,United Kingdom,,,1942
1,http://www.wikidata.org/entity/Q1356259,1868,Ernest Bramah,male,United Kingdom of Great Britain and Ireland,,,1942
2,http://www.wikidata.org/entity/Q1356259,1868,Ernest Bramah,male,United Kingdom,,,1942
3,http://www.wikidata.org/entity/Q1356259,1868,Ernest Bramah,male,United Kingdom of Great Britain and Ireland,,,1942
0,http://www.wikidata.org/entity/Q8014765,1815,William Lucas Collins,male,United Kingdom of Great Britain and Ireland,Anglicanism,,1887
0,http://www.wikidata.org/entity/Q129772,-429,Xenophon,male,Classical Athens,,,-353
0,http://www.wikidata.org/entity/Q40946,1660,Daniel Defoe,male,Kingdom of Great Britain,Presbyterianism,English,1731
1,http://www.wikidata.org/entity/Q40946,1660,Daniel Defoe,male,Kingdom of England,Presbyterianism,English,1731
0,http://www.wikidata.org/entity/Q441515,1758,Hannah Webster Foster,female,United States of America,,,1840
1,http://www.wikidata.org/entity/Q441515,1759,Hannah Webster Foster,female,United States of America,,,1840
2,http://www.wikidata.org/entity/Q441515,1758,Hannah Webster Foster,female,United States of America,,,1840
3,http://www.wikidata.org/entity/Q441515,1759,Hannah Webster Foster,female,United States of America,,,1840
0,http://www.wikidata.org/entity/Q309907,1405,Thomas Malory,male,Kingdom of England,,,1471
0,http://www.wikidata.org/entity/Q225904,1578,John Webster,male,United Kingdom of Great Britain and Ireland,,English,1634
0,http://www.wikidata.org/entity/Q295941,1687,Samuel Richardson,male,Kingdom of Great Britain,Anglicanism,English,1761
1,http://www.wikidata.org/entity/Q295941,1687,Samuel Richardson,male,Kingdom of England,Anglicanism,English,1761
2,http://www.wikidata.org/entity/Q295941,1689,Samuel Richardson,male,Kingdom of Great Britain,Anglicanism,English,1761
3,http://www.wikidata.org/entity/Q295941,1689,Samuel Richardson,male,Kingdom of England,Anglicanism,English,1761
0,http://www.wikidata.org/entity/Q237575,1768,Maria Edgeworth,female,United Kingdom of Great Britain and Ireland,,English,1849
0,http://www.wikidata.org/entity/Q66438477,1831,Thomas T. Harman,male,United Kingdom of Great Britain and Ireland,,,1893
0,http://www.wikidata.org/entity/Q472232,1757,Robert Kerr,male,United Kingdom of Great Britain and Ireland,,,1813
0,http://www.wikidata.org/entity/Q961244,1814,William Wells Brown,male,France,,,1884
0,http://www.wikidata.org/entity/Q353841,1465,Fernando de Rojas,male,Spain,,,1541
0,http://www.wikidata.org/entity/Q729541,1724,Frances Brooke,female,Kingdom of Great Britain,,English,1789
1,http://www.wikidata.org/entity/Q729541,1724,Frances Brooke,female,United Kingdom of Great Britain and Ireland,,English,1789
2,http://www.wikidata.org/entity/Q729541,1789,Frances Brooke,female,Kingdom of Great Britain,,English,1789
3,http://www.wikidata.org/entity/Q729541,1789,Frances Brooke,female,United Kingdom of Great Britain and Ireland,,English,1789
4,http://www.wikidata.org/entity/Q729541,1724,Frances Brooke,female,Kingdom of Great Britain,,English,1881
5,http://www.wikidata.org/entity/Q729541,1724,Frances Brooke,female,United Kingdom of Great Britain and Ireland,,English,1881
6,http://www.wikidata.org/entity/Q729541,1789,Frances Brooke,female,Kingdom of Great Britain,,English,1881
7,http://www.wikidata.org/entity/Q729541,1789,Frances Brooke,female,United Kingdom of Great Britain and Ireland,,English,1881
0,http://www.wikidata.org/entity/Q336189,1572,Thomas Dekker,male,Kingdom of England,,,1632
