,Unnamed: 0.1,Unnamed: 0,id,found,title,author_x,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,bookLabel,authorLast,book,author_y,birthYear_x,authorLabel_x,book_QN,author_QN,index,birthYear_y,workLabel,authorLabel_y,genderLabel,citizenshipLabel,religionLabel,nativeLanguageLabel,PublicationYear,deathYear,deathYearMatch,,
686,686,5,PG9269,,Typee,"Melville, Herman",1819,1891,['en'],10,"{'Adventure stories', 'Sailors -- Fiction', 'Indigenous peoples -- Fiction', 'Marquesas Islands (French Polynesia) -- Fiction'}",,Typee,Melville,http://www.wikidata.org/entity/Q2463076,http://www.wikidata.org/entity/Q4985,1819,Herman Melville,Q2463076,Q4985,0,1819,Typee,Herman Melville,male,United States of America,,English,1846,1891,1,,
687,687,1840,PG19020,,"The Danvers Jewels, and Sir Charles Danvers","Cholmondeley, Mary",1859,1925,['en'],28,{'Detective and mystery stories'},,The Danvers Jewels,Cholmondeley,http://www.wikidata.org/entity/Q124087695,http://www.wikidata.org/entity/Q4942781,1859,Mary Cholmondeley,Q124087695,Q4942781,0,1859,The Danvers Jewels,Mary Cholmondeley,female,United Kingdom of Great Britain and Ireland,,,1887,1925,1,,
688,688,1841,PG1906,,"Erewhon; Or, Over the Range","Butler, Samuel",1835,1902,['en'],632,"{'Utopias -- Fiction', 'Utopian fiction', 'Satire'}",,Erewhon,Butler,http://www.wikidata.org/entity/Q1350048,http://www.wikidata.org/entity/Q312829,1835,Samuel Butler,Q1350048,Q312829,0,1835,Erewhon,Samuel Butler,male,United Kingdom of Great Britain and Ireland,,,1872,1902,1,,
689,689,1846,PG19141,,Edison's Conquest of Mars,"Serviss, Garrett Putman",1851,1929,['en'],180,"{'Mars (Planet) -- Fiction', 'Martians -- Fiction', 'Space travelers -- Fiction', 'Science fiction'}",,Edison's Conquest of Mars,Serviss,http://www.wikidata.org/entity/Q5191798,http://www.wikidata.org/entity/Q953962,1851,Garrett Putnam Serviss,Q5191798,Q953962,0,1851,Edison's Conquest of Mars,Garrett Putnam Serviss,male,United States of America,,,1947,1929,1,,
690,690,1850,PG19145,,The Time Traders,"Norton, Andre",1912,2005,['en'],234,"{'Time travel -- Fiction', 'Science fiction'}",,The Time Traders,Norton,http://www.wikidata.org/entity/Q7769332,http://www.wikidata.org/entity/Q235899,1912,Andre Norton,Q7769332,Q235899,0,1912,The Time Traders,Andre Norton,female,United States of America,,,1958,2005,1,,
691,691,1851,PG19149,,Locus Solus,"Roussel, Raymond",1877,1933,['fr'],102,"{'Inventions -- Fiction', 'Scientists -- Fiction', 'French fiction -- 20th century', 'Science fiction'}",,Locus Solus,Roussel,http://www.wikidata.org/entity/Q2913641,http://www.wikidata.org/entity/Q462662,1877,Raymond Roussel,Q2913641,Q462662,0,1877,Locus Solus,Raymond Roussel,male,France,,French,1914,1933,1,,
692,692,1852,PG1915,,The Second Thoughts of an Idle Fellow,"Jerome, Jerome K. (Jerome Klapka)",1859,1927,['en'],145,"{'English essays', 'English wit and humor'}",,The Second Thoughts of an Idle Fellow,Jerome,http://www.wikidata.org/entity/Q123615502,http://www.wikidata.org/entity/Q218698,1859,Jerome K. Jerome,Q123615502,Q218698,0,1859,The Second Thoughts of an Idle Fellow,Jerome K. Jerome,male,United Kingdom of Great Britain and Ireland,,,1889,1927,1,,
693,693,1854,PG19161,,De Roos van Dekama,"Lennep, J. van (Jacob)",1802,1868,['nl'],36,{'Historical fiction'},,De Roos van Dekama,Lennep,http://www.wikidata.org/entity/Q63152912,http://www.wikidata.org/entity/Q675676,1802,Jacob van Lennep,Q63152912,Q675676,0,1802,De Roos van Dekama,Jacob van Lennep,male,Kingdom of the Netherlands,,Dutch,1836,1868,1,,
694,694,1855,PG1916,,"The Great Stone Face, and Other Tales of the White Mountains","Hawthorne, Nathaniel",1804,1864,['en'],240,"{'Old Man of the Mountain (N.H.) -- Fiction', 'Historical fiction, American', 'Short stories', 'White Mountains (N.H. and Me.) -- Fiction'}",,The Great Stone Face,Hawthorne,http://www.wikidata.org/entity/Q17060716,http://www.wikidata.org/entity/Q69339,1804,Nathaniel Hawthorne,Q17060716,Q69339,0,1804,The Great Stone Face,Nathaniel Hawthorne,male,United States of America,Unitarianism,English,1850,1864,1,,
695,695,1858,PG19191,,The Fruit of the Tree,"Wharton, Edith",1862,1937,['en'],50,"{'Berkshire Hills (Mass.) -- Fiction', 'Love stories', 'Domestic fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Female friendship -- Fiction', 'Labor movement -- Fiction', 'Textile industry -- Fiction', 'Industrial relations -- Fiction', 'Psychological fiction', 'Widows -- Fiction', 'Remarried people -- Fiction'}",,The Fruit of the Tree,Wharton,http://www.wikidata.org/entity/Q42728800,http://www.wikidata.org/entity/Q276032,1862,Edith Wharton,Q42728800,Q276032,0,1862,The Fruit of the Tree,Edith Wharton,female,United States of America,,,1907,1937,1,,
696,696,1859,PG19192,,What is Darwinism?,"Hodge, Charles",1797,1878,['en'],141,{'Evolution (Biology)'},,What is Darwinism?,Hodge,http://www.wikidata.org/entity/Q51431092,http://www.wikidata.org/entity/Q970981,1797,Charles Hodge,Q51431092,Q970981,0,1797,What is Darwinism?,Charles Hodge,male,United States of America,Calvinism,,1874,1878,1,,
697,697,1860,PG19229,,Anticipations: Of the Reaction of Mechanical and Scientific Progress upon Human life and Thought,"Wells, H. G. (Herbert George)",1866,1946,['en'],203,"{'Communication and traffic', 'Social prediction', 'Civilization', 'Twentieth century -- Forecasts'}",,Anticipations,Wells,http://www.wikidata.org/entity/Q16152606,http://www.wikidata.org/entity/Q42511,1866,H. G. Wells,Q16152606,Q42511,0,1866,Anticipations,H. G. Wells,male,United Kingdom,,English,1901,1946,1,,
698,698,1861,PG19237,,The Secret of Divine Civilization,ʻAbdu'l-Bahá,1844,1921,['en'],43,"{'Bahai Faith', 'Iran', 'Civilization'}",,The Secret of Divine Civilization,ʻAbdu'l-Bahá,http://www.wikidata.org/entity/Q1168176,http://www.wikidata.org/entity/Q216954,1844,ʻAbdu'l-Bahá,Q1168176,Q216954,0,1844,The Secret of Divine Civilization,ʻAbdu'l-Bahá,male,Qajar Iran,Baháʼí Faith,,1875,1921,1,,
699,699,1862,PG19284,,Paris Talks,ʻAbdu'l-Bahá,1844,1921,['en'],41,{'Bahai Faith'},,Paris Talks,ʻAbdu'l-Bahá,http://www.wikidata.org/entity/Q570111,http://www.wikidata.org/entity/Q216954,1844,ʻAbdu'l-Bahá,Q570111,Q216954,0,1844,Paris Talks,ʻAbdu'l-Bahá,male,Qajar Iran,Baháʼí Faith,,1912,1921,1,,
700,700,1864,PG19322,,The Antichrist,"Nietzsche, Friedrich Wilhelm",1844,1900,['en'],2690,{'Christianity -- Controversial literature'},,The Antichrist,Nietzsche,http://www.wikidata.org/entity/Q538396,http://www.wikidata.org/entity/Q9358,1844,Friedrich Nietzsche,Q538396,Q9358,0,1844,The Antichrist,Friedrich Nietzsche,male,Kingdom of Prussia,,German,1888,1900,1,,
701,701,1895,PG19338,,The Keeper,"Piper, H. Beam",1904,1964,['en'],31,{'Science fiction'},,The Keeper,Piper,http://www.wikidata.org/entity/Q7744053,http://www.wikidata.org/entity/Q1364100,1904,H. Beam Piper,Q7744053,Q1364100,0,1904,The Keeper,H. Beam Piper,male,United States of America,,,1957,1964,1,,
702,702,1896,PG1934,,Songs of Innocence and of Experience,"Blake, William",1757,1827,['en'],3343,"{'Pastoral poetry', 'English poetry -- 18th century'}",,Songs of Innocence and of Experience,Blake,http://www.wikidata.org/entity/Q630530,http://www.wikidata.org/entity/Q41513,1757,William Blake,Q630530,Q41513,0,1757,Songs of Innocence and of Experience,William Blake,male,Kingdom of Great Britain,,,1794,1827,1,,
703,703,1904,PG19357,,"The New Penelope, and Other Stories and Poems","Victor, Frances Fuller",1826,1902,['en'],21,"{'Northwest Coast of North America -- Social life and customs', 'Pacific Coast (U.S.) -- Social life and customs'}",,The New Penelope,Victor,http://www.wikidata.org/entity/Q55220520,http://www.wikidata.org/entity/Q5478659,1826,Frances Fuller Victor,Q55220520,Q5478659,0,1826,The New Penelope,Frances Fuller Victor,female,United States of America,,,1877,1902,1,,
704,704,1905,PG1937,,The Second Jungle Book,"Kipling, Rudyard",1865,1936,['en'],535,"{'Jungle animals -- Fiction', 'India -- Fiction', 'Mowgli (Fictitious character) -- Fiction'}",,The Second Jungle Book,Kipling,http://www.wikidata.org/entity/Q1101819,http://www.wikidata.org/entity/Q34743,1865,Rudyard Kipling,Q1101819,Q34743,0,1865,The Second Jungle Book,Rudyard Kipling,male,United Kingdom,,English,1895,1936,1,,
705,705,1909,PG1938,,Resurrection,"Tolstoy, Leo, graf",1828,1910,['en'],496,"{'Prostitutes -- Russia -- Fiction', 'Social justice -- Russia -- Fiction', 'Atonement -- Fiction', 'Trials (Murder) -- Russia -- Fiction', 'Russia -- Social conditions -- 1801-1917 -- Fiction', 'Aristocracy (Social class) -- Russia -- Fiction', 'Change -- Religious aspects -- Fiction'}",,Resurrection,Tolstoy,http://www.wikidata.org/entity/Q146866,http://www.wikidata.org/entity/Q7243,1828,Leo Tolstoy,Q146866,Q7243,0,1828,Resurrection,Leo Tolstoy,male,Russian Empire,Christianity,Russian,1899,1910,1,,
706,706,1911,PG1941,,Letters of Two Brides,"Balzac, Honoré de",1799,1850,['en'],67,"{'French fiction -- Translations into English', 'Married women -- Fiction', 'Man-woman relationships -- Fiction', 'Epistolary fiction'}",,Letters of Two Brides,Balzac,http://www.wikidata.org/entity/Q19097917,http://www.wikidata.org/entity/Q9711,1799,Honoré de Balzac,Q19097917,Q9711,0,1799,Letters of Two Brides,Honoré de Balzac,male,France,Catholicism,French,1855,1850,1,,
707,707,1915,PG1943,,Louis Lambert,"Balzac, Honoré de",1799,1850,['en'],83,{'French fiction -- Translations into English'},,Louis Lambert,Balzac,http://www.wikidata.org/entity/Q3048987,http://www.wikidata.org/entity/Q9711,1799,Honoré de Balzac,Q3048987,Q9711,0,1799,Louis Lambert,Honoré de Balzac,male,France,Catholicism,French,1832,1850,1,,
708,708,1916,PG19445,,Omnilingual,"Piper, H. Beam",1904,1964,['en'],369,{'Science fiction'},,Omnilingual,Piper,http://www.wikidata.org/entity/Q7090388,http://www.wikidata.org/entity/Q1364100,1904,H. Beam Piper,Q7090388,Q1364100,0,1904,Omnilingual,H. Beam Piper,male,United States of America,,,1957,1964,1,,
709,709,1920,PG19447,,Morals and Dogma of the Ancient and Accepted Scottish Rite of Freemasonry,"Pike, Albert",1809,1891,['en'],634,{'Freemasons'},,Morals and Dogma of the Ancient and Accepted Scottish Rite of Freemasonry,Pike,http://www.wikidata.org/entity/Q2076228,http://www.wikidata.org/entity/Q366639,1809,Albert Pike,Q2076228,Q366639,0,1809,Morals and Dogma of the Ancient and Accepted Scottish Rite of Freemasonry,Albert Pike,male,United States of America,Episcopal Church,English,1872,1891,1,,
710,710,1921,PG1944,,"The Witch, and Other Stories","Chekhov, Anton Pavlovich",1860,1904,['en'],298,"{'Russia -- Social life and customs -- Fiction', 'Short stories', 'Chekhov, Anton Pavlovich, 1860-1904 -- Translations into English'}",,The Witch,Chekhov,http://www.wikidata.org/entity/Q3212904,http://www.wikidata.org/entity/Q5685,1860,Anton Chekhov,Q3212904,Q5685,0,1860,The Witch,Anton Chekhov,male,Russian Empire,,,1886,1904,1,,
711,711,1922,PG19450,,Dorothy and the Wizard in Oz,"Baum, L. Frank (Lyman Frank)",1856,1919,['en'],234,"{'Kittens -- Juvenile fiction', 'Trials -- Juvenile fiction', 'Ranches -- Juvenile fiction', 'Dragons -- Juvenile fiction', 'Fantasy literature', 'Earthquakes -- Juvenile fiction', 'Cats -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Mountains -- Juvenile fiction', 'Magic -- Juvenile fiction', 'Oz (Imaginary place) -- Juvenile fiction', 'Nephews -- Juvenile fiction', 'Gale, Dorothy (Fictitious character) -- Juvenile fiction', 'Piglets -- Juvenile fiction', 'Wizard of Oz (Fictitious character) -- Juvenile fiction', 'Cousins -- Juvenile fiction'}",,Dorothy and the Wizard in Oz,Baum,http://www.wikidata.org/entity/Q473588,http://www.wikidata.org/entity/Q207544,1856,L. Frank Baum,Q473588,Q207544,0,1856,Dorothy and the Wizard in Oz,L. Frank Baum,male,United States of America,,English,1908,1919,1,,
712,712,1926,PG1945,,Egmont,"Goethe, Johann Wolfgang von",1749,1832,['en'],161,"{'Egmont, Lamoraal, Graaf van, 1522-1568 -- Drama', 'Tragedies'}",,Egmont,Goethe,http://www.wikidata.org/entity/Q1298242,http://www.wikidata.org/entity/Q5879,1749,Johann Wolfgang von Goethe,Q1298242,Q5879,0,1749,Egmont,Johann Wolfgang von Goethe,male,Saxe-Weimar-Eisenach,Lutheranism,German,1788,1832,1,,
713,713,1935,PG19466,,The Marvelous Land of Oz,"Baum, L. Frank (Lyman Frank)",1856,1919,['en'],122,"{'Kings and rulers -- Juvenile fiction', 'Fantasy literature', 'Friendship -- Juvenile fiction', 'Women soldiers -- Juvenile fiction', 'Magic -- Juvenile fiction', 'Oz (Imaginary place) -- Juvenile fiction', 'Queens -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Practical jokes -- Juvenile fiction', 'Youth -- Conduct of life -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Witches -- Juvenile fiction'}",,The Marvelous Land of Oz,Baum,http://www.wikidata.org/entity/Q1659447,http://www.wikidata.org/entity/Q207544,1856,L. Frank Baum,Q1659447,Q207544,0,1856,The Marvelous Land of Oz,L. Frank Baum,male,United States of America,,English,1904,1919,1,,
714,714,875,PG54,,The Marvelous Land of Oz,"Baum, L. Frank (Lyman Frank)",1856,1919,['en'],1093,"{'Kings and rulers -- Juvenile fiction', 'Fantasy literature', 'Friendship -- Juvenile fiction', 'Women soldiers -- Juvenile fiction', 'Magic -- Juvenile fiction', 'Oz (Imaginary place) -- Juvenile fiction', 'Queens -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Practical jokes -- Juvenile fiction', 'Youth -- Conduct of life -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Witches -- Juvenile fiction'}",,The Marvelous Land of Oz,Baum,http://www.wikidata.org/entity/Q1659447,http://www.wikidata.org/entity/Q207544,1856,L. Frank Baum,Q1659447,Q207544,0,1856,The Marvelous Land of Oz,L. Frank Baum,male,United States of America,,English,1904,1919,1,,
715,715,1936,PG19467,,Little Wizard Stories of Oz,"Baum, L. Frank (Lyman Frank)",1856,1919,['en'],17,"{""Children's stories, American"", 'Short stories', 'Oz (Imaginary place) -- Juvenile fiction', 'Fantasy literature'}",,Little Wizard Stories of Oz,Baum,http://www.wikidata.org/entity/Q6652545,http://www.wikidata.org/entity/Q207544,1856,L. Frank Baum,Q6652545,Q207544,0,1856,Little Wizard Stories of Oz,L. Frank Baum,male,United States of America,,English,1914,1919,1,,
716,716,1940,PG1946,,On War,"Clausewitz, Carl von",1780,1831,['en'],3426,"{'Military art and science', 'War'}",,On War,Clausewitz,http://www.wikidata.org/entity/Q1981770,http://www.wikidata.org/entity/Q76430,1780,Carl von Clausewitz,Q1981770,Q76430,0,1780,On War,Carl von Clausewitz,male,Kingdom of Prussia,,,1832,1831,1,,
717,717,1942,PG19478,,Four-Day Planet,"Piper, H. Beam",1904,1964,['en'],90,"{'Space colonies -- Fiction', 'Science fiction'}",,Four-Day Planet,Piper,http://www.wikidata.org/entity/Q109264998,http://www.wikidata.org/entity/Q1364100,1904,H. Beam Piper,Q109264998,Q1364100,0,1904,Four-Day Planet,H. Beam Piper,male,United States of America,,,1961,1964,1,,
718,718,1943,PG1947,,Scaramouche: A Romance of the French Revolution,"Sabatini, Rafael",1875,1950,['en'],520,"{'Adventure stories', 'Love stories', 'France -- History -- Revolution, 1789-1799 -- Fiction', 'War stories'}",,Scaramouche,Sabatini,http://www.wikidata.org/entity/Q533575,http://www.wikidata.org/entity/Q345104,1875,Rafael Sabatini,Q533575,Q345104,0,1875,Scaramouche,Rafael Sabatini,male,Italy,,,1921,1950,1,,
719,719,1947,PG1948,,The Story of a Bad Boy,"Aldrich, Thomas Bailey",1836,1907,['en'],396,"{'Boys -- Juvenile fiction', 'New England -- Juvenile fiction'}",,The Story of a Bad Boy,Aldrich,http://www.wikidata.org/entity/Q7766815,http://www.wikidata.org/entity/Q922191,1836,Thomas Bailey Aldrich,Q7766815,Q922191,0,1836,The Story of a Bad Boy,Thomas Bailey Aldrich,male,United States of America,,,1870,1907,1,,
720,720,1948,PG19500,,Can You Forgive Her?,"Trollope, Anthony",1815,1882,['en'],227,"{'Love stories', 'Great Britain -- Social life and customs -- 19th century -- Fiction', 'Political fiction', 'Palliser, Plantagenet (Fictitious character) -- Fiction', 'London (England) -- Fiction'}",,Can You Forgive Her?,Trollope,http://www.wikidata.org/entity/Q5029115,http://www.wikidata.org/entity/Q318399,1815,Anthony Trollope,Q5029115,Q318399,0,1815,Can You Forgive Her?,Anthony Trollope,male,United Kingdom of Great Britain and Ireland,,,1864,1882,1,,
721,721,1949,PG19506,,A Connecticut Yankee in King Arthur's Court,"Twain, Mark",1835,1910,['en'],216,"{'Britons -- Fiction', 'Satire', 'Time travel -- Fiction', 'Kings and rulers -- Fiction', 'Knights and knighthood -- Fiction', 'Fantasy fiction', 'Arthurian romances -- Adaptations', 'Americans -- Great Britain -- Fiction'}",,A Connecticut Yankee in King Arthur's Court,Twain,http://www.wikidata.org/entity/Q848612,http://www.wikidata.org/entity/Q7245,1835,Mark Twain,Q848612,Q7245,0,1835,A Connecticut Yankee in King Arthur's Court,Mark Twain,male,United States of America,atheism,,1889,1910,1,,
722,722,103,PG6533,,A Connecticut Yankee in King Arthur's Court,"Twain, Mark",1835,1910,['en'],24,"{'Britons -- Fiction', 'Satire', 'Time travel -- Fiction', 'Kings and rulers -- Fiction', 'Knights and knighthood -- Fiction', 'Fantasy fiction', 'Arthurian romances -- Adaptations', 'Americans -- Great Britain -- Fiction'}",,A Connecticut Yankee in King Arthur's Court,Twain,http://www.wikidata.org/entity/Q848612,http://www.wikidata.org/entity/Q7245,1835,Mark Twain,Q848612,Q7245,0,1835,A Connecticut Yankee in King Arthur's Court,Mark Twain,male,United States of America,atheism,,1889,1910,1,,
723,723,226,PG7242,,"A Connecticut Yankee in King Arthur's Court, Part 1.","Twain, Mark",1835,1910,['en'],45,"{'Britons -- Fiction', 'Satire', 'Time travel -- Fiction', 'Kings and rulers -- Fiction', 'Knights and knighthood -- Fiction', 'Fantasy fiction', 'Arthurian romances -- Adaptations', 'Americans -- Great Britain -- Fiction'}",,A Connecticut Yankee in King Arthur's Court,Twain,http://www.wikidata.org/entity/Q848612,http://www.wikidata.org/entity/Q7245,1835,Mark Twain,Q848612,Q7245,0,1835,A Connecticut Yankee in King Arthur's Court,Mark Twain,male,United States of America,atheism,,1889,1910,1,,
724,724,1950,PG19513,,A Journey to the Center of the Earth,"Verne, Jules",1828,1905,['en'],299,"{'Adventure stories', 'Voyages, Imaginary -- Fiction', 'Earth (Planet) -- Core -- Fiction', 'Science fiction'}",,A Journey to the Center of the Earth,Verne,http://www.wikidata.org/entity/Q219457,http://www.wikidata.org/entity/Q33977,1828,Jules Verne,Q219457,Q33977,0,1828,A Journey to the Center of the Earth,Jules Verne,male,France,Catholicism,French,1864,1905,1,,
725,725,1951,PG19515,,A Princess of Mars,"Burroughs, Edgar Rice",1875,1950,['en'],242,"{'Mars (Planet) -- Fiction', 'Princesses -- Fiction', 'Dejah Thoris (Fictitious character) -- Fiction', 'Science fiction', 'Carter, John (Fictitious character) -- Fiction'}",,A Princess of Mars,Burroughs,http://www.wikidata.org/entity/Q475589,http://www.wikidata.org/entity/Q148234,1875,Edgar Rice Burroughs,Q475589,Q148234,0,1875,A Princess of Mars,Edgar Rice Burroughs,male,United States of America,,English,1912,1950,1,,
726,726,391,PG62,,A Princess of Mars,"Burroughs, Edgar Rice",1875,1950,['en'],1492,"{'Mars (Planet) -- Fiction', 'Princesses -- Fiction', 'Dejah Thoris (Fictitious character) -- Fiction', 'Science fiction', 'Carter, John (Fictitious character) -- Fiction'}",,A Princess of Mars,Burroughs,http://www.wikidata.org/entity/Q475589,http://www.wikidata.org/entity/Q148234,1875,Edgar Rice Burroughs,Q475589,Q148234,0,1875,A Princess of Mars,Edgar Rice Burroughs,male,United States of America,,English,1912,1950,1,,
