,Unnamed: 0,id,found,title,author_x,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,bookLabel,authorLast,book,author_y,birthYear,authorLabel,book_QN,author_QN,name
2951,190,PG58,,Paradise Regained,"Milton, John",1608,1674.0,['en'],423,"{'Jesus Christ -- Temptation -- Poetry', 'Bible. Gospels -- History of Biblical events -- Poetry', 'Epic poetry', 'English poetry'}",,Paradise Regained,Milton,http://www.wikidata.org/entity/Q2307419,http://www.wikidata.org/entity/Q79759,1608,John Milton,Q2307419,Q79759,John Milton
2952,191,PG59037,,Cantares gallegos,"Castro, Rosalía de",1837,1885.0,['gl'],126,{'Galician poetry'},,Cantares gallegos,Castro,http://www.wikidata.org/entity/Q3311871,http://www.wikidata.org/entity/Q464264,1837,Rosalía de Castro,Q3311871,Q464264,Rosalía de Castro
2954,193,PG59047,,La scienza in cucina e l'arte di mangiar bene: Manuale pratico per le famiglie,"Artusi, Pellegrino",1820,1911.0,['it'],195,"{'Cooking, Italian'}",,La scienza in cucina e l'arte di mangiar bene,Artusi,http://www.wikidata.org/entity/Q1962786,http://www.wikidata.org/entity/Q744848,1820,Pellegrino Artusi,Q1962786,Q744848,Pellegrino Artusi
2956,195,PG59077,,The Sahara,"Loti, Pierre",1850,1923.0,['en'],30,{'Sahara -- Description and travel -- Fiction'},,The Sahara,Loti,http://www.wikidata.org/entity/Q68081497,http://www.wikidata.org/entity/Q311854,1850,Pierre Loti,Q68081497,Q311854,Pierre Loti
2958,197,PG59142,,The Rover,"Conrad, Joseph",1857,1924.0,['en'],45,"{'Sea stories', 'Historical fiction', 'Napoleonic Wars, 1800-1815 -- Fiction', 'War stories'}",,The Rover,Conrad,http://www.wikidata.org/entity/Q7761631,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q7761631,Q82925,Joseph Conrad
2960,199,PG59178,,Midwinter: Certain Travellers in Old England,"Buchan, John",1875,1940.0,['en'],50,"{'Charles Edward, Prince, grandson of James II, King of England, 1720-1788 -- Fiction', 'Historical fiction', 'Jacobite Rebellion, 1745-1746 -- Fiction', 'Johnson, Samuel, 1709-1784 -- Fiction'}",,Midwinter,Buchan,http://www.wikidata.org/entity/Q6843484,http://www.wikidata.org/entity/Q333004,1875,John Buchan,Q6843484,Q333004,John Buchan
2961,200,PG59178,,Midwinter: Certain Travellers in Old England,"Buchan, John",1875,1940.0,['en'],50,"{'Charles Edward, Prince, grandson of James II, King of England, 1720-1788 -- Fiction', 'Historical fiction', 'Jacobite Rebellion, 1745-1746 -- Fiction', 'Johnson, Samuel, 1709-1784 -- Fiction'}",,Midwinter,Buchan,http://www.wikidata.org/entity/Q75017436,http://www.wikidata.org/entity/Q333004,1875,John Buchan,Q75017436,Q333004,John Buchan
2962,201,PG59198,,The Seven Conundrums,"Oppenheim, E. Phillips (Edward Phillips)",1866,1946.0,['en'],35,"{'English fiction -- 20th century', 'Detective and mystery stories, English'}",,The Seven Conundrums,Oppenheim,http://www.wikidata.org/entity/Q66902232,http://www.wikidata.org/entity/Q163069,1866,E. Phillips Oppenheim,Q66902232,Q163069,E. Phillips Oppenheim
2966,206,PG59212,,A Short History of Astronomy,"Berry, Arthur",1862,,['en'],49,{'Astronomy -- History'},,A Short History of Astronomy,Berry,http://www.wikidata.org/entity/Q19025604,http://www.wikidata.org/entity/Q19939115,1862,Arthur Berry,Q19025604,Q19939115,Arthur Berry
2967,207,PG59239,,The Flying Inn,"Chesterton, G. K. (Gilbert Keith)",1874,1936.0,['en'],177,"{'Great Britain -- Politics and government -- Fiction', 'England -- Fiction', 'Fantasy fiction', 'Drinking of alcoholic beverages -- Fiction', 'Humorous stories', 'Prohibition -- Fiction'}",,The Flying Inn,Chesterton,http://www.wikidata.org/entity/Q7734598,http://www.wikidata.org/entity/Q183167,1874,G. K. Chesterton,Q7734598,Q183167,G. K. Chesterton
2968,208,PG59254,,The Inimitable Jeeves,"Wodehouse, P. G. (Pelham Grenville)",1881,1975.0,['en'],1197,"{'Wooster, Bertie (Fictitious character) -- Fiction', 'Upper class -- England -- Fiction', 'England -- Social life and customs -- Fiction', 'Single men -- Fiction', 'Jeeves (Fictitious character) -- Fiction', 'Humorous stories', 'Valets -- Fiction'}",,The Inimitable Jeeves,Wodehouse,http://www.wikidata.org/entity/Q7742044,http://www.wikidata.org/entity/Q207515,1881,P. G. Wodehouse,Q7742044,Q207515,P. G. Wodehouse
2970,211,PG59422,,Wisdom's Daughter: The Life and Love Story of She-Who-Must-be-Obeyed,"Haggard, H. Rider (Henry Rider)",1856,1925.0,['en'],105,"{'Love stories', 'Immortalism -- Fiction', 'Women -- Africa -- Fiction', 'Reincarnation -- Fiction', 'Adventure stories', 'Ayesha (Fictitious character : Haggard) -- Fiction', 'Fantasy fiction', 'Africa -- Fiction'}",,Wisdom's Daughter,Haggard,http://www.wikidata.org/entity/Q8027400,http://www.wikidata.org/entity/Q237196,1856,H. Rider Haggard,Q8027400,Q237196,H. Rider Haggard
2972,213,PG59437,,A Son at the Front,"Wharton, Edith",1862,1937.0,['en'],38,"{'Domestic fiction', 'Americans -- France -- Fiction', 'World War, 1914-1918 -- Fiction', 'War stories', 'Paris (France) -- Fiction', 'Fathers and sons -- Fiction'}",,A Son at the Front,Wharton,http://www.wikidata.org/entity/Q30896266,http://www.wikidata.org/entity/Q276032,1862,Edith Wharton,Q30896266,Q276032,Edith Wharton
2974,215,PG5950,,The Fortunes of Nigel,"Scott, Walter",1771,1832.0,['en'],123,"{'James I, King of England, 1566-1625 -- Fiction', 'Great Britain -- History -- James I, 1603-1625 -- Fiction', 'London (England) -- History -- 17th century -- Fiction', 'Historical fiction', 'Scots -- England -- Fiction'}",,The Fortunes of Nigel,Scott,http://www.wikidata.org/entity/Q3230799,http://www.wikidata.org/entity/Q79025,1771,Walter Scott,Q3230799,Q79025,Walter Scott
2975,216,PG5956,,Gallegher and Other Stories,"Davis, Richard Harding",1864,1916.0,['en'],44,"{'United States -- Social life and customs -- 19th century -- Fiction', 'Short stories, American'}",,Gallegher and Other Stories,Davis,http://www.wikidata.org/entity/Q95981371,http://www.wikidata.org/entity/Q922457,1864,Richard Harding Davis,Q95981371,Q922457,Richard Harding Davis
2976,218,PG5959,,Peveril of the Peak,"Scott, Walter",1771,1832.0,['en'],113,"{'Great Britain -- History -- Charles II, 1660-1685 -- Fiction'}",,Peveril of the Peak,Scott,http://www.wikidata.org/entity/Q3061309,http://www.wikidata.org/entity/Q79025,1771,Walter Scott,Q3061309,Q79025,Walter Scott
2978,223,PG59629,,Juan José: Drama en tres actos y en prosa,"Dicenta, Joaquín",1862,1917.0,['es'],19,{'Spanish drama -- 19th century'},,Juan José,Dicenta,http://www.wikidata.org/entity/Q2914040,http://www.wikidata.org/entity/Q2450746,1862,Joaquín Dicenta,Q2914040,Q2450746,Joaquín Dicenta
2979,224,PG59653,,Call Mr. Fortune,"Bailey, H. C. (Henry Christopher)",1878,1961.0,['en'],64,"{'Forensic scientists -- Fiction', 'Detective and mystery stories'}",,Call Mr. Fortune,Bailey,http://www.wikidata.org/entity/Q19019945,http://www.wikidata.org/entity/Q3394693,1878,H. C. Bailey,Q19019945,Q3394693,H. C. Bailey
2980,225,PG59674,,Homes of the London Poor,"Hill, Octavia",1838,1912.0,['en'],27,"{'Working class -- Dwellings', 'Housing -- England -- London', 'Charity organization', 'Poor -- England -- London'}",,Homes of the London Poor,Hill,http://www.wikidata.org/entity/Q20873557,http://www.wikidata.org/entity/Q437462,1838,Octavia Hill,Q20873557,Q437462,Octavia Hill
2982,227,PG5971,,Jane Cable,"McCutcheon, George Barr",1866,1928.0,['en'],29,"{'Love stories', 'Chicago (Ill.) -- Fiction'}",,Jane Cable,McCutcheon,http://www.wikidata.org/entity/Q16997611,http://www.wikidata.org/entity/Q5536746,1866,George Barr McCutcheon,Q16997611,Q5536746,George Barr McCutcheon
2983,228,PG59769,,Bealby; A Holiday,"Wells, H. G. (Herbert George)",1866,1946.0,['en'],48,"{'Country homes -- England -- Fiction', 'Household employees -- Fiction', 'Boys -- Fiction'}",,Bealby,Wells,http://www.wikidata.org/entity/Q4876123,http://www.wikidata.org/entity/Q42511,1866,H. G. Wells,Q4876123,Q42511,H. G. Wells
2984,229,PG59774,,Thirty Strange Stories,"Wells, H. G. (Herbert George)",1866,1946.0,['en'],296,"{'Fantasy fiction, English', 'Science fiction, English', 'Short stories, English'}",,Thirty Strange Stories,Wells,http://www.wikidata.org/entity/Q28871557,http://www.wikidata.org/entity/Q42511,1866,H. G. Wells,Q28871557,Q42511,H. G. Wells
2986,231,PG59777,,Icebound: A Play,"Davis, Owen",1874,1956.0,['en'],24,"{'Inheritance and succession -- Drama', 'Maine -- Drama', 'American drama -- 20th century', 'Farm life -- Drama'}",,Icebound,Davis,http://www.wikidata.org/entity/Q5985584,http://www.wikidata.org/entity/Q1321778,1874,Owen Davis,Q5985584,Q1321778,Owen Davis
2987,232,PG59794,,"The World Crisis, Volume 1 (of 6)","Churchill, Winston",1874,1965.0,['en'],278,"{'World War, 1914-1918 -- Great Britain', 'World War, 1914-1918'}",,The World Crisis,Churchill,http://www.wikidata.org/entity/Q17018262,http://www.wikidata.org/entity/Q8016,1874,Winston Churchill,Q17018262,Q8016,Winston Churchill
2988,233,PG59826,,"The Unadjusted Girl, With Cases and Standpoint for Behavior Analysis","Thomas, William Isaac",1863,1947.0,['en'],121,"{'Young women', 'Female juvenile delinquents -- Case studies'}",,The Unadjusted Girl,Thomas,http://www.wikidata.org/entity/Q16570715,http://www.wikidata.org/entity/Q1323100,1863,William Isaac Thomas,Q16570715,Q1323100,William Isaac Thomas
2989,234,PG59827,,"My Life and Loves, Vol. 1 (of 4)","Harris, Frank",1856,1931.0,['en'],358,"{'Authors, English -- 19th century -- Biography', 'Authors, English -- 20th century -- Biography', 'Male authors, English -- Sexual behavior', 'Harris, Frank, 1856-1931', 'Men -- Sexual behavior -- Great Britain'}",,My Life and Loves,Harris,http://www.wikidata.org/entity/Q6945854,http://www.wikidata.org/entity/Q763507,1856,Frank Harris,Q6945854,Q763507,Frank Harris
2991,236,PG59845,,The Able McLaughlins,"Wilson, Margaret",1882,1973.0,['en'],34,"{'Farm life -- Fiction', 'Immigrants -- United States -- Fiction', 'Husband and wife -- Fiction', 'Rape victims -- Fiction', 'Scottish Americans -- Fiction', 'United States -- History -- Civil War, 1861-1865 -- Veterans -- Fiction', 'Iowa -- Fiction'}",,The Able McLaughlins,Wilson,http://www.wikidata.org/entity/Q7712123,http://www.wikidata.org/entity/Q6760032,1882,Margaret Wilson,Q7712123,Q6760032,Margaret Wilson
2992,237,PG59848,,Kangaroo,"Lawrence, D. H. (David Herbert)",1885,1930.0,['en'],189,{'British -- Austria -- Fiction'},,Kangaroo,Lawrence,http://www.wikidata.org/entity/Q6362515,http://www.wikidata.org/entity/Q34970,1885,D. H. Lawrence,Q6362515,Q34970,D. H. Lawrence
2993,238,PG59852,,Del sentimiento trágico de la vida,"Unamuno, Miguel de",1864,1936.0,['es'],190,"{'Immortality -- Christianity', 'Tragic, The -- Religious aspects -- Christianity', 'Faith and reason -- Christianity'}",,Del sentimiento trágico de la vida,Unamuno,http://www.wikidata.org/entity/Q3227098,http://www.wikidata.org/entity/Q185085,1864,Miguel de Unamuno,Q3227098,Q185085,Miguel de Unamuno
2994,239,PG59854,,The Cask,"Crofts, Freeman Wills",1879,1957.0,['en'],121,"{'Murder -- Investigation -- Fiction', 'Police -- England -- Fiction', 'Detective and mystery stories'}",,The Cask,Crofts,http://www.wikidata.org/entity/Q3338169,http://www.wikidata.org/entity/Q645074,1879,Freeman Wills Crofts,Q3338169,Q645074,Freeman Wills Crofts
2996,242,PG59860,,The Golden Book of Springfield,"Lindsay, Vachel",1879,1931.0,['en'],25,"{'Utopias in literature', 'Springfield (Ill.) -- In literature', 'Springfield (Ill.) -- Fiction'}",,The Golden Book of Springfield,Lindsay,http://www.wikidata.org/entity/Q7737004,http://www.wikidata.org/entity/Q1197667,1879,Vachel Lindsay,Q7737004,Q1197667,Vachel Lindsay
2997,243,PG59886,,Adrienne Lecouvreur,"Legouvé, Ernest",1807,1903.0,"['en', 'fr']",21,"{'Lecouvreur, Adrienne, 1692-1730 -- Drama'}",,Adrienne Lecouvreur,Legouvé,http://www.wikidata.org/entity/Q4685705,http://www.wikidata.org/entity/Q1333348,1807,Ernest Legouvé,Q4685705,Q1333348,Ernest Legouvé
2998,244,PG59893,,The Charing Cross Mystery,"Fletcher, J. S. (Joseph Smith)",1863,1935.0,['en'],85,"{'Murder -- Investigation -- Fiction', 'Lawyers -- Fiction', 'Detective and mystery stories', 'London (England) -- Social life and customs -- 20th century -- Fiction'}",,The Charing Cross Mystery,Fletcher,http://www.wikidata.org/entity/Q124098244,http://www.wikidata.org/entity/Q548040,1863,J. S. Fletcher,Q124098244,Q548040,J. S. Fletcher
2999,245,PG59899,,"Ten Days in a Mad-House; or, Nellie Bly's Experience on Blackwell's Island.: Feigning Insanity in Order to Reveal Asylum Horrors. The Trying Ordeal of the New York World's Girl Correspondent.","Bly, Nellie",1864,1922.0,['en'],507,"{'Women -- Mental health services -- New York (State) -- History -- 19th century', 'Mentally ill -- Commitment and detention -- New York (State) -- History -- 19th century', 'Women patients -- New York (State) -- History -- 19th century', 'N.Y. City Lunatic Asylum', 'Psychiatric hospital care -- New York (State) -- History -- 19th century', 'Bly, Nellie, 1864-1922', 'Psychiatric hospitals -- New York (State) -- History -- 19th century'}",,Ten Days in a Mad-House,Bly,http://www.wikidata.org/entity/Q7699181,http://www.wikidata.org/entity/Q230299,1864,Nellie Bly,Q7699181,Q230299,Nellie Bly
3003,249,PG599,,Vanity Fair,"Thackeray, William Makepeace",1811,1863.0,['en'],2003,"{'Married women -- Fiction', 'Satire', 'Waterloo, Battle of, Waterloo, Belgium, 1815 -- Fiction', 'Female friendship -- Fiction', 'England -- Fiction', 'British -- Europe -- Fiction', 'Social classes -- Fiction'}",,Vanity Fair,Thackeray,http://www.wikidata.org/entity/Q612836,http://www.wikidata.org/entity/Q167768,1811,William Makepeace Thackeray,Q612836,Q167768,William Makepeace Thackeray
3004,251,PG60007,,Earthquakes and other earth movements,"Milne, John",1850,1913.0,['en'],65,{'Earthquakes'},,Earthquakes and other earth movements,Milne,http://www.wikidata.org/entity/Q51467078,http://www.wikidata.org/entity/Q2739759,1850,John Milne,Q51467078,Q2739759,John Milne
3005,252,PG60030,,"Lucien Leuwen; ou, l'Amarante et le Noir. Tome Premier",Stendhal,1783,1842.0,['fr'],25,"{'France -- Politics and government -- 1789-1900 -- Fiction', 'French fiction -- 19th century', 'Dissenters -- France -- Fiction', 'France -- Social life and customs -- 19th century -- Fiction'}",,Lucien Leuwen,Stendhal,http://www.wikidata.org/entity/Q2307875,http://www.wikidata.org/entity/Q502,1783,Stendhal,Q2307875,Q502,Stendhal
3006,256,PG60040,,"Notes on Novelists, with Some Other Notes","James, Henry",1843,1916.0,['en'],73,"{'Novelists', 'Fiction -- History and criticism'}",,Notes on Novelists,James,http://www.wikidata.org/entity/Q7062628,http://www.wikidata.org/entity/Q170509,1843,Henry James,Q7062628,Q170509,Henry James
3007,257,PG60057,,The Uses of Diversity: A book of essays,"Chesterton, G. K. (Gilbert Keith)",1874,1936.0,['en'],217,{'English essays -- 20th century'},,The Uses of Diversity,Chesterton,http://www.wikidata.org/entity/Q18418194,http://www.wikidata.org/entity/Q183167,1874,G. K. Chesterton,Q18418194,Q183167,G. K. Chesterton
3008,258,PG60089,,Der Snob: Komödie in drei Aufzügen,"Sternheim, Carl",1878,1942.0,['de'],22,"{'German drama -- 20th century', 'Comedies'}",,Der Snob,Sternheim,http://www.wikidata.org/entity/Q1196902,http://www.wikidata.org/entity/Q61662,1878,Carl Sternheim,Q1196902,Q61662,Carl Sternheim
3009,259,PG60093,,Cane,"Toomer, Jean",1894,1967.0,['en'],1349,"{'Southern States -- Fiction', 'African Americans -- Fiction'}",,Cane,Toomer,http://www.wikidata.org/entity/Q3655399,http://www.wikidata.org/entity/Q1277467,1894,Jean Toomer,Q3655399,Q1277467,Jean Toomer
3010,260,PG60097,,"Horses and Men: Tales, long and short, from our American life","Anderson, Sherwood",1876,1941.0,['en'],46,"{'American fiction -- 20th century', 'Short stories, American'}",,Horses and Men,Anderson,http://www.wikidata.org/entity/Q16386100,http://www.wikidata.org/entity/Q233898,1876,Sherwood Anderson,Q16386100,Q233898,Sherwood Anderson
3011,261,PG60102,,Wanderer of the Wasteland,"Grey, Zane",1872,1939.0,['en'],126,"{'Brothers -- Fiction', 'Deserts -- Fiction', 'Western stories', 'Southwest, New -- Fiction'}",,Wanderer of the Wasteland,Grey,http://www.wikidata.org/entity/Q11858546,http://www.wikidata.org/entity/Q146763,1872,Zane Grey,Q11858546,Q146763,Zane Grey
3013,263,PG60173,,Russia in the Shadows,"Wells, H. G. (Herbert George)",1866,1946.0,['en'],92,"{'Soviet Union -- Social conditions', 'Communism -- Soviet Union'}",,Russia in the Shadows,Wells,http://www.wikidata.org/entity/Q4398296,http://www.wikidata.org/entity/Q42511,1866,H. G. Wells,Q4398296,Q42511,H. G. Wells
3015,266,PG60242,,"The Purchase of the North Pole: A sequel to ""From the earth to the moon""","Verne, Jules",1828,1905.0,['en'],66,"{'Science fiction, French -- Translations into English'}",,The Purchase of the North Pole,Verne,http://www.wikidata.org/entity/Q594139,http://www.wikidata.org/entity/Q33977,1828,Jules Verne,Q594139,Q33977,Jules Verne
3017,269,PG602,,Pharsalia; Dramatic Episodes of the Civil Wars,Lucan,39,65.0,['en'],102,"{'Epic poetry, Latin -- Translations into English', 'Rome -- History -- Civil War, 49-45 B.C. -- Poetry', 'Pharsalus, Battle of, Farsala, Greece, 48 B.C. -- Poetry'}",,Pharsalia,Lucan,http://www.wikidata.org/entity/Q678375,http://www.wikidata.org/entity/Q188646,39,Lucan,Q678375,Q188646,Lucan
3019,271,PG60312,,The Germ Growers: An Australian story of adventure and mystery,"Potter, Robert",1831,1908.0,['en'],51,"{'Science fiction, Australian'}",,The Germ Growers,Potter,http://www.wikidata.org/entity/Q19088163,http://www.wikidata.org/entity/Q18402505,1831,Robert Potter,Q19088163,Q18402505,Robert Potter
3020,272,PG60315,,My Disillusionment in Russia,"Goldman, Emma",1869,1940.0,['en'],57,"{'Soviet Union -- History -- Revolution, 1917-1921 -- Personal narratives, American', 'Communism -- Soviet Union', 'Goldman, Emma, 1869-1940'}",,My Disillusionment in Russia,Goldman,http://www.wikidata.org/entity/Q6945291,http://www.wikidata.org/entity/Q79969,1869,Emma Goldman,Q6945291,Q79969,Emma Goldman
3021,273,PG6031,,Memoirs of My Life and Writings,"Gibbon, Edward",1737,1794.0,['en'],628,"{'Historians -- Great Britain -- Biography', 'Gibbon, Edward, 1737-1794'}",,Memoirs of My Life and Writings,Gibbon,http://www.wikidata.org/entity/Q16386964,http://www.wikidata.org/entity/Q161841,1737,Edward Gibbon,Q16386964,Q161841,Edward Gibbon
3022,274,PG60354,,Ruy Blas: Drame,"Hugo, Victor",1802,1885.0,['fr'],52,"{'Indentured servants -- Drama', 'Spain -- History -- Charles II, 1665-1700 -- Drama', 'Madrid (Spain) -- Drama', 'French drama -- 19th century', 'Mariana, de Neoburgo, Queen, consort of Charles II, King of Spain, 1667-1740 -- Drama', 'Love -- Drama', 'Revenge -- Drama'}",,Ruy Blas,Hugo,http://www.wikidata.org/entity/Q3085278,http://www.wikidata.org/entity/Q535,1802,Victor Hugo,Q3085278,Q535,Victor Hugo
3023,275,PG60417,,Clair de terre,"Breton, André",1896,1966.0,['fr'],93,{'French poetry -- 20th century'},,Clair de terre,Breton,http://www.wikidata.org/entity/Q2974975,http://www.wikidata.org/entity/Q161955,1896,André Breton,Q2974975,Q161955,André Breton
3025,282,PG60483,,Antic Hay,"Huxley, Aldous",1894,1963.0,['en'],102,"{'Black humor', 'Satire', 'Intellectuals -- Fiction', 'City and town life -- Fiction', 'London (England) -- Fiction'}",,Antic Hay,Huxley,http://www.wikidata.org/entity/Q4774579,http://www.wikidata.org/entity/Q81447,1894,Aldous Huxley,Q4774579,Q81447,Aldous Huxley
3026,283,PG60484,,Character Building: Being Addresses Delivered on Sunday Evenings to the Students of Tuskegee Institute,"Washington, Booker T.",1856,1915.0,['en'],228,"{'African Americans -- Education', 'Character', 'College students -- Conduct of life'}",,Character Building,Washington,http://www.wikidata.org/entity/Q16385259,http://www.wikidata.org/entity/Q319871,1856,Booker T. Washington,Q16385259,Q319871,Booker T. Washington
3027,284,PG6050,,"The Roots of the Mountains: Wherein Is Told Somewhat of the Lives of the Men of Burgdale, Their Friends, Their Neighbours, Their Foemen, and Their Fellows in Arms","Morris, William",1834,1896.0,['en'],94,{'Fantasy fiction'},,The Roots of the Mountains,Morris,http://www.wikidata.org/entity/Q7761520,http://www.wikidata.org/entity/Q182589,1834,William Morris,Q7761520,Q182589,William Morris
3029,286,PG6051,,Stella Fregelius: A Tale of Three Destinies,"Haggard, H. Rider (Henry Rider)",1856,1925.0,['en'],63,"{'Triangles (Interpersonal relations) -- Fiction', 'Inventors -- Fiction', 'Spiritualism -- Fiction', 'Fantasy fiction'}",,Stella Fregelius,Haggard,http://www.wikidata.org/entity/Q16933082,http://www.wikidata.org/entity/Q237196,1856,H. Rider Haggard,Q16933082,Q237196,H. Rider Haggard
3031,288,PG60547,,Studies in Classic American Literature,"Lawrence, D. H. (David Herbert)",1885,1930.0,['en'],274,{'American literature -- History and criticism'},,Studies in Classic American Literature,Lawrence,http://www.wikidata.org/entity/Q7628058,http://www.wikidata.org/entity/Q34970,1885,D. H. Lawrence,Q7628058,Q34970,D. H. Lawrence
3032,289,PG6059,,"Confession; Or, The Blind Heart. A Domestic Story","Simms, William Gilmore",1806,1870.0,['en'],42,{'Domestic fiction'},,Confession,Simms,http://www.wikidata.org/entity/Q110364563,http://www.wikidata.org/entity/Q2336138,1806,William Gilmore Simms,Q110364563,Q2336138,William Gilmore Simms
3033,290,PG605,,Pellucidar,"Burroughs, Edgar Rice",1875,1950.0,['en'],248,"{'Adventure stories', 'Earth (Planet) -- Core -- Fiction', 'Science fiction'}",,Pellucidar,Burroughs,http://www.wikidata.org/entity/Q928680,http://www.wikidata.org/entity/Q148234,1875,Edgar Rice Burroughs,Q928680,Q148234,Edgar Rice Burroughs
3034,291,PG60607,,A New Era of Thought,"Hinton, Charles Howard",1853,1907.0,['en'],61,{'Fourth dimension'},,A New Era of Thought,Hinton,http://www.wikidata.org/entity/Q17114233,http://www.wikidata.org/entity/Q1064912,1853,Charles Howard Hinton,Q17114233,Q1064912,Charles Howard Hinton
3035,292,PG60627,,The Village in the Jungle,"Woolf, Leonard",1880,1969.0,['en'],77,"{'Sri Lanka -- Fiction', 'Fathers and daughters -- Fiction', 'Culture conflict -- Fiction', 'Domestic fiction', 'British -- Sri Lanka -- Fiction', 'Colonial administrators -- Fiction', 'Villages -- Fiction', 'Imperialism -- Fiction', 'Political fiction'}",,The Village in the Jungle,Woolf,http://www.wikidata.org/entity/Q19902832,http://www.wikidata.org/entity/Q703935,1880,Leonard Woolf,Q19902832,Q703935,Leonard Woolf
3036,293,PG60653,,Car Pool,"Brown, Rosel George",1926,1967.0,['en'],28,"{'Human-alien encounters -- Fiction', 'Science fiction', 'Short stories', 'Mothers -- Fiction', 'Families -- Fiction', 'Children -- Fiction'}",,Car Pool,Brown,http://www.wikidata.org/entity/Q108281805,http://www.wikidata.org/entity/Q7368222,1926,Rosel George Brown,Q108281805,Q7368222,Rosel George Brown
3040,298,PG6073,,"Smith and the Pharaohs, and other Tales","Haggard, H. Rider (Henry Rider)",1856,1925.0,['en'],99,"{'Fantasy fiction, English', 'Adventure stories, English', 'Short stories, English'}",,Smith and the Pharaohs,Haggard,http://www.wikidata.org/entity/Q16931871,http://www.wikidata.org/entity/Q237196,1856,H. Rider Haggard,Q16931871,Q237196,H. Rider Haggard
3041,299,PG60740,,The Steam-Shovel Man,"Paine, Ralph Delahaye",1871,1925.0,['en'],35,"{'Adventure stories', 'Panama Canal (Panama) -- Juvenile fiction'}",,The Steam-Shovel Man,Paine,http://www.wikidata.org/entity/Q56120164,http://www.wikidata.org/entity/Q7287399,1871,Ralph Delahaye Paine,Q56120164,Q7287399,Ralph Delahaye Paine
3043,301,PG60749,,A Thousand-Mile Walk to the Gulf,"Muir, John",1838,1914.0,['en'],113,"{'Walking -- United States', 'Natural history -- Southern States', 'Naturalists -- United States -- Biography', 'Natural history -- Cuba', 'Muir, John, 1838-1914 -- Travel -- Southern States', 'California -- Description and travel', 'Plants -- Southern States', 'Cuba -- Description and travel', 'Muir, John, 1838-1914 -- Diaries', 'Southern States -- Description and travel'}",,A Thousand-Mile Walk to the Gulf,Muir,http://www.wikidata.org/entity/Q27566013,http://www.wikidata.org/entity/Q379580,1838,John Muir,Q27566013,Q379580,John Muir
3046,305,PG60776,,The Transformation of Philip Jettan,"Heyer, Georgette",1902,1974.0,['en'],166,"{'Love stories', 'Mate selection -- Fiction', 'British -- France -- Paris -- Fiction', 'First loves -- Fiction', 'Regency fiction'}",,The Transformation of Philip Jettan,Heyer,http://www.wikidata.org/entity/Q124098231,http://www.wikidata.org/entity/Q272706,1902,Georgette Heyer,Q124098231,Q272706,Georgette Heyer
3047,306,PG6081,,Biographia Literaria,"Coleridge, Samuel Taylor",1772,1834.0,['en'],1776,"{'Criticism', 'Aesthetics', 'Poetry', 'Wordsworth, William, 1770-1850. Lyrical ballads'}",,Biographia Literaria,Coleridge,http://www.wikidata.org/entity/Q803863,http://www.wikidata.org/entity/Q82409,1772,Samuel Taylor Coleridge,Q803863,Q82409,Samuel Taylor Coleridge
3049,308,PG6086,,The Scottish Chiefs,"Porter, Jane",1776,1850.0,['en'],60,"{'Scotland -- History -- War of Independence, 1285-1371 -- Fiction'}",,The Scottish Chiefs,Porter,http://www.wikidata.org/entity/Q60172707,http://www.wikidata.org/entity/Q3161890,1776,Jane Porter,Q60172707,Q3161890,Jane Porter
3050,309,PG6087,,The Vampyre; a Tale,"Polidori, John William",1795,1821.0,['en'],3077,"{'Vampires -- Fiction', 'Horror tales', 'Gothic fiction'}",,The Vampyre,Polidori,http://www.wikidata.org/entity/Q509070,http://www.wikidata.org/entity/Q364264,1795,John William Polidori,Q509070,Q364264,John William Polidori
3051,310,PG608,,Areopagitica: A Speech for the Liberty of Unlicensed Printing to the Parliament of England,"Milton, John",1608,1674.0,['en'],825,{'Freedom of the press -- Early works to 1800'},,Areopagitica,Milton,http://www.wikidata.org/entity/Q642635,http://www.wikidata.org/entity/Q79759,1608,John Milton,Q642635,Q79759,John Milton
3052,311,PG60900,,Merry Tales,"Twain, Mark",1835,1910.0,['en'],63,"{'War stories, American', 'Humorous stories, American', 'United States -- History -- Civil War, 1861-1865 -- Fiction'}",,Merry Tales,Twain,http://www.wikidata.org/entity/Q6820477,http://www.wikidata.org/entity/Q7245,1835,Mark Twain,Q6820477,Q7245,Mark Twain
3053,312,PG60929,,Our National Parks,"Muir, John",1838,1914.0,['en'],137,"{'Yosemite National Park (Calif.)', 'Sequoia National Park (Calif.)', 'Yellowstone National Park', 'Kings Canyon National Park (Calif.)', 'National parks and reserves -- United States'}",,Our National Parks,Muir,http://www.wikidata.org/entity/Q27623034,http://www.wikidata.org/entity/Q379580,1838,John Muir,Q27623034,Q379580,John Muir
3054,313,PG60944,,Ralph 124C 41+: A Romance of the Year 2660,"Gernsback, Hugo",1884,1967.0,['en'],144,{'Science fiction'},,Ralph 124C 41+,Gernsback,http://www.wikidata.org/entity/Q937389,http://www.wikidata.org/entity/Q312242,1884,Hugo Gernsback,Q937389,Q312242,Hugo Gernsback
