,word,count_f,corpos_F
31261,sneezes,3,7681596
31262,concoction,11,7681596
31263,harangue,7,7681596
31264,nicks,3,7681596
31265,billet,7,7681596
31266,sall,1,7681596
31267,recht,1,7681596
31268,thudded,8,7681596
31269,empyrean,2,7681596
31270,amalongu,1,7681596
31271,oases,5,7681596
31272,clogs,2,7681596
31273,clog,4,7681596
31274,sniggering,2,7681596
31275,prophetic,23,7681596
31276,bloodthirstiness,1,7681596
31277,misunderstanding,18,7681596
31278,disproof,2,7681596
31279,slandered,3,7681596
31280,slanders,5,7681596
31281,marries,7,7681596
31282,forded,5,7681596
31283,irrigable,1,7681596
31284,caledon,1,7681596
31285,binds,12,7681596
31286,cession,1,7681596
31287,mumblings,1,7681596
31288,reprove,6,7681596
31289,smit,1,7681596
31290,slicing,8,7681596
31291,gaolers,1,7681596
31292,fad,5,7681596
31293,crutch,17,7681596
31294,supplications,15,7681596
31295,combated,4,7681596
31296,irritably,24,7681596
31297,sniffs,5,7681596
31298,chameleon,12,7681596
31299,bucolic,1,7681596
31300,artful,16,7681596
31301,mockers,2,7681596
31302,vlei,2,7681596
31303,cornet,1,7681596
31304,staggers,4,7681596
31305,bethinking,11,7681596
31306,doest,12,7681596
31307,treacheries,7,7681596
31308,lapsing,8,7681596
31309,sidled,9,7681596
31310,unarm,3,7681596
31311,infantile,4,7681596
31312,mends,2,7681596
31313,obese,7,7681596
31314,portugee,18,7681596
31315,tally,9,7681596
31316,effusively,2,7681596
31317,interviews,12,7681596
31318,beaconed,1,7681596
31319,ceding,1,7681596
31320,dancings,1,7681596
31321,ceded,1,7681596
31322,umzimvubu,1,7681596
31323,gerrit,1,7681596
31324,bothma,1,7681596
31325,hendrik,1,7681596
31326,matthys,1,7681596
31327,pretorius,1,7681596
31328,accusations,12,7681596
31329,neglects,6,7681596
31330,signatures,1,7681596
31331,undefined,10,7681596
31332,umhlela,1,7681596
31333,merk,1,7681596
31334,koning,1,7681596
31335,nwara,1,7681596
31336,yuliwana,1,7681596
31337,manondo,1,7681596
31338,testified,11,7681596
31339,oosthuyzen,1,7681596
31340,greyling,1,7681596
31341,liebenberg,1,7681596
31342,praisers,3,7681596
31343,trenchers,3,7681596
31344,abatagati,1,7681596
31345,dregs,16,7681596
31346,counsellor,23,7681596
31347,opener,8,7681596
31348,massacres,2,7681596
31349,fatalistic,5,7681596
31350,doctrine,49,7681596
31351,sufferers,2,7681596
31352,compensations,5,7681596
31353,prisoned,17,7681596
31354,lama,4,7681596
31355,ripens,1,7681596
31356,naïvely,1,7681596
31357,unswallowed,1,7681596
31358,unburned,2,7681596
31359,esterhuizen,1,7681596
31360,spooks,7,7681596
31361,stuttering,4,7681596
31362,totties,1,7681596
31363,canters,2,7681596
31364,wattle,6,7681596
31365,spruit,1,7681596
31366,woebegone,7,7681596
31367,promptings,5,7681596
31368,heeren,2,7681596
31369,perpetrators,2,7681596
31370,disallow,1,7681596
31371,falsehoods,14,7681596
31372,endorsed,6,7681596
31373,justifiable,6,7681596
31374,deadlock,1,7681596
31375,jews,43,7681596
31376,judas,2,7681596
31377,undrugged,1,7681596
31378,medicated,2,7681596
31379,oversleeping,1,7681596
31380,sacking,1,7681596
31381,trumping,1,7681596
31382,reloading,2,7681596
31383,dawnlight,1,7681596
31384,bullock,11,7681596
31385,saduko,443,7681596
31386,umbelazi,181,7681596
31387,umbezi,129,7681596
31388,masapo,127,7681596
31389,nandie,95,7681596
31390,bangu,80,7681596
31391,amakoba,43,7681596
31392,macumazana,88,7681596
31393,maputa,37,7681596
31394,amangwane,35,7681596
31395,amawombe,32,7681596
31396,nodwengu,28,7681596
31397,senzangakona,23,7681596
31398,tshoza,23,7681596
31399,dunn,16,7681596
31400,kafirs,13,7681596
31401,endondakusuka,10,7681596
31402,amasomi,7,7681596
31403,osborn,6,7681596
31404,melmoth,6,7681596
31405,heifers,9,7681596
31406,flea,22,7681596
31407,sikauli,5,7681596
31408,nahana,5,7681596
31409,moonshine,34,7681596
31410,toad,61,7681596
31411,amansomi,4,7681596
31412,laba,5,7681596
31413,undwandwe,3,7681596
31414,ndwande,3,7681596
31415,nyanga,3,7681596
31416,dwandwe,3,7681596
31417,prays,11,7681596
31418,amabunu,3,7681596
31419,stuart,7,7681596
31420,bloodstained,8,7681596
31421,saul,5,7681596
31422,breechloaders,2,7681596
31423,caustic,2,7681596
31424,pannikin,22,7681596
31425,stirless,4,7681596
31426,umbopa,2,7681596
31427,ndwandes,2,7681596
31428,analyse,12,7681596
31429,reflective,10,7681596
31430,sequel,18,7681596
31431,favours,12,7681596
31432,unyoked,3,7681596
31433,acknowledges,8,7681596
31434,serried,10,7681596
31435,calomel,3,7681596
31436,moochas,2,7681596
31437,leglets,2,7681596
31438,bray,9,7681596
31439,gikazi,2,7681596
31440,proposes,16,7681596
31441,firstborn,6,7681596
31442,mantantashiya,2,7681596
31443,izwa,2,7681596
31444,q,21,7681596
31445,befooled,8,7681596
31446,umqumbazi,2,7681596
31447,conquers,8,7681596
31448,politic,16,7681596
31449,nomantshali,2,7681596
31450,sprinkle,11,7681596
31451,colleagues,15,7681596
31452,clarke,2,7681596
31453,redes,19,7681596
31454,unsparingly,2,7681596
31455,bantu,4,7681596
31456,kilted,5,7681596
31457,wiles,21,7681596
31458,colleague,15,7681596
31459,combatant,1,7681596
31460,blindfolding,1,7681596
31461,apocryphal,1,7681596
31462,smelted,2,7681596
31463,nakedly,2,7681596
31464,misrepresents,1,7681596
31465,youngish,2,7681596
31466,umvolosi,1,7681596
31467,weaknesses,14,7681596
31468,chosa,1,7681596
31469,impolitely,1,7681596
31470,parlous,2,7681596
31471,scandalised,1,7681596
31472,umzinyati,1,7681596
31473,witchcrafts,2,7681596
31474,buttermilk,4,7681596
31475,butchers,26,7681596
31476,nurtured,5,7681596
31477,chooser,6,7681596
31478,unjustified,1,7681596
31479,recognising,11,7681596
31480,impressiveness,2,7681596
31481,scenic,7,7681596
31482,compounds,3,7681596
31483,unwrinkled,6,7681596
31484,catskin,2,7681596
31485,overtired,1,7681596
31486,whiz,4,7681596
31487,umkulu,1,7681596
31488,tetwas,1,7681596
31489,amatefula,1,7681596
31490,sotshangana,1,7681596
31491,menkabayi,1,7681596
31492,oracle,69,7681596
31493,kids,30,7681596
31494,mbopa,1,7681596
31495,twetwas,1,7681596
31496,bagged,2,7681596
31497,ivories,1,7681596
31498,buckflesh,1,7681596
31499,drivelling,3,7681596
31500,brag,6,7681596
31501,tramplings,2,7681596
31502,bogged,1,7681596
31503,shinned,2,7681596
31504,etceterad,1,7681596
31505,requiem,11,7681596
31506,castigation,5,7681596
31507,noisiest,1,7681596
31508,kneaded,7,7681596
31509,mavovo,167,7681596
31510,piff,1,7681596
31511,incautious,7,7681596
31512,kneading,4,7681596
31513,paining,1,7681596
31514,imperils,1,7681596
31515,soliloquy,4,7681596
31516,peeps,9,7681596
31517,treads,7,7681596
31518,bangle,6,7681596
31519,tabled,1,7681596
31520,polygamy,3,7681596
31521,thoroughness,7,7681596
31522,untaught,3,7681596
31523,greeks,67,7681596
31524,unscrupulousness,1,7681596
31525,undeceived,4,7681596
31526,quabe,1,7681596
31527,fib,4,7681596
31528,smuggling,12,7681596
31529,browse,4,7681596
31530,purposing,14,7681596
31531,cram,4,7681596
31532,captained,3,7681596
31533,wildebeest,1,7681596
31534,ixwas,1,7681596
31535,esq,4,7681596
31536,autocrat,4,7681596
31537,schanzes,1,7681596
31538,euphorbia,1,7681596
31539,nek,1,7681596
31540,overruled,6,7681596
31541,quickest,10,7681596
31542,unbar,3,7681596
31543,reinforce,3,7681596
31544,euphorbias,1,7681596
31545,legitimacy,1,7681596
31546,twitted,3,7681596
31547,expound,9,7681596
31548,affronting,2,7681596
31549,buffaloes,5,7681596
31550,victors,11,7681596
31551,tricky,10,7681596
31552,bulldogs,1,7681596
31553,toilsome,28,7681596
31554,incorporated,5,7681596
31555,lawsuit,4,7681596
31556,cackles,2,7681596
31557,liberality,15,7681596
31558,renunciation,7,7681596
31559,finch,7,7681596
31560,abstinence,7,7681596
31561,kilt,2,7681596
31562,uncut,9,7681596
31563,bombastic,5,7681596
31564,windbag,2,7681596
31565,seduced,6,7681596
31566,pastimes,5,7681596
31567,sunburn,7,7681596
31568,tragical,14,7681596
31569,preliminaries,9,7681596
31570,licks,2,7681596
31571,decoyed,3,7681596
31572,silo,1,7681596
31573,stoops,1,7681596
31574,consumeth,3,7681596
31575,weirds,1,7681596
31576,slake,5,7681596
31577,dramas,3,7681596
31578,subterfuges,3,7681596
31579,bangles,1,7681596
31580,pulsings,4,7681596
31581,wranglings,1,7681596
31582,dram,5,7681596
31583,dung,15,7681596
31584,foams,2,7681596
31585,interviewed,5,7681596
31586,counterparts,2,7681596
31587,grudged,10,7681596
31588,spectres,10,7681596
31589,blurting,1,7681596
31590,overshadows,2,7681596
31591,shamefaced,32,7681596
31592,sniggered,5,7681596
31593,advancements,2,7681596
31594,promoted,14,7681596
31595,peers,9,7681596
31596,sulks,2,7681596
31597,complimenting,6,7681596
31598,unresisting,5,7681596
31599,flirtation,4,7681596
31600,buyers,6,7681596
31601,gorgings,1,7681596
31602,ladylike,9,7681596
31603,reciprocate,3,7681596
31604,bewitcher,1,7681596
31605,feasters,19,7681596
31606,ensue,16,7681596
31607,ipecacuanha,1,7681596
31608,ailments,9,7681596
31609,blotches,8,7681596
31610,remission,7,7681596
31611,mesmerised,1,7681596
31612,tshonkweni,1,7681596
31613,dabulesinye,1,7681596
31614,wizardries,4,7681596
31615,crones,3,7681596
31616,unbandaged,1,7681596
31617,waived,4,7681596
31618,princedom,1,7681596
31619,pedigrees,4,7681596
31620,bewitches,2,7681596
31621,consolidation,2,7681596
31622,dishonour,16,7681596
31623,alleges,1,7681596
31624,ousted,1,7681596
31625,composite,5,7681596
31626,elopement,3,7681596
31627,ukubaza,1,7681596
31628,imkulutshana,1,7681596
31629,hlaba,1,7681596
31630,indecisive,2,7681596
31631,offenders,5,7681596
31632,fined,9,7681596
31633,volleyed,2,7681596
31634,molestation,10,7681596
31635,mandhlakazi,1,7681596
31636,nickname,4,7681596
31637,disposes,6,7681596
31638,bluntly,12,7681596
31639,overmatched,2,7681596
31640,sangqu,1,7681596
31641,kilts,3,7681596
31642,egret,1,7681596
31643,commissariat,2,7681596
31644,kopjes,1,7681596
31645,tumulus,2,7681596
31646,bushland,1,7681596
31647,broadest,3,7681596
31648,torque,1,7681596
31649,indeterminate,5,7681596
31650,walmsley,1,7681596
31651,deus,5,7681596
31652,perdere,1,7681596
31653,prius,1,7681596
31654,tags,5,7681596
31655,uzimela,1,7681596
31656,groening,1,7681596
31657,reset,1,7681596
31658,partaking,12,7681596
31659,unloose,6,7681596
31660,nippers,4,7681596
31661,interposing,5,7681596
31662,snuffboxes,1,7681596
31663,shouter,1,7681596
31664,orderlies,3,7681596
31665,usutu,2,7681596
31666,resident,10,7681596
31667,magistrate,57,7681596
31668,newcastle,1,7681596
31669,varm,1,7681596
31670,ambling,6,7681596
31671,saddlebags,10,7681596
31672,hollands,1,7681596
31673,uncorked,6,7681596
31674,nectar,22,7681596
31675,teetotallers,1,7681596
31676,stink,11,7681596
31677,gush,23,7681596
31678,piteousness,2,7681596
31679,toasted,19,7681596
31680,shaker,12,7681596
31681,bethink,38,7681596
31682,ingratiate,2,7681596
31683,sikota,1,7681596
31684,amangwe,1,7681596
31685,pro,15,7681596
31686,traitress,11,7681596
31687,furthered,5,7681596
31688,nyangas,1,7681596
31689,unopened,11,7681596
31690,fathered,2,7681596
31691,matching,6,7681596
31692,gall,16,7681596
31693,hider,2,7681596
31694,justness,6,7681596
31695,automaton,4,7681596
31696,overset,13,7681596
31697,unchain,2,7681596
31698,pityingly,5,7681596
31699,dwande,1,7681596
31700,umvoti,1,7681596
31701,overloaded,4,7681596
31702,weevilly,1,7681596
31703,inopportunely,4,7681596
31704,supperless,4,7681596
31705,gudruda,627,7681596
31706,skallagrim,528,7681596
31707,swanhild,516,7681596
31708,ospakar,282,7681596
31709,brighteyes,221,7681596
31710,gizur,168,7681596
31711,atli,152,7681596
31712,whitefire,125,7681596
31713,middalhof,104,7681596
31714,björn,104,7681596
31715,baresark,101,7681596
31716,groa,93,7681596
31717,mosfell,70,7681596
31718,koll,69,7681596
31719,coldback,64,7681596
31720,blacktooth,59,7681596
31721,unna,55,7681596
31722,lambstail,41,7681596
31723,saevuna,37,7681596
31724,thralls,209,7681596
31725,lithdale,22,7681596
31726,byrnie,22,7681596
31727,mord,19,7681596
31728,straumey,18,7681596
31729,viking,22,7681596
31730,goldfoss,16,7681596
31731,fey,20,7681596
31732,westman,13,7681596
31733,rede,160,7681596
31734,thorunna,13,7681596
31735,fareys,13,7681596
31736,elfrida,13,7681596
31737,swinefell,12,7681596
31738,niddering,12,7681596
31739,hecla,12,7681596
31740,carles,158,7681596
31741,thorgrimur,10,7681596
31742,holmgang,10,7681596
31743,ketel,10,7681596
31744,yeoman,31,7681596
31745,lawman,17,7681596
31746,liest,25,7681596
31747,carle,272,7681596
31748,norse,13,7681596
31749,sooth,336,7681596
31750,outlawry,13,7681596
31751,hai,13,7681596
31752,yule,27,7681596
31753,youngling,55,7681596
31754,freya,6,7681596
31755,hela,6,7681596
31756,westmans,6,7681596
31757,stonefell,6,7681596
31758,icelander,7,7681596
31759,althing,6,7681596
31760,meads,42,7681596
31761,weds,7,7681596
31762,ingle,32,7681596
31763,asmundson,5,7681596
31764,wouldest,40,7681596
31765,lookest,28,7681596
31766,unmeet,24,7681596
31767,foresighted,7,7681596
31768,bifrost,7,7681596
31769,swordless,11,7681596
31770,ounound,5,7681596
31771,furlongs,18,7681596
31772,knewest,18,7681596
31773,njal,5,7681596
31774,luckless,18,7681596
31775,witchwoman,4,7681596
31776,bairn,14,7681596
31777,toasts,7,7681596
31778,baldur,4,7681596
31779,orkney,5,7681596
31780,sheepskins,4,7681596
31781,blackmane,4,7681596
31782,shear,11,7681596
31783,skalds,3,7681596
31784,shouldest,41,7681596
31785,deedless,11,7681596
31786,earls,13,7681596
31787,betroth,3,7681596
31788,finnish,3,7681596
31789,thorod,3,7681596
31790,moneys,8,7681596
31791,weddest,4,7681596
31792,harlot,10,7681596
31793,dotard,12,7681596
31794,mindest,5,7681596
31795,handselled,5,7681596
31796,farey,3,7681596
31797,bailing,4,7681596
31798,fjord,3,7681596
31799,kinswoman,24,7681596
31800,tress,23,7681596
31801,couldst,21,7681596
31802,ericsfell,3,7681596
31803,panelling,11,7681596
31804,spigot,6,7681596
31805,feud,37,7681596
31806,cairns,2,7681596
31807,skald,2,7681596
31808,whey,4,7681596
31809,odyssey,4,7681596
31810,epics,3,7681596
31811,thangbrand,2,7681596
31812,baresarks,2,7681596
31813,finn,2,7681596
31814,hof,2,7681596
31815,witchlights,2,7681596
31816,askest,19,7681596
31817,wrestlers,4,7681596
31818,jerkins,7,7681596
31819,gainsaid,20,7681596
31820,sanded,4,7681596
31821,gnashed,11,7681596
31822,fordone,9,7681596
31823,needest,36,7681596
31824,wentest,7,7681596
31825,stoodest,4,7681596
31826,brighteyen,2,7681596
31827,givest,10,7681596
31828,weregild,3,7681596
31829,witchwork,2,7681596
31830,gavest,8,7681596
31831,returnest,2,7681596
31832,heldest,3,7681596
31833,vikings,5,7681596
31834,thingvalla,2,7681596
31835,boarders,22,7681596
31836,bucklers,17,7681596
31837,sirs,22,7681596
31838,pentland,3,7681596
31839,foulness,9,7681596
31840,phial,17,7681596
31841,weepest,5,7681596
31842,straightly,9,7681596
31843,fie,20,7681596
31844,turves,4,7681596
31845,geldings,2,7681596
31846,meed,7,7681596
31847,barrow,69,7681596
31848,corse,3,7681596
31849,endeavouring,73,7681596
31850,supremest,4,7681596
31851,sufferer,10,7681596
31852,grettir,1,7681596
31853,manslaughter,1,7681596
31854,vendetta,2,7681596
31855,dayless,2,7681596
31856,bergthorsknoll,1,7681596
31857,digs,5,7681596
31858,bergthora,1,7681596
31859,fosi,1,7681596
31860,skarphedinn,1,7681596
31861,kari,1,7681596
31862,runolf,1,7681596
31863,theoclymenus,1,7681596
31864,heroines,4,7681596
31865,sagaman,1,7681596
31866,eskimo,3,7681596
31867,fatefulness,1,7681596
31868,keynote,2,7681596
31869,scandinavian,5,7681596
31870,realisation,3,7681596
31871,schemings,3,7681596
31872,dreamfull,1,7681596
31873,interweaving,7,7681596
31874,introduces,7,7681596
31875,genealogy,12,7681596
31876,archaisms,1,7681596
31877,iliad,1,7681596
31878,trumpeted,18,7681596
31879,nurture,6,7681596
31880,diviners,3,7681596
31881,witchwife,1,7681596
31882,cunningest,4,7681596
31883,rudderless,2,7681596
31884,oversteps,1,7681596
31885,bepraise,1,7681596
31886,scorns,3,7681596
31887,fifa,1,7681596
31888,misdoubt,20,7681596
31889,overswift,1,7681596
31890,ridest,9,7681596
31891,winnest,1,7681596
31892,troutlet,1,7681596
31893,lackest,4,7681596
31894,neighbourly,8,7681596
31895,cheekbones,5,7681596
31896,bepraised,2,7681596
31897,nobleness,9,7681596
31898,holloweyes,1,7681596
31899,horseshoe,7,7681596
31900,sheepskin,9,7681596
31901,guerdon,11,7681596
31902,crossbar,2,7681596
31903,settest,2,7681596
31904,frey,2,7681596
31905,bragi,1,7681596
31906,plagued,9,7681596
31907,covet,10,7681596
31908,loki,5,7681596
31909,yester,3,7681596
31910,bodes,4,7681596
31911,adjudged,10,7681596
31912,eyeball,2,7681596
31913,tricksters,1,7681596
31914,southlands,4,7681596
31915,yestermorn,3,7681596
31916,snowdrift,4,7681596
31917,handsel,7,7681596
31918,bedmate,2,7681596
31919,willest,7,7681596
31920,greenfell,1,7681596
31921,buxom,13,7681596
31922,debtor,14,7681596
31923,drivest,1,7681596
31924,sinkest,1,7681596
31925,helga,1,7681596
31926,wintered,1,7681596
31927,reyjanes,1,7681596
31928,unsuccoured,1,7681596
31929,dimpled,18,7681596
31930,bridals,1,7681596
31931,guilefulness,1,7681596
31932,gainsayed,3,7681596
31933,grassland,7,7681596
31934,sunbeam,23,7681596
31935,smouldered,5,7681596
31936,louts,5,7681596
31937,hearthstone,8,7681596
31938,rushest,1,7681596
31939,keepsake,10,7681596
31940,feints,2,7681596
31941,lowers,3,7681596
31942,helmed,13,7681596
31943,shunning,4,7681596
31944,ween,3,7681596
31945,laxà,1,7681596
31946,listest,3,7681596
31947,repass,3,7681596
31948,allfather,1,7681596
31949,fenrir,1,7681596
31950,misdoubts,1,7681596
31951,looses,2,7681596
31952,loosens,1,7681596
31953,witchgirl,1,7681596
31954,undowered,1,7681596
31955,meeter,4,7681596
31956,reck,2,7681596
31957,feydom,1,7681596
31958,bounty,18,7681596
31959,manslaying,6,7681596
31960,mannikins,2,7681596
31961,hereby,45,7681596
31962,ewes,9,7681596
31963,foully,10,7681596
31964,counseller,1,7681596
31965,comelier,2,7681596
31966,dower,4,7681596
31967,lightsomeness,1,7681596
31968,vetch,4,7681596
31969,loveless,3,7681596
31970,chattel,5,7681596
31971,loverwise,1,7681596
31972,bewray,18,7681596
31973,lawmen,1,7681596
31974,lögberg,1,7681596
31975,pleadings,17,7681596
31976,freemen,21,7681596
31977,leman,3,7681596
31978,oxarà,1,7681596
31979,holmgangs,1,7681596
31980,woodfolk,1,7681596
31981,ragnarrök,1,7681596
31982,briskest,2,7681596
31983,northlander,1,7681596
31984,plottest,1,7681596
31985,workest,2,7681596
31986,vexes,3,7681596
31987,smitest,2,7681596
31988,unman,4,7681596
31989,cleavest,1,7681596
31990,lingerest,1,7681596
31991,seemest,32,7681596
31992,waistbelt,1,7681596
31993,choices,10,7681596
31994,skurried,1,7681596
31995,busked,5,7681596
31996,betwixt,507,7681596
31997,overfull,1,7681596
31998,bailers,1,7681596
31999,outsailed,1,7681596
32000,losel,1,7681596
32001,scoffing,9,7681596
32002,stroma,1,7681596
32003,lowness,1,7681596
32004,forepart,3,7681596
32005,yaws,1,7681596
32006,faroes,1,7681596
32007,bailed,2,7681596
32008,byrnies,10,7681596
32009,easing,7,7681596
32010,brine,10,7681596
32011,dastard,45,7681596
32012,scalds,2,7681596
32013,dublin,3,7681596
