,word,count_f,corpos_F
30218,freehold,4,7681596
30219,surmises,6,7681596
30220,saxons,24,7681596
30221,danes,6,7681596
30222,normans,10,7681596
30223,upholding,10,7681596
30224,caesars,8,7681596
30225,retention,4,7681596
30226,pertained,3,7681596
30227,introductions,13,7681596
30228,postillions,2,7681596
30229,wulfere,1,7681596
30230,dapper,7,7681596
30231,farriery,1,7681596
30232,sibilation,1,7681596
30233,unthinkingly,3,7681596
30234,comer,15,7681596
30235,toleration,1,7681596
30236,unsoftened,1,7681596
30237,worshipper,18,7681596
30238,cobra,6,7681596
30239,coigns,1,7681596
30240,unceremonious,2,7681596
30241,drafted,8,7681596
30242,correspondent,14,7681596
30243,dacoits,1,7681596
30244,burmese,2,7681596
30245,upsets,9,7681596
30246,commonalty,4,7681596
30247,overdone,6,7681596
30248,adaptation,3,7681596
30249,icelandic,2,7681596
30250,helps,18,7681596
30251,bamborough,1,7681596
30252,generality,7,7681596
30253,habitats,1,7681596
30254,shikaree,1,7681596
30255,terai,1,7681596
30256,nullah,1,7681596
30257,howdah,1,7681596
30258,spined,2,7681596
30259,hiatus,2,7681596
30260,recorder,4,7681596
30261,explanatorily,2,7681596
30262,timbre,2,7681596
30263,scots,9,7681596
30264,conversational,4,7681596
30265,hardening,5,7681596
30266,liberal,50,7681596
30267,umbrage,5,7681596
30268,disturbances,5,7681596
30269,unselfishly,3,7681596
30270,confidential,26,7681596
30271,factotum,1,7681596
30272,voodoo,1,7681596
30273,baseness,11,7681596
30274,acknowledging,15,7681596
30275,backbone,9,7681596
30276,withhold,35,7681596
30277,discriminate,4,7681596
30278,unclassed,1,7681596
30279,recognises,1,7681596
30280,unconsidered,3,7681596
30281,juxtaposition,6,7681596
30282,entanglements,5,7681596
30283,tendencies,9,7681596
30284,primaeval,5,7681596
30285,availeth,22,7681596
30286,gregory,14,7681596
30287,christianise,1,7681596
30288,ethelbert,1,7681596
30289,kent,9,7681596
30290,charibert,1,7681596
30291,heathendom,1,7681596
30292,offa,1,7681596
30293,desuetude,4,7681596
30294,ascertainable,1,7681596
30295,revival,10,7681596
30296,clues,2,7681596
30297,disparagement,2,7681596
30298,clustering,34,7681596
30299,ebulliently,1,7681596
30300,spiritless,10,7681596
30301,ezra,64,7681596
30302,toms,1,7681596
30303,philosophical,24,7681596
30304,bequest,4,7681596
30305,feebler,12,7681596
30306,patchy,3,7681596
30307,passivity,3,7681596
30308,inflexibility,2,7681596
30309,grafted,5,7681596
30310,berserker,1,7681596
30311,intensify,3,7681596
30312,immigration,2,7681596
30313,societies,12,7681596
30314,fruitfulness,9,7681596
30315,unavailingly,2,7681596
30316,incursion,1,7681596
30317,sufficiency,16,7681596
30318,misanthropic,1,7681596
30319,negation,9,7681596
30320,palliative,4,7681596
30321,winch,18,7681596
30322,stimulating,8,7681596
30323,occupative,1,7681596
30324,anthropological,1,7681596
30325,curios,3,7681596
30326,ikons,1,7681596
30327,pinders,1,7681596
30328,afghan,1,7681596
30329,kukri,1,7681596
30330,ghourka,1,7681596
30331,objectionable,31,7681596
30332,octopuses,4,7681596
30333,innocuous,4,7681596
30334,infirm,13,7681596
30335,unpack,4,7681596
30336,component,6,7681596
30337,lodestone,2,7681596
30338,aegyptian,1,7681596
30339,wooer,5,7681596
30340,chatelaine,1,7681596
30341,unostentatious,6,7681596
30342,judicious,14,7681596
30343,enhance,9,7681596
30344,porterage,2,7681596
30345,furthering,2,7681596
30346,worthiness,3,7681596
30347,captivating,9,7681596
30348,fervid,6,7681596
30349,basest,6,7681596
30350,grossest,3,7681596
30351,flog,6,7681596
30352,boudoir,22,7681596
30353,rewrote,3,7681596
30354,notepaper,1,7681596
30355,grooms,23,7681596
30356,unbeaten,2,7681596
30357,siam,1,7681596
30358,refixed,1,7681596
30359,vigils,7,7681596
30360,complacency,25,7681596
30361,depravity,14,7681596
30362,studiously,7,7681596
30363,sentience,3,7681596
30364,cardboard,16,7681596
30365,concave,13,7681596
30366,utilise,3,7681596
30367,retainer,5,7681596
30368,unpopular,15,7681596
30369,geniality,8,7681596
30370,genially,8,7681596
30371,localities,4,7681596
30372,skein,8,7681596
30373,unravel,11,7681596
30374,woodhull,1,7681596
30375,declension,2,7681596
30376,somefin,5,7681596
30377,decipherable,2,7681596
30378,downhill,7,7681596
30379,faugh,1,7681596
30380,misgiving,9,7681596
30381,obsequious,14,7681596
30382,hospitals,8,7681596
30383,dissecting,2,7681596
30384,sourness,2,7681596
30385,logged,1,7681596
30386,grips,7,7681596
30387,charnel,3,7681596
30388,veined,7,7681596
30389,bloodstone,3,7681596
30390,milieu,1,7681596
30391,outsider,5,7681596
30392,misdoing,2,7681596
30393,covetously,2,7681596
30394,mayfair,1,7681596
30395,effusive,2,7681596
30396,acquiescent,5,7681596
30397,emphasise,6,7681596
30398,confessional,3,7681596
30399,clinches,1,7681596
30400,unnerving,1,7681596
30401,actuate,3,7681596
30402,blameless,11,7681596
30403,untruth,3,7681596
30404,unprejudiced,7,7681596
30405,digress,4,7681596
30406,gullets,2,7681596
30407,flaws,8,7681596
30408,structural,3,7681596
30409,transmute,4,7681596
30410,alimentation,4,7681596
30411,doctrinaire,2,7681596
30412,localised,1,7681596
30413,temptations,6,7681596
30414,potentialities,6,7681596
30415,concurrence,3,7681596
30416,irrevocable,9,7681596
30417,cruxes,1,7681596
30418,funking,4,7681596
30419,heartlessness,3,7681596
30420,fatherly,9,7681596
30421,agrees,8,7681596
30422,mindful,17,7681596
30423,canterbury,9,7681596
30424,ribble,2,7681596
30425,unrecognised,3,7681596
30426,expostulatory,1,7681596
30427,shuns,3,7681596
30428,civilised,38,7681596
30429,uncivilised,4,7681596
30430,utilised,1,7681596
30431,panelled,12,7681596
30432,cognisant,2,7681596
30433,slipperiness,3,7681596
30434,ministrations,6,7681596
30435,downgrade,1,7681596
30436,fillip,3,7681596
30437,consorted,8,7681596
30438,shamelessly,5,7681596
30439,adolphus,1,7681596
30440,appleby,1,7681596
30441,purchaser,12,7681596
30442,unsettled,16,7681596
30443,celts,2,7681596
30444,ohio,2,7681596
30445,pennsylvania,3,7681596
30446,penetrable,3,7681596
30447,attrition,3,7681596
30448,downway,1,7681596
30449,cryptic,7,7681596
30450,constructively,1,7681596
30451,unsurpassable,1,7681596
30452,chartist,2,7681596
30453,canisters,2,7681596
30454,solicitors,5,7681596
30455,deux,4,7681596
30456,obviate,2,7681596
30457,kelvin,1,7681596
30458,disinclination,8,7681596
30459,construe,3,7681596
30460,incivility,5,7681596
30461,mischance,16,7681596
30462,punctually,8,7681596
30463,forethought,5,7681596
30464,delft,2,7681596
30465,beamed,39,7681596
30466,hospitalities,4,7681596
30467,reliance,14,7681596
30468,psychic,3,7681596
30469,individualities,6,7681596
30470,contests,2,7681596
30471,relaxing,13,7681596
30472,stumblingly,2,7681596
30473,tearless,3,7681596
30474,spiritedly,2,7681596
30475,assize,2,7681596
30476,emphasised,5,7681596
30477,upbraiding,9,7681596
30478,receptive,4,7681596
30479,linking,6,7681596
30480,uninspired,1,7681596
30481,onlooker,3,7681596
30482,obscures,1,7681596
30483,alienists,1,7681596
30484,egotistical,2,7681596
30485,fixedness,2,7681596
30486,reasserted,1,7681596
30487,unaggressive,1,7681596
30488,rapprochement,1,7681596
30489,forestall,7,7681596
30490,unimpeded,3,7681596
30491,flagstaff,6,7681596
30492,incipient,5,7681596
30493,despising,7,7681596
30494,fascinate,5,7681596
30495,slum,1,7681596
30496,suavity,8,7681596
30497,scrutinised,4,7681596
30498,organise,6,7681596
30499,highroad,2,7681596
30500,unblinded,1,7681596
30501,warp,13,7681596
30502,unending,16,7681596
30503,expanding,18,7681596
30504,huddle,7,7681596
30505,threshing,6,7681596
30506,overmastered,6,7681596
30507,externals,1,7681596
30508,upheaved,4,7681596
30509,cleansing,10,7681596
30510,nauseous,8,7681596
30511,umslopogaas,895,7681596
30512,chaka,381,7681596
30513,kraal,430,7681596
30514,mopo,269,7681596
30515,galazi,254,7681596
30516,dingaan,476,7681596
30517,nada,272,7681596
30518,baleka,115,7681596
30519,halakazi,110,7681596
30520,zinita,102,7681596
30521,slaughterer,103,7681596
30522,zulu,263,7681596
30523,jikiza,70,7681596
30524,assegai,107,7681596
30525,impi,71,7681596
30526,bulalio,67,7681596
30527,masilo,55,7681596
30528,makedama,43,7681596
30529,unandi,41,7681596
30530,macropha,36,7681596
30531,umhlangana,38,7681596
30532,langeni,29,7681596
30533,kraals,51,7681596
30534,panda,188,7681596
30535,zulus,304,7681596
30536,noma,24,7681596
30537,zululand,106,7681596
30538,impis,25,7681596
30539,indunas,20,7681596
30540,senzangacona,23,7681596
30541,faku,22,7681596
30542,duguza,18,7681596
30543,assegais,40,7681596
30544,kaross,40,7681596
30545,umgugundhlovu,17,7681596
30546,amaboona,21,7681596
30547,headmen,26,7681596
30548,anadi,14,7681596
30549,nobela,14,7681596
30550,zweete,13,7681596
30551,deathgrip,14,7681596
30552,kerrie,12,7681596
30553,koos,14,7681596
30554,fosterling,30,7681596
30555,chieftainess,23,7681596
30556,moosa,10,7681596
30557,swaziland,11,7681596
30558,umkulunkulu,9,7681596
30559,moocha,19,7681596
30560,sompseu,8,7681596
30561,zwide,8,7681596
30562,donga,11,7681596
30563,councillor,32,7681596
30564,swazis,7,7681596
30565,greysnout,7,7681596
30566,umxamama,7,7681596
30567,fords,15,7681596
30568,boer,44,7681596
30569,mealie,11,7681596
30570,mealies,11,7681596
30571,doctored,13,7681596
30572,indabazimbi,6,7681596
30573,inkosazana,6,7681596
30574,retief,176,7681596
30575,cetywayo,12,7681596
30576,stanger,5,7681596
30577,kerries,9,7681596
30578,umkandhlu,5,7681596
30579,hearkened,78,7681596
30580,ravened,13,7681596
30581,blackfang,5,7681596
30582,pecks,13,7681596
30583,inguazonca,5,7681596
30584,wa,6,7681596
30585,kloof,53,7681596
30586,bewitch,16,7681596
30587,gainsay,66,7681596
30588,siguyana,4,7681596
30589,limpopo,5,7681596
30590,tugela,41,7681596
30591,fynney,8,7681596
30592,nomkubulwana,3,7681596
30593,squareface,3,7681596
30594,umfolozi,3,7681596
30595,evildoers,9,7681596
30596,evildoer,4,7681596
30597,divorced,12,7681596
30598,wended,27,7681596
30599,gibamaxegu,3,7681596
30600,engwade,3,7681596
30601,mahlabatine,3,7681596
30602,dedication,17,7681596
30603,ingomboco,2,7681596
30604,avengers,11,7681596
30605,ulundi,2,7681596
30606,vaal,2,7681596
30607,baba,10,7681596
30608,shepstone,6,7681596
30609,organisation,21,7681596
30610,umbopo,3,7681596
30611,leslie,3,7681596
30612,pamphlet,7,7681596
30613,bishop,52,7681596
30614,kaffirs,99,7681596
30615,reims,2,7681596
30616,umtetwa,2,7681596
30617,abscess,3,7681596
30618,evilly,27,7681596
30619,endwande,2,7681596
30620,outran,4,7681596
30621,ingomo,2,7681596
30622,menziwa,2,7681596
30623,mightest,62,7681596
30624,rimpis,4,7681596
30625,assegaied,4,7681596
30626,darest,4,7681596
30627,necklets,4,7681596
30628,heifer,8,7681596
30629,basking,10,7681596
30630,gird,12,7681596
30631,redly,8,7681596
30632,twenties,7,7681596
30633,hafted,4,7681596
30634,axebearer,2,7681596
30635,zwaumbana,2,7681596
30636,sotyangana,2,7681596
30637,mayhap,82,7681596
30638,brake,117,7681596
30639,koodoo,4,7681596
30640,thrower,5,7681596
30641,sigomyela,2,7681596
30642,abatakati,2,7681596
30643,forsooth,397,7681596
30644,stretcher,8,7681596
30645,porridge,24,7681596
30646,laager,5,7681596
30647,sayest,160,7681596
30648,darksome,13,7681596
30649,ungalunkulu,2,7681596
30650,umbulazi,2,7681596
30651,zambesi,29,7681596
30652,agulbas,1,7681596
30653,majuba,1,7681596
30654,sting,42,7681596
30655,nkosi,1,7681596
30656,makosi,1,7681596
30657,ngonyama,2,7681596
30658,indhlovu,1,7681596
30659,pendulwa,1,7681596
30660,vela,1,7681596
30661,wasi,1,7681596
30662,pata,1,7681596
30663,izizwe,2,7681596
30664,zonke,2,7681596
30665,patwa,1,7681596
30666,nguive,1,7681596
30667,geina,1,7681596
30668,nge,1,7681596
30669,ba,3,7681596
30670,u,4,7681596
30671,yedwa,1,7681596
30672,umsizi,1,7681596
30673,zintandane,1,7681596
30674,ziblupekayo,1,7681596
30675,kuleka,1,7681596
30676,theophilus,5,7681596
30677,kabana,1,7681596
30678,fatherless,23,7681596
30679,tiberius,6,7681596
30680,undertakes,3,7681596
30681,melanite,1,7681596
30682,tyrannies,5,7681596
30683,groundwork,7,7681596
30684,tatiyana,1,7681596
30685,missionary,23,7681596
30686,sensational,6,7681596
30687,hyaenas,1,7681596
30688,mythically,1,7681596
30689,callaway,1,7681596
30690,undhlebekazizwa,1,7681596
30691,allowable,6,7681596
30692,mysticism,6,7681596
30693,outsiders,8,7681596
30694,pretoria,1,7681596
30695,rates,10,7681596
30696,remunerate,1,7681596
30697,outspanned,6,7681596
30698,locally,1,7681596
30699,kaffir,54,7681596
30700,africander,1,7681596
30701,idiom,9,7681596
30702,geniuses,5,7681596
30703,holders,5,7681596
30704,nips,2,7681596
30705,dingiswayo,1,7681596
30706,gulley,2,7681596
30707,amazulu,1,7681596
30708,lows,1,7681596
30709,fasted,9,7681596
30710,kafir,23,7681596
30711,divination,20,7681596
30712,dell,36,7681596
30713,umtetwas,1,7681596
30714,amaquabe,1,7681596
30715,basutos,3,7681596
30716,duiker,1,7681596
30717,swirls,11,7681596
30718,overbold,2,7681596
30719,miscarry,4,7681596
30720,smear,35,7681596
30721,badest,11,7681596
30722,vowing,12,7681596
30723,numbering,6,7681596
30724,umhlatuze,1,7681596
30725,seeding,4,7681596
30726,watchword,6,7681596
30727,umsuduka,1,7681596
30728,mancengeza,1,7681596
30729,umzilikazi,2,7681596
30730,matiwane,30,7681596
30731,amapondos,1,7681596
30732,sharpest,11,7681596
30733,whisperer,6,7681596
30734,satisfies,2,7681596
30735,whelps,8,7681596
30736,wilds,31,7681596
30737,murderess,13,7681596
30738,basuta,1,7681596
30739,pleads,4,7681596
30740,finder,6,7681596
30741,smears,7,7681596
30742,vilderbeeste,1,7681596
30743,anointing,5,7681596
30744,seekest,20,7681596
30745,sisterhood,32,7681596
30746,overpast,3,7681596
30747,vilderbeestes,1,7681596
30748,smotest,2,7681596
30749,wonderstruck,2,7681596
30750,untried,18,7681596
30751,arpi,1,7681596
30752,maquilisini,1,7681596
30753,glut,5,7681596
30754,doomers,2,7681596
30755,methought,42,7681596
30756,snaky,12,7681596
30757,amaswazi,1,7681596
30758,purr,11,7681596
30759,whines,2,7681596
30760,manes,9,7681596
30761,unlawful,24,7681596
30762,journeyings,14,7681596
30763,imphi,1,7681596
30764,palmed,1,7681596
30765,strengthless,5,7681596
30766,leddest,2,7681596
30767,growest,6,7681596
30768,doctress,1,7681596
30769,unavenged,5,7681596
30770,defilement,5,7681596
30771,aloe,5,7681596
30772,judgement,24,7681596
30773,umpanda,1,7681596
30774,tarrying,33,7681596
30775,oversprung,1,7681596
30776,endways,1,7681596
30777,wend,149,7681596
30778,tookest,5,7681596
30779,thenceforward,19,7681596
30780,dunghill,5,7681596
30781,gabbles,1,7681596
30782,unweaned,1,7681596
30783,pursues,7,7681596
30784,gouge,6,7681596
30785,frays,2,7681596
30786,outstepped,1,7681596
30787,smiter,3,7681596
30788,persecuting,4,7681596
30789,gibbeclack,1,7681596
30790,amabovus,1,7681596
30791,gutted,6,7681596
30792,thinkest,48,7681596
30793,sunless,9,7681596
30794,sleepest,6,7681596
30795,sawest,35,7681596
30796,imbozamo,1,7681596
30797,pondos,1,7681596
30798,holdest,10,7681596
30799,standest,11,7681596
30800,fearest,13,7681596
30801,purging,3,7681596
30802,unvictorious,1,7681596
30803,mapita,1,7681596
30804,fledged,2,7681596
30805,croak,16,7681596
30806,criers,1,7681596
30807,trumpetings,3,7681596
30808,sendest,1,7681596
30809,mopos,1,7681596
30810,marshalling,5,7681596
30811,sturdier,4,7681596
30812,aforetime,83,7681596
30813,sovereignty,9,7681596
30814,induna,1,7681596
30815,woodcutters,1,7681596
30816,overshadow,5,7681596
30817,insolent,39,7681596
30818,watchmen,15,7681596
30819,atonement,20,7681596
30820,umzimoubu,1,7681596
30821,quathlamba,3,7681596
30822,weenen,4,7681596
30823,preaching,10,7681596
30824,guiltless,8,7681596
30825,unsearchable,4,7681596
30826,hungering,4,7681596
30827,umswazi,1,7681596
30828,shoutings,8,7681596
30829,thirdly,23,7681596
30830,peaty,4,7681596
30831,steadies,1,7681596
30832,seethes,3,7681596
30833,unclimbable,9,7681596
30834,herdsman,9,7681596
30835,recking,2,7681596
30836,steadiest,1,7681596
30837,degrading,23,7681596
30838,toldest,3,7681596
30839,wagonloads,1,7681596
30840,spouts,4,7681596
30841,tellest,13,7681596
30842,outland,31,7681596
30843,saluting,21,7681596
30844,singed,18,7681596
30845,unburnt,2,7681596
30846,mosilikatze,1,7681596
30847,loustra,1,7681596
30848,fathering,1,7681596
30849,weightier,3,7681596
30850,necklet,5,7681596
30851,chafes,1,7681596
30852,wakens,3,7681596
30853,bogoza,1,7681596
30854,bud,239,7681596
30855,rind,10,7681596
30856,curdled,15,7681596
30857,basutus,1,7681596
30858,fitter,17,7681596
30859,cherish,49,7681596
30860,waxing,40,7681596
30861,weeding,9,7681596
30862,flouts,2,7681596
30863,bandied,8,7681596
30864,slayings,5,7681596
30865,chidden,3,7681596
30866,sickle,33,7681596
30867,brisker,3,7681596
30868,halved,5,7681596
30869,whinings,2,7681596
30870,harrying,6,7681596
30871,swoops,3,7681596
30872,spearsman,1,7681596
30873,sassaby,1,7681596
30874,heeds,3,7681596
30875,bout,40,7681596
30876,accents,43,7681596
30877,shedder,2,7681596
30878,footmark,4,7681596
30879,magongo,1,7681596
30880,nongalaza,1,7681596
30881,umfalozi,1,7681596
30882,pongolo,1,7681596
30883,kwa,1,7681596
30884,myawo,1,7681596
30885,prayest,1,7681596
30886,nkomabakosi,1,7681596
30887,macumazahn,469,7681596
30888,fostering,3,7681596
30889,allan,450,7681596
30890,marais,233,7681596
30891,pereira,266,7681596
30892,hans,687,7681596
30893,vrouw,133,7681596
30894,commandant,101,7681596
30895,hernan,90,7681596
30896,prinsloo,85,7681596
30897,quatermain,179,7681596
30898,baas,557,7681596
30899,heer,60,7681596
30900,mynheer,55,7681596
30901,kambula,47,7681596
30902,leblanc,40,7681596
30903,veld,52,7681596
30904,maraisfontein,31,7681596
30905,delagoa,34,7681596
30906,halstead,24,7681596
30907,monsieur,180,7681596
30908,owen,19,7681596
30909,hernando,17,7681596
30910,quabie,17,7681596
30911,stinkcat,16,7681596
30912,trekked,32,7681596
30913,klaus,15,7681596
30914,meyer,19,7681596
30915,pieter,13,7681596
30916,amabutu,13,7681596
30917,quabies,16,7681596
30918,hloma,12,7681596
30919,missie,17,7681596
30920,meyers,11,7681596
30921,prinsloos,11,7681596
30922,umgungundhlovu,11,7681596
30923,sikonyela,9,7681596
30924,prédicant,8,7681596
30925,affianced,26,7681596
30926,outspan,15,7681596
30927,stoep,18,7681596
30928,prejudices,20,7681596
30929,emigrant,8,7681596
30930,lorenzo,23,7681596
30931,marquez,7,7681596
30932,naya,7,7681596
30933,zikali,244,7681596
30934,groote,6,7681596
30935,trekking,10,7681596
30936,allemachte,5,7681596
30937,jeel,5,7681596
30938,transvaal,9,7681596
30939,curtis,6,7681596
30940,cradock,4,7681596
30941,slugs,9,7681596
30942,purdey,8,7681596
30943,richardson,14,7681596
30944,durban,41,7681596
30945,carolus,8,7681596
30946,johannes,4,7681596
30947,mss,4,7681596
30948,huguenot,3,7681596
30949,excitable,11,7681596
30950,adjured,10,7681596
30951,loopers,4,7681596
30952,inspanned,6,7681596
30953,umpire,8,7681596
30954,biltong,7,7681596
30955,shanties,5,7681596
30956,drakensberg,4,7681596
30957,josé,41,7681596
30958,tante,5,7681596
30959,tongas,3,7681596
30960,koppie,5,7681596
30961,piet,3,7681596
30962,pegged,7,7681596
30963,doornkop,3,7681596
30964,triechard,2,7681596
30965,plottings,7,7681596
30966,zuvendis,3,7681596
30967,associations,17,7681596
30968,fête,3,7681596
30969,mameena,272,7681596
30970,bounteous,10,7681596
30971,maritzburg,3,7681596
30972,labuschagne,2,7681596
30973,ce,6,7681596
30974,stubbly,5,7681596
30975,mimosa,14,7681596
30976,phlegmatic,10,7681596
30977,unpleasing,24,7681596
30978,apologise,19,7681596
30979,rave,12,7681596
30980,artery,12,7681596
30981,gangrene,2,7681596
30982,monopoly,10,7681596
30983,scripture,18,7681596
30984,commandants,3,7681596
30985,bragging,4,7681596
30986,stakeholder,2,7681596
30987,unjust,48,7681596
30988,traduced,4,7681596
30989,nipple,8,7681596
30990,steadiness,11,7681596
30991,flighted,4,7681596
30992,favouring,6,7681596
30993,cheats,10,7681596
30994,karosses,5,7681596
30995,tsetse,9,7681596
30996,piteous,39,7681596
30997,sovereigns,15,7681596
30998,flogged,14,7681596
30999,elands,2,7681596
31000,outbuilding,2,7681596
31001,misdoubted,13,7681596
31002,jackanapes,5,7681596
31003,constitutional,13,7681596
31004,pricks,6,7681596
31005,umkusi,2,7681596
31006,haranguing,4,7681596
31007,tambusa,2,7681596
31008,hulley,2,7681596
31009,significantly,21,7681596
31010,kerry,53,7681596
31011,bead,16,7681596
31012,pakadi,2,7681596
31013,mooi,2,7681596
31014,celliers,2,7681596
31015,pastor,15,7681596
31016,saddlery,2,7681596
31017,healths,17,7681596
31018,vivra,2,7681596
31019,verra,2,7681596
31020,rescinded,2,7681596
31021,ditchingham,2,7681596
31022,annexation,3,7681596
31023,rhodesia,1,7681596
31024,feuds,2,7681596
31025,bulwer,1,7681596
31026,contemporary,9,7681596
31027,executor,11,7681596
31028,trustee,5,7681596
31029,securities,5,7681596
31030,solicitor,16,7681596
31031,residuary,2,7681596
31032,legatee,1,7681596
31033,documents,25,7681596
31034,cetewayo,112,7681596
31035,primary,12,7681596
31036,autobiography,6,7681596
31037,spelt,7,7681596
31038,revocation,3,7681596
31039,nantes,8,7681596
31040,tome,2,7681596
31041,persecutions,5,7681596
31042,births,5,7681596
31043,janvier,1,7681596
31044,je,10,7681596
31045,quitte,1,7681596
31046,voulant,1,7681596
31047,sauver,1,7681596
31048,maudit,1,7681596
31049,gouvernement,1,7681596
31050,britannique,1,7681596
31051,comme,2,7681596
31052,mes,5,7681596
31053,ancêtres,1,7681596
31054,sont,3,7681596
31055,sauvés,1,7681596
31056,bas,1,7681596
31057,rois,1,7681596
31058,ministres,1,7681596
31059,tyrannique,1,7681596
31060,liberté,1,7681596
31061,salary,13,7681596
31062,lanky,7,7681596
31063,snubbed,11,7681596
31064,outgrow,2,7681596
31065,flaked,4,7681596
31066,bustard,4,7681596
31067,frenchmen,16,7681596
31068,tonsured,3,7681596
31069,observant,20,7681596
31070,professorship,5,7681596
31071,waterloo,14,7681596
31072,blushes,11,7681596
31073,au,6,7681596
31074,moins,1,7681596
31075,il,7,7681596
31076,cet,1,7681596
31077,antidotes,3,7681596
31078,steads,17,7681596
31079,unplastered,2,7681596
31080,baton,9,7681596
31081,tuition,3,7681596
31082,uninstructive,1,7681596
31083,freethinker,1,7681596
31084,albany,2,7681596
31085,carelessness,27,7681596
31086,girths,11,7681596
31087,fettle,1,7681596
31088,springbok,1,7681596
31089,whinny,4,7681596
31090,stinkwood,1,7681596
31091,nightdress,2,7681596
31092,neighing,15,7681596
31093,baaing,1,7681596
31094,unmortared,1,7681596
31095,expiating,3,7681596
31096,residents,6,7681596
31097,karoos,1,7681596
31098,antiseptics,1,7681596
31099,doted,4,7681596
31100,decease,32,7681596
31101,disaffected,2,7681596
31102,organisers,1,7681596
31103,endearing,4,7681596
31104,commercially,4,7681596
31105,extemporised,4,7681596
31106,pompous,25,7681596
31107,patronising,2,7681596
31108,andries,1,7681596
31109,stockenstrom,1,7681596
31110,turkey,34,7681596
31111,nelson,4,7681596
31112,das,4,7681596
31113,ist,10,7681596
31114,scholarship,2,7681596
31115,disagreement,5,7681596
31116,declaimed,4,7681596
31117,abominated,1,7681596
31118,dependencies,2,7681596
31119,governors,13,7681596
31120,misrepresented,10,7681596
31121,variegated,12,7681596
31122,vavasseur,1,7681596
31123,ramrod,2,7681596
31124,lbs,2,7681596
31125,oz,1787,7681596
31126,octagonal,8,7681596
31127,triggered,1,7681596
31128,drachms,1,7681596
31129,forsyth,1,7681596
31130,blesbuck,1,7681596
31131,smyth,1,7681596
31132,boaster,5,7681596
31133,girlhood,10,7681596
31134,pending,9,7681596
31135,loader,1,7681596
31136,misnamed,2,7681596
31137,mallard,6,7681596
31138,covey,3,7681596
31139,peregrine,4,7681596
31140,speeds,6,7681596
31141,acclamation,7,7681596
31142,womenfolk,4,7681596
31143,shooters,10,7681596
31144,measurer,2,7681596
31145,unobservant,6,7681596
31146,polyglot,2,7681596
31147,rated,3,7681596
31148,governs,5,7681596
31149,hater,4,7681596
31150,kraaled,1,7681596
31151,summing,4,7681596
31152,totty,1,7681596
31153,pellet,6,7681596
31154,improves,3,7681596
31155,bitterer,6,7681596
31156,jacobus,9,7681596
31157,merve,1,7681596
31158,enclose,11,7681596
31159,attorney,11,7681596
31160,unaddressed,1,7681596
31161,unsigned,3,7681596
31162,supersensitive,2,7681596
31163,rustenberg,1,7681596
31164,theological,9,7681596
31165,ordination,2,7681596
31166,unorthodoxy,1,7681596
31167,christianising,1,7681596
31168,reprimanded,1,7681596
31169,inconclusive,6,7681596
31170,disbanded,2,7681596
31171,modes,21,7681596
31172,unsophisticated,7,7681596
31173,cartful,1,7681596
31174,zoutpansberg,1,7681596
31175,lydenburg,1,7681596
31176,lotted,1,7681596
31177,commando,1,7681596
31178,headstall,1,7681596
31179,foal,5,7681596
31180,flogging,10,7681596
31181,storekeepers,1,7681596
31182,agonising,3,7681596
31183,henchman,3,7681596
31184,baptised,2,7681596
31185,dosed,2,7681596
31186,followings,1,7681596
31187,chargeable,2,7681596
31188,madagascar,11,7681596
31189,mombasa,2,7681596
31190,dissolute,15,7681596
31191,ximenes,1,7681596
31192,afrikander,1,7681596
31193,hiring,8,7681596
31194,vices,19,7681596
31195,yokes,6,7681596
31196,tussocky,1,7681596
31197,inspan,3,7681596
31198,reciting,15,7681596
31199,crazily,3,7681596
31200,excepted,19,7681596
31201,earthworms,3,7681596
31202,locusts,14,7681596
31203,casuistry,3,7681596
31204,pailful,2,7681596
31205,immutably,2,7681596
31206,bereavements,4,7681596
31207,probation,5,7681596
31208,farinaceous,2,7681596
31209,parable,11,7681596
31210,portuguee,1,7681596
31211,shanty,4,7681596
31212,bah,22,7681596
31213,inkoos,1,7681596
31214,premeditation,2,7681596
31215,stinkcats,1,7681596
31216,portly,7,7681596
31217,newgate,1,7681596
31218,irrepressible,13,7681596
31219,rages,11,7681596
31220,wrathfully,22,7681596
31221,mule,83,7681596
31222,dudgeon,2,7681596
31223,petition,28,7681596
31224,villainy,11,7681596
31225,amatonga,1,7681596
31226,lobombo,1,7681596
31227,prevalence,1,7681596
31228,tonga,11,7681596
31229,wayleaves,1,7681596
31230,fokoti,1,7681596
31231,wrangled,5,7681596
31232,roer,1,7681596
31233,stomacher,1,7681596
31234,envoys,13,7681596
31235,dishcloth,1,7681596
31236,oweena,1,7681596
31237,umsilikazi,1,7681596
31238,execration,2,7681596
31239,insinuation,7,7681596
31240,unwashen,4,7681596
31241,sizzling,5,7681596
31242,nightgown,76,7681596
31243,edgeways,1,7681596
31244,equable,2,7681596
31245,gritty,4,7681596
31246,fusty,8,7681596
31247,slimmer,2,7681596
31248,sifted,11,7681596
31249,trued,1,7681596
31250,whitewash,6,7681596
31251,golgotha,3,7681596
31252,propitiated,6,7681596
31253,propitiation,2,7681596
31254,mote,61,7681596
31255,outgrown,6,7681596
31256,conservative,7,7681596
31257,snub,17,7681596
31258,collaterals,2,7681596
31259,implore,20,7681596
31260,drone,10,7681596
