,work,genre,workLabel,genreLabel,PublicationYear
0,http://www.wikidata.org/entity/Q92640,http://www.wikidata.org/entity/Q699,Alice's Adventures in Wonderland,fairy tale,1865
1,http://www.wikidata.org/entity/Q92640,http://www.wikidata.org/entity/Q936749,Alice's Adventures in Wonderland,literary nonsense,1865
2,http://www.wikidata.org/entity/Q92640,http://www.wikidata.org/entity/Q21615367,Alice's Adventures in Wonderland,children's novel,1865
0,http://www.wikidata.org/entity/Q1213025,http://www.wikidata.org/entity/Q20669641,Les Chants de Maldoror,Gothic fiction,1870
1,http://www.wikidata.org/entity/Q1213025,http://www.wikidata.org/entity/Q110540276,Les Chants de Maldoror,satirical fiction,1870
0,http://www.wikidata.org/entity/Q3321439,,Monsieur Parent,,1885
0,http://www.wikidata.org/entity/Q3151490,http://www.wikidata.org/entity/Q49084,Tales of Unrest,short story,1898
0,http://www.wikidata.org/entity/Q1529068,http://www.wikidata.org/entity/Q149537,Gladius Dei,novella,1902
0,http://www.wikidata.org/entity/Q6957414,http://www.wikidata.org/entity/Q132311,Nada the Lily,fantasy,1892
1,http://www.wikidata.org/entity/Q6957414,http://www.wikidata.org/entity/Q1196408,Nada the Lily,historical fiction,1892
0,http://www.wikidata.org/entity/Q3231743,,South Sea Tales,,1911
0,http://www.wikidata.org/entity/Q124085316,,More Bywords,,1890
0,http://www.wikidata.org/entity/Q185118,http://www.wikidata.org/entity/Q2975633,Treasure Island,coming-of-age fiction,1883
1,http://www.wikidata.org/entity/Q185118,http://www.wikidata.org/entity/Q7440128,Treasure Island,nautical fiction,1883
2,http://www.wikidata.org/entity/Q185118,http://www.wikidata.org/entity/Q21802675,Treasure Island,adventure fiction,1883
3,http://www.wikidata.org/entity/Q185118,http://www.wikidata.org/entity/Q111143082,Treasure Island,pirate fiction,1883
0,http://www.wikidata.org/entity/Q185118,http://www.wikidata.org/entity/Q2975633,Treasure Island,coming-of-age fiction,1883
1,http://www.wikidata.org/entity/Q185118,http://www.wikidata.org/entity/Q7440128,Treasure Island,nautical fiction,1883
2,http://www.wikidata.org/entity/Q185118,http://www.wikidata.org/entity/Q21802675,Treasure Island,adventure fiction,1883
3,http://www.wikidata.org/entity/Q185118,http://www.wikidata.org/entity/Q111143082,Treasure Island,pirate fiction,1883
0,http://www.wikidata.org/entity/Q185118,http://www.wikidata.org/entity/Q2975633,Treasure Island,coming-of-age fiction,1883
1,http://www.wikidata.org/entity/Q185118,http://www.wikidata.org/entity/Q7440128,Treasure Island,nautical fiction,1883
2,http://www.wikidata.org/entity/Q185118,http://www.wikidata.org/entity/Q21802675,Treasure Island,adventure fiction,1883
3,http://www.wikidata.org/entity/Q185118,http://www.wikidata.org/entity/Q111143082,Treasure Island,pirate fiction,1883
0,http://www.wikidata.org/entity/Q6625462,,The Tale of Mrs. Tiggy-Winkle,,1905
0,http://www.wikidata.org/entity/Q6625462,,The Tale of Mrs. Tiggy-Winkle,,1905
0,http://www.wikidata.org/entity/Q5281829,,Discoveries in Australia,,1846
0,http://www.wikidata.org/entity/Q5281829,,Discoveries in Australia,,1846
0,http://www.wikidata.org/entity/Q27912,,Struwwelpeter,,1845
0,http://www.wikidata.org/entity/Q7745193,http://www.wikidata.org/entity/Q193606,The Lady of the Barge,horror literature,1902
0,http://www.wikidata.org/entity/Q1210939,http://www.wikidata.org/entity/Q193606,The Monkey's Paw,horror literature,1902
0,http://www.wikidata.org/entity/Q1210939,http://www.wikidata.org/entity/Q193606,The Monkey's Paw,horror literature,1902
0,http://www.wikidata.org/entity/Q650949,http://www.wikidata.org/entity/Q24925,The Sleeper Awakes,science fiction,1899
1,http://www.wikidata.org/entity/Q650949,http://www.wikidata.org/entity/Q15062348,The Sleeper Awakes,dystopian fiction,1899
0,http://www.wikidata.org/entity/Q21028786,,Baccara,,1886
0,http://www.wikidata.org/entity/Q7753431,http://www.wikidata.org/entity/Q1196408,The Nest of the Sparrowhawk,historical fiction,1909
0,http://www.wikidata.org/entity/Q124085931,,Penelope's Experiences in Scotland,,1898
0,http://www.wikidata.org/entity/Q3794804,http://www.wikidata.org/entity/Q8261,The Mystery of 31 New Inn,novel,1912
0,http://www.wikidata.org/entity/Q124093946,,The Mystery of Metropolisville,,1873
0,http://www.wikidata.org/entity/Q477508,http://www.wikidata.org/entity/Q19765983,Northanger Abbey,romantic fiction,1818
0,http://www.wikidata.org/entity/Q477508,http://www.wikidata.org/entity/Q19765983,Northanger Abbey,romantic fiction,1818
0,http://www.wikidata.org/entity/Q2081946,http://www.wikidata.org/entity/Q149537,The Atheist's Mass,novella,1836
0,http://www.wikidata.org/entity/Q7619371,,Stonewall Jackson and the American Civil War,,1898
0,http://www.wikidata.org/entity/Q124085374,,Mr. Scarborough's Family,,1883
0,http://www.wikidata.org/entity/Q16653725,http://www.wikidata.org/entity/Q35760,The Defendant,essay,1901
0,http://www.wikidata.org/entity/Q1192325,http://www.wikidata.org/entity/Q213051,The Expression of the Emotions in Man and Animals,nonfiction,1872
1,http://www.wikidata.org/entity/Q1192325,http://www.wikidata.org/entity/Q55915575,The Expression of the Emotions in Man and Animals,scholarly work,1872
0,http://www.wikidata.org/entity/Q141568,,The Return of the Native,,1878
0,http://www.wikidata.org/entity/Q141568,,The Return of the Native,,1878
0,http://www.wikidata.org/entity/Q141568,,The Return of the Native,,1878
0,http://www.wikidata.org/entity/Q3298903,http://www.wikidata.org/entity/Q149537,Pierre Grassou,novella,1839
0,http://www.wikidata.org/entity/Q25219023,,On the Track,,1900
0,http://www.wikidata.org/entity/Q131719,http://www.wikidata.org/entity/Q35760,The Prince,essay,1532
0,http://www.wikidata.org/entity/Q131719,http://www.wikidata.org/entity/Q35760,The Prince,essay,1532
0,http://www.wikidata.org/entity/Q4659257,,A Roman Singer,,1884
0,http://www.wikidata.org/entity/Q6062406,,Iola Leroy,,1982
0,http://www.wikidata.org/entity/Q124093752,,Pink and White Tyranny,,1871
0,http://www.wikidata.org/entity/Q5724235,http://www.wikidata.org/entity/Q1589214,Captain Fracasse,cloak and dagger novel,1863
0,http://www.wikidata.org/entity/Q2870358,http://www.wikidata.org/entity/Q24925,At the Earth's Core,science fiction,1914
1,http://www.wikidata.org/entity/Q2870358,http://www.wikidata.org/entity/Q132311,At the Earth's Core,fantasy,1914
2,http://www.wikidata.org/entity/Q2870358,http://www.wikidata.org/entity/Q21802675,At the Earth's Core,adventure fiction,1914
0,http://www.wikidata.org/entity/Q4352893,,Notes on Nursing,,1859
0,http://www.wikidata.org/entity/Q4352893,,Notes on Nursing,,1859
0,http://www.wikidata.org/entity/Q3823832,http://www.wikidata.org/entity/Q8261,The Reason Why,novel,1912
0,http://www.wikidata.org/entity/Q1610831,http://www.wikidata.org/entity/Q8261,Night and Day,novel,1919
0,http://www.wikidata.org/entity/Q1610831,http://www.wikidata.org/entity/Q8261,Night and Day,novel,1919
0,http://www.wikidata.org/entity/Q124086039,,Pomona's Travels,,1894
0,http://www.wikidata.org/entity/Q20895904,,Books and Characters,,1922
0,http://www.wikidata.org/entity/Q2743935,http://www.wikidata.org/entity/Q24925,Anthem,science fiction,1938
1,http://www.wikidata.org/entity/Q2743935,http://www.wikidata.org/entity/Q149537,Anthem,novella,1938
0,http://www.wikidata.org/entity/Q2743935,http://www.wikidata.org/entity/Q24925,Anthem,science fiction,1938
1,http://www.wikidata.org/entity/Q2743935,http://www.wikidata.org/entity/Q149537,Anthem,novella,1938
0,http://www.wikidata.org/entity/Q2743935,http://www.wikidata.org/entity/Q24925,Anthem,science fiction,1938
1,http://www.wikidata.org/entity/Q2743935,http://www.wikidata.org/entity/Q149537,Anthem,novella,1938
0,http://www.wikidata.org/entity/Q1048916,http://www.wikidata.org/entity/Q25379,Cyrano de Bergerac,play,1897
0,http://www.wikidata.org/entity/Q1048916,http://www.wikidata.org/entity/Q25379,Cyrano de Bergerac,play,1897
0,http://www.wikidata.org/entity/Q3824668,http://www.wikidata.org/entity/Q8261,The Tragedy of the Korosko,novel,1898
0,http://www.wikidata.org/entity/Q865211,http://www.wikidata.org/entity/Q1196408,The Man Who Laughs,historical fiction,1869
1,http://www.wikidata.org/entity/Q865211,http://www.wikidata.org/entity/Q110540276,The Man Who Laughs,satirical fiction,1869
0,http://www.wikidata.org/entity/Q182961,http://www.wikidata.org/entity/Q858330,Jane Eyre,romance novel,1847
1,http://www.wikidata.org/entity/Q182961,http://www.wikidata.org/entity/Q1029945,Jane Eyre,education novel,1847
2,http://www.wikidata.org/entity/Q182961,http://www.wikidata.org/entity/Q3056541,Jane Eyre,autobiographical novel,1847
3,http://www.wikidata.org/entity/Q182961,http://www.wikidata.org/entity/Q20669641,Jane Eyre,Gothic fiction,1847
0,http://www.wikidata.org/entity/Q182961,http://www.wikidata.org/entity/Q858330,Jane Eyre,romance novel,1847
1,http://www.wikidata.org/entity/Q182961,http://www.wikidata.org/entity/Q1029945,Jane Eyre,education novel,1847
2,http://www.wikidata.org/entity/Q182961,http://www.wikidata.org/entity/Q3056541,Jane Eyre,autobiographical novel,1847
3,http://www.wikidata.org/entity/Q182961,http://www.wikidata.org/entity/Q20669641,Jane Eyre,Gothic fiction,1847
0,http://www.wikidata.org/entity/Q182961,http://www.wikidata.org/entity/Q858330,Jane Eyre,romance novel,1847
1,http://www.wikidata.org/entity/Q182961,http://www.wikidata.org/entity/Q1029945,Jane Eyre,education novel,1847
2,http://www.wikidata.org/entity/Q182961,http://www.wikidata.org/entity/Q3056541,Jane Eyre,autobiographical novel,1847
3,http://www.wikidata.org/entity/Q182961,http://www.wikidata.org/entity/Q20669641,Jane Eyre,Gothic fiction,1847
0,http://www.wikidata.org/entity/Q30717034,http://www.wikidata.org/entity/Q8261,The Glimpses of the Moon,novel,1922
0,http://www.wikidata.org/entity/Q2066902,http://www.wikidata.org/entity/Q2561390,The Wheels of Chance,comic novel,1896
0,http://www.wikidata.org/entity/Q105823374,,The Roll-Call,,1918
0,http://www.wikidata.org/entity/Q20895898,,Queen Victoria,,1921
0,http://www.wikidata.org/entity/Q20895898,,Queen Victoria,,1921
0,http://www.wikidata.org/entity/Q2468609,,Consuelo,,1843
0,http://www.wikidata.org/entity/Q2468609,,Consuelo,,1843
0,http://www.wikidata.org/entity/Q2468609,,Consuelo,,1843
0,http://www.wikidata.org/entity/Q60172764,,Marriage,,1818
0,http://www.wikidata.org/entity/Q17112373,,Lavender and Old Lace,,1902
0,http://www.wikidata.org/entity/Q20895896,,Landmarks in French Literature,,1912
0,http://www.wikidata.org/entity/Q471005,http://www.wikidata.org/entity/Q24925,The Mysterious Island,science fiction,1874
1,http://www.wikidata.org/entity/Q471005,http://www.wikidata.org/entity/Q132311,The Mysterious Island,fantasy,1874
2,http://www.wikidata.org/entity/Q471005,http://www.wikidata.org/entity/Q279060,The Mysterious Island,robinsonade,1874
3,http://www.wikidata.org/entity/Q471005,http://www.wikidata.org/entity/Q3940786,The Mysterious Island,scientific romance,1874
4,http://www.wikidata.org/entity/Q471005,http://www.wikidata.org/entity/Q9326077,The Mysterious Island,speculative/fantastic fiction,1874
5,http://www.wikidata.org/entity/Q471005,http://www.wikidata.org/entity/Q21192427,The Mysterious Island,crossover fiction,1874
6,http://www.wikidata.org/entity/Q471005,http://www.wikidata.org/entity/Q21802675,The Mysterious Island,adventure fiction,1874
0,http://www.wikidata.org/entity/Q7765370,,The Soul of a Bishop,,1917
0,http://www.wikidata.org/entity/Q2660166,http://www.wikidata.org/entity/Q24925,The Poison Belt,science fiction,1913
0,http://www.wikidata.org/entity/Q580463,http://www.wikidata.org/entity/Q131539,The Tale of Peter Rabbit,children's literature,1902
0,http://www.wikidata.org/entity/Q580463,http://www.wikidata.org/entity/Q131539,The Tale of Peter Rabbit,children's literature,1902
0,http://www.wikidata.org/entity/Q580463,http://www.wikidata.org/entity/Q131539,The Tale of Peter Rabbit,children's literature,1902
0,http://www.wikidata.org/entity/Q11876,http://www.wikidata.org/entity/Q699,The Little Match Girl,fairy tale,1845
1,http://www.wikidata.org/entity/Q11876,http://www.wikidata.org/entity/Q77762397,The Little Match Girl,Christmas fiction,1845
0,http://www.wikidata.org/entity/Q273585,http://www.wikidata.org/entity/Q699,Rapunzel,fairy tale,1812
0,http://www.wikidata.org/entity/Q7751599,http://www.wikidata.org/entity/Q182357,Minstrelsy of the Scottish border,lyric poetry,1802
0,http://www.wikidata.org/entity/Q3793017,http://www.wikidata.org/entity/Q24925,The Stolen Bacillus and Other Incidents,science fiction,1895
1,http://www.wikidata.org/entity/Q3793017,http://www.wikidata.org/entity/Q49084,The Stolen Bacillus and Other Incidents,short story,1895
2,http://www.wikidata.org/entity/Q3793017,http://www.wikidata.org/entity/Q132311,The Stolen Bacillus and Other Incidents,fantasy,1895
0,http://www.wikidata.org/entity/Q124093813,,Cobwebs from an Empty Skull,,1874
0,http://www.wikidata.org/entity/Q4669004,http://www.wikidata.org/entity/Q36279,Abraham Lincoln,biography,1899
0,http://www.wikidata.org/entity/Q4669004,http://www.wikidata.org/entity/Q36279,Abraham Lincoln,biography,1899
0,http://www.wikidata.org/entity/Q5689829,,Headlong Hall,,1816
0,http://www.wikidata.org/entity/Q461760,http://www.wikidata.org/entity/Q1772,Spoon River Anthology,epitaph,1915
0,http://www.wikidata.org/entity/Q461760,http://www.wikidata.org/entity/Q1772,Spoon River Anthology,epitaph,1915
0,http://www.wikidata.org/entity/Q8545702,,Den engelske Lods,,1844
0,http://www.wikidata.org/entity/Q15015194,,Theory of the Earth,,1788
0,http://www.wikidata.org/entity/Q15015194,,Theory of the Earth,,1788
0,http://www.wikidata.org/entity/Q11681321,http://www.wikidata.org/entity/Q35760,The Harp of God,essay,1921
0,http://www.wikidata.org/entity/Q19895589,,Running Water,,1906
0,http://www.wikidata.org/entity/Q124088578,,The Laird's Luck and Other Fireside Tales,,1901
0,http://www.wikidata.org/entity/Q10688399,http://www.wikidata.org/entity/Q8261,The Song of the Blood-Red Flower,novel,1905
0,http://www.wikidata.org/entity/Q3210327,,The Firm of Nucingen,,1838
0,http://www.wikidata.org/entity/Q919581,http://www.wikidata.org/entity/Q192782,The Phantom Ship,Gothic novel,1837
0,http://www.wikidata.org/entity/Q919581,http://www.wikidata.org/entity/Q192782,The Phantom Ship,Gothic novel,1837
0,http://www.wikidata.org/entity/Q60172748,,Newton Forster,,1832
0,http://www.wikidata.org/entity/Q60172748,,Newton Forster,,1832
0,http://www.wikidata.org/entity/Q3520203,http://www.wikidata.org/entity/Q40831,The Card,comedy,1911
1,http://www.wikidata.org/entity/Q3520203,http://www.wikidata.org/entity/Q2561390,The Card,comic novel,1911
0,http://www.wikidata.org/entity/Q3520203,http://www.wikidata.org/entity/Q40831,The Card,comedy,1911
1,http://www.wikidata.org/entity/Q3520203,http://www.wikidata.org/entity/Q2561390,The Card,comic novel,1911
0,http://www.wikidata.org/entity/Q7772831,http://www.wikidata.org/entity/Q12197074,The Virginian,Western novel,1902
0,http://www.wikidata.org/entity/Q220331,http://www.wikidata.org/entity/Q132311,Through the Looking-Glass,fantasy,1871
0,http://www.wikidata.org/entity/Q220331,http://www.wikidata.org/entity/Q132311,Through the Looking-Glass,fantasy,1871
0,http://www.wikidata.org/entity/Q3398694,http://www.wikidata.org/entity/Q21590660,Riders of the Purple Sage,Western,1912
0,http://www.wikidata.org/entity/Q7732168,,The Enemies of Books,,1888
0,http://www.wikidata.org/entity/Q3231937,http://www.wikidata.org/entity/Q186424,The Teeth of the Tiger,detective fiction,1921
1,http://www.wikidata.org/entity/Q3231937,http://www.wikidata.org/entity/Q5937792,The Teeth of the Tiger,crime fiction,1921
0,http://www.wikidata.org/entity/Q112978750,,A Diversity of Creatures,,1917
0,http://www.wikidata.org/entity/Q3486423,http://www.wikidata.org/entity/Q1377898,Orthodoxy,Christian apologetics,1908
0,http://www.wikidata.org/entity/Q3486423,http://www.wikidata.org/entity/Q1377898,Orthodoxy,Christian apologetics,1908
0,http://www.wikidata.org/entity/Q4821964,,Aunt Jane's Nieces at Work,,1909
0,http://www.wikidata.org/entity/Q24887904,,Over the Sliprails,,1900
0,http://www.wikidata.org/entity/Q63366133,,Medieval People,,1924
0,http://www.wikidata.org/entity/Q4461047,,The Firm of Girdlestone,,1890
0,http://www.wikidata.org/entity/Q124090588,,The Weapons of Mystery,,1890
0,http://www.wikidata.org/entity/Q14830022,,Ved Vejen,,1886
0,http://www.wikidata.org/entity/Q147787,http://www.wikidata.org/entity/Q3940779,Anna Karenina,realist novel,1877
0,http://www.wikidata.org/entity/Q147787,http://www.wikidata.org/entity/Q3940779,Anna Karenina,realist novel,1877
0,http://www.wikidata.org/entity/Q581458,http://www.wikidata.org/entity/Q482,The Waste Land,poetry,1922
0,http://www.wikidata.org/entity/Q581458,http://www.wikidata.org/entity/Q482,The Waste Land,poetry,1922
0,http://www.wikidata.org/entity/Q132042,http://www.wikidata.org/entity/Q482,Leaves of Grass,poetry,1855
0,http://www.wikidata.org/entity/Q132042,http://www.wikidata.org/entity/Q482,Leaves of Grass,poetry,1855
0,http://www.wikidata.org/entity/Q4659461,http://www.wikidata.org/entity/Q1787111,A Short Biographical Dictionary of English Literature,biographical dictionary,1910
