,id,title,language,downloads,book_QN,author_QN,authorLabel
3525,PG7058,Mankind in the Making,['en'],78,Q16386886,Q42511,H. G. Wells
3526,PG7060,At Agincourt,['en'],40,Q111968446,Q639274,G. A. Henty
3527,PG7061,A March on London: Being a Story of Wat Tyler's Insurrection,['en'],27,Q111902715,Q639274,G. A. Henty
3528,PG706,The Amateur Cracksman,['en'],200,Q7713285,Q1288644,Ernest William Hornung
3529,PG70700,Journal of a tour in Marocco and the Great Atlas,['en'],57,Q51496841,Q957519,John Ball
3530,PG70719,Memoirs of Arsène Lupin,['en'],163,Q124098241,Q314993,Maurice Leblanc
3531,PG7079,The Companions of Jehu,['en'],112,Q3231653,Q38337,Alexandre Dumas
3532,PG70816,Lost on Venus,['en'],129,Q6684488,Q148234,Edgar Rice Burroughs
3533,PG7082,Lives of the Necromancers,['en'],95,Q14946219,Q188569,William Godwin
3534,PG70854,The Countess of Pembroke's Arcadia,['en'],178,Q4069405,Q315509,Philip Sidney
3535,PG7085,Fanshawe,['en'],53,Q5434095,Q69339,Nathaniel Hawthorne
3536,PG70875,Arrowsmith,['en'],139,Q743777,Q123469,Sinclair Lewis
3537,PG708,The Princess and the Goblin,['en'],1107,Q466505,Q368519,George MacDonald
3538,PG70907,Catalogue of the dipterous insects collected at Singapore and Malacca,['en'],20,Q51392675,Q160627,Alfred Russel Wallace
3539,PG70984,En las orillas del Sar,['es'],133,Q19440746,Q464264,Rosalía de Castro
3540,PG709,The Princess and Curdie,['en'],194,Q2603469,Q368519,George MacDonald
3541,PG7100,"Adventures of Huckleberry Finn, Chapters 01 to 05",['en'],266,Q215410,Q7245,Mark Twain
3542,PG7101,"Adventures of Huckleberry Finn, Chapters 06 to 10",['en'],105,Q215410,Q7245,Mark Twain
3543,PG7102,"Adventures of Huckleberry Finn, Chapters 11 to 15",['en'],83,Q215410,Q7245,Mark Twain
3544,PG7103,"Adventures of Huckleberry Finn, Chapters 16 to 20",['en'],91,Q215410,Q7245,Mark Twain
3545,PG7104,"Adventures of Huckleberry Finn, Chapters 21 to 25",['en'],112,Q215410,Q7245,Mark Twain
3546,PG7105,"Adventures of Huckleberry Finn, Chapters 26 to 30",['en'],77,Q215410,Q7245,Mark Twain
3547,PG7106,"Adventures of Huckleberry Finn, Chapters 31 to 35",['en'],74,Q215410,Q7245,Mark Twain
3548,PG7107,"Adventures of Huckleberry Finn, Chapters 36 to the Last",['en'],71,Q215410,Q7245,Mark Twain
3549,PG71015,"Text book of veterinary medicine, Volume 1 (of 5)",['en'],52,Q51430911,Q25352610,James Law
3550,PG71047,Lewis and Irene,['en'],43,Q23307575,Q272,Paul Morand
3551,PG710,"Love of Life, and Other Stories",['en'],746,Q4271841,Q45765,Jack London
3552,PG71122,"The book of antelopes, vol. 1 (of 4)",['en'],40,Q51449251,Q435725,Philip Sclater
3553,PG71134,"The book of antelopes, vol. 2 (of 4)",['en'],40,Q51449251,Q435725,Philip Sclater
3554,PG71179,"The book of antelopes, vol. 3 (of 4)",['en'],41,Q51449251,Q435725,Philip Sclater
3555,PG71276,"The book of antelopes, vol. 4 (of 4)",['en'],49,Q51449251,Q435725,Philip Sclater
3556,PG71126,Animal portraiture,['en'],33,Q51440992,Q444953,Richard Lydekker
3557,PG7112,"Erema; Or, My Father's Sin",['en'],25,Q16257387,Q3316148,Richard Doddridge Blackmore
3558,PG7114,"Une Vie, a Piece of String and Other Stories",['en'],87,Q249242,Q9327,Guy de Maupassant
3559,PG71168,Black Canaan,['en'],108,Q4920478,Q207640,Robert E. Howard
3560,PG7116,Vestiges of the Natural History of Creation,['en'],60,Q1814215,Q515008,Robert Chambers
3561,PG7118,What Maisie Knew,['en'],346,Q2943614,Q170509,Henry James
3562,PG711,Allan Quatermain,['en'],234,Q4062545,Q237196,H. Rider Haggard
3563,PG71272,Sous le soleil de Satan,['fr'],78,Q105269480,Q315072,Georges Bernanos
3564,PG7132,"The Purple Land: Being the Narrative of One Richard Lamb's Adventures in The Banda Orientál, in South America, as Told By Himself",['en'],94,Q7758806,Q1359140,William Henry Hudson
3565,PG71369,Tipos y paisajes,['es'],37,Q31202254,Q4115628,José María de Pereda
3566,PG71370,Tarzan and the Lion Man,['en'],87,Q370285,Q148234,Edgar Rice Burroughs
3567,PG71407,Nature's carol singers,['en'],55,Q51423922,Q42516193,Richard Kearton
3568,PG7144,While the Billy Boils,['en'],155,Q28429657,Q453577,Henry Lawson
3569,PG71454,Guide to the study of animal ecology,['en'],61,Q51485774,Q2958729,Charles Christopher Adams
3570,PG7146,"Cecilia; Or, Memoirs of an Heiress — Volume 2",['en'],52,Q3233990,Q259530,Frances Burney
3571,PG7152,"Cecilia; Or, Memoirs of an Heiress — Volume 3",['en'],51,Q3233990,Q259530,Frances Burney
3572,PG7153,Elder Conklin and Other Stories,['en'],24,Q124082863,Q763507,Frank Harris
3573,PG7154,"The Prince and the Pauper, Part 1.",['en'],67,Q869725,Q7245,Mark Twain
3574,PG7155,"The Prince and the Pauper, Part 2.",['en'],27,Q869725,Q7245,Mark Twain
3575,PG7156,"The Prince and the Pauper, Part 3.",['en'],26,Q869725,Q7245,Mark Twain
3576,PG7157,"The Prince and the Pauper, Part 4.",['en'],13,Q869725,Q7245,Mark Twain
3577,PG7158,"The Prince and the Pauper, Part 5.",['en'],20,Q869725,Q7245,Mark Twain
3578,PG7159,"The Prince and the Pauper, Part 6.",['en'],16,Q869725,Q7245,Mark Twain
3579,PG7160,"The Prince and the Pauper, Part 7.",['en'],21,Q869725,Q7245,Mark Twain
3580,PG7161,"The Prince and the Pauper, Part 8.",['en'],28,Q869725,Q7245,Mark Twain
3581,PG7162,"The Prince and the Pauper, Part 9.",['en'],15,Q869725,Q7245,Mark Twain
3582,PG8611,The Prince and the Pauper,['en'],27,Q869725,Q7245,Mark Twain
3583,PG715,The Moon Endureth: Tales and Fancies,['en'],104,Q28406800,Q333004,John Buchan
3584,PG7164,Gitanjali,['en'],494,Q2358930,Q7241,Rabindranath Tagore
3585,PG71716,Drome,['en'],141,Q16962876,Q6246991,John Martin Leahy
3586,PG7171,Linda Condon,['en'],34,Q6551488,Q5802152,Joseph Hergesheimer
3587,PG7173,Sur la pierre blanche,['fr'],14,Q3505002,Q42443,Anatole France
3588,PG7174,The Marquis of Lossie,['en'],27,Q19093521,Q368519,George MacDonald
3589,PG7178,Swann's Way,['en'],1900,Q2700307,Q7199,Marcel Proust
3590,PG7180,Handy Andy: A Tale of Irish Life. Volume 2,['en'],14,Q106466560,Q3946632,Samuel Lover
3591,PG71874,"Text book of veterinary medicine, Volume 2 (of 5)",['en'],133,Q51430911,Q25352610,James Law
3592,PG7193,"The Adventures of Tom Sawyer, Part 1.",['en'],245,Q326914,Q7245,Mark Twain
3593,PG7194,"The Adventures of Tom Sawyer, Part 2.",['en'],64,Q326914,Q7245,Mark Twain
3594,PG7195,"The Adventures of Tom Sawyer, Part 3.",['en'],36,Q326914,Q7245,Mark Twain
3595,PG7196,"The Adventures of Tom Sawyer, Part 4.",['en'],41,Q326914,Q7245,Mark Twain
3596,PG7197,"The Adventures of Tom Sawyer, Part 5.",['en'],28,Q326914,Q7245,Mark Twain
3597,PG7198,"The Adventures of Tom Sawyer, Part 6.",['en'],23,Q326914,Q7245,Mark Twain
3598,PG7199,"The Adventures of Tom Sawyer, Part 7.",['en'],22,Q326914,Q7245,Mark Twain
3599,PG7200,"The Adventures of Tom Sawyer, Part 8.",['en'],29,Q326914,Q7245,Mark Twain
3600,PG74,"The Adventures of Tom Sawyer, Complete",['en'],9867,Q326914,Q7245,Mark Twain
3601,PG9038,The Adventures of Tom Sawyer,['en'],53,Q326914,Q7245,Mark Twain
3602,PG72060,An introduction to the study of fishes,['en'],652,Q51386139,Q57514,Albert Günther
3603,PG720,Almayer's Folly: A Story of an Eastern River,['en'],131,Q2404359,Q82925,Joseph Conrad
3604,PG72108,Theaetetus,['nl'],694,Q846241,Q859,Plato
3605,PG72127,Kazan,['fr'],1034,Q3497638,Q468156,James Oliver Curwood
3606,PG7214,Pan,['en'],185,Q3356529,Q40826,Knut Hamsun
3607,PG721,The Birds' Christmas Carol,['en'],85,Q7718084,Q438241,Kate Douglas Wiggin
3608,PG7242,"A Connecticut Yankee in King Arthur's Court, Part 1.",['en'],45,Q848612,Q7245,Mark Twain
3609,PG7243,"A Connecticut Yankee in King Arthur's Court, Part 2.",['en'],33,Q848612,Q7245,Mark Twain
3610,PG7244,"A Connecticut Yankee in King Arthur's Court, Part 3.",['en'],25,Q848612,Q7245,Mark Twain
3611,PG7245,"A Connecticut Yankee in King Arthur's Court, Part 4.",['en'],35,Q848612,Q7245,Mark Twain
3612,PG7246,"A Connecticut Yankee in King Arthur's Court, Part 5.",['en'],26,Q848612,Q7245,Mark Twain
3613,PG7247,"A Connecticut Yankee in King Arthur's Court, Part 6.",['en'],23,Q848612,Q7245,Mark Twain
3614,PG7248,"A Connecticut Yankee in King Arthur's Court, Part 7.",['en'],18,Q848612,Q7245,Mark Twain
3615,PG7249,"A Connecticut Yankee in King Arthur's Court, Part 8.",['en'],21,Q848612,Q7245,Mark Twain
3616,PG7250,"A Connecticut Yankee in King Arthur's Court, Part 9.",['en'],24,Q848612,Q7245,Mark Twain
3617,PG86,A Connecticut Yankee in King Arthur's Court,['en'],3011,Q848612,Q7245,Mark Twain
3618,PG7256,The Gift of the Magi,['en'],1963,Q1168338,Q172788,O. Henry
3619,PG7276,"Hamlet, Prinz von Dännemark",['de'],85,Q109407787,Q692,William Shakespeare
3620,PG7281,Tom Cringle's Log,['en'],49,Q124090887,Q6834240,Michael Scott
3621,PG7298,William Tell Told Again,['en'],77,Q8019237,Q207515,P. G. Wodehouse
3622,PG7303,Equality,['en'],91,Q5384167,Q455776,Edward Bellamy
3623,PG7307,The Precipice,['en'],55,Q4329937,Q189665,Ivan Goncharov
3624,PG730,Oliver Twist,['en'],6785,Q164974,Q5686,Charles Dickens
3625,PG7310,Mr. Pim Passes By: A Comedy in Three Acts,['en'],68,Q29557701,Q207036,A. A. Milne
3626,PG7345,Travels in Alaska,['en'],94,Q51426521,Q379580,John Muir
3627,PG7359,Indian Summer,['en'],45,Q16386329,Q526709,William Dean Howells
3628,PG7363,Master Olof: A Drama in Five Acts,['en'],22,Q1765367,Q7724,August Strindberg
3629,PG7371,A Sicilian Romance,['en'],382,Q979649,Q231944,Ann Radcliffe
3630,PG7372,"Septimius Felton, or, the Elixir of Life",['en'],36,Q16605371,Q69339,Nathaniel Hawthorne
3631,PG7381,The Eustace Diamonds,['en'],106,Q7732627,Q318399,Anthony Trollope
3632,PG7385,Old Calabria,['en'],148,Q4009165,Q1243973,Norman Douglas
3633,PG7387,"Grisly Grisell; Or, The Laidly Lady of Whitburn: A Tale of the Wars of the Roses",['en'],19,Q111969647,Q433098,Charlotte Mary Yonge
3634,PG73,The Red Badge of Courage: An Episode of the American Civil War,['en'],2536,Q1219239,Q206534,Stephen Crane
3635,PG7401,A Crystal Age,['en'],66,Q4656205,Q1359140,William Henry Hudson
3636,PG7404,John James Audubon,['en'],23,Q19077595,Q938841,John Burroughs
3637,PG7414,Poor White: A Novel,['en'],40,Q16979165,Q233898,Sherwood Anderson
3638,PG7416,The Thirteen,['en'],86,Q3137468,Q9711,Honoré de Balzac
3639,PG7423,Mike,['en'],180,Q4274818,Q207515,P. G. Wodehouse
3640,PG7433,The Awkward Age,['en'],106,Q3867271,Q170509,Henry James
3641,PG7435,Springhaven: A Tale of the Great War,['en'],37,Q16932611,Q3316148,Richard Doddridge Blackmore
3642,PG7437,A Peep Behind the Scenes,['en'],38,Q19902745,Q4749132,Amy Catherine Walton
3643,PG7442,Michel Strogoff: De Moscou a Irkoutsk,['fr'],62,Q21015221,Q33977,Jules Verne
3644,PG7443,Windy McPherson's Son,['en'],53,Q8024852,Q233898,Sherwood Anderson
3645,PG7452,Autobiography of a Yogi,['en'],1218,Q784092,Q312549,Paramahansa Yogananda
3646,PG7461,Thérèse Raquin,['fr'],104,Q268545,Q504,Émile Zola
3647,PG7464,The Adventures of Sally,['en'],260,Q4378434,Q207515,P. G. Wodehouse
3648,PG7467,The Newcomes: Memoirs of a Most Respectable Family,['en'],110,Q3522018,Q167768,William Makepeace Thackeray
3649,PG7469,Daniel Deronda,['en'],801,Q552238,Q131333,George Eliot
3650,PG746,Burning Daylight,['en'],122,Q4127106,Q45765,Jack London
3651,PG9114,Burning Daylight,['en'],18,Q4127106,Q45765,Jack London
3652,PG7472,The Duke of Stockbridge: A Romance of Shays' Rebellion,['en'],33,Q19085385,Q455776,Edward Bellamy
3653,PG7477,The Book of Wonder,['en'],525,Q7719322,Q458658,"Edward Plunkett, 18th Baron of Dunsany"
3654,PG7481,The Three Clerks,['en'],93,Q15052552,Q318399,Anthony Trollope
3655,PG7485,"The Last American: A Fragment from the Journal of Khan-li, Prince of Dimph-yoo-chur and Admiral in the Persian Navy",['en'],17,Q7745568,Q6218902,John Ames Mitchell
3656,PG748,The Brother of Daphne,['en'],55,Q96408505,Q5298118,Dornford Yates
3657,PG7500,Heidis Lehr- und Wanderjahre,['de'],238,Q111239544,Q123053,Johanna Spyri
3658,PG7511,Heidis Lehr- und Wanderjahre,['de'],41,Q111239544,Q123053,Johanna Spyri
3659,PG7508,A Mummer's Wife,['en'],19,Q42186018,Q965927,George Moore
3660,PG7516,Crucial Instances,['en'],31,Q5189778,Q276032,Edith Wharton
3661,PG7517,Sanctuary,['en'],40,Q6121475,Q276032,Edith Wharton
3662,PG751,The Autocrat of the Breakfast-Table,['en'],242,Q735814,Q319829,Oliver Wendell Holmes
3663,PG7529,The Reverberator,['en'],21,Q3616152,Q170509,Henry James
3664,PG755,A Lady's Life in the Rocky Mountains,['en'],305,Q24063319,Q288210,Isabella Bird
3665,PG765,The Moon Pool,['en'],201,Q7752160,Q330376,Abraham Grace Merritt
3666,PG766,David Copperfield,['en'],4288,Q189811,Q5686,Charles Dickens
3667,PG767,Agnes Grey,['en'],672,Q517172,Q44520,Anne Brontë
3668,PG768,Wuthering Heights,['en'],9926,Q202975,Q80137,Emily Brontë
3669,PG76,Adventures of Huckleberry Finn,['en'],16312,Q215410,Q7245,Mark Twain
3670,PG9007,Adventures of Huckleberry Finn,['en'],59,Q215410,Q7245,Mark Twain
3671,PG770,The Story of the Treasure Seekers: Being the Adventures of the Bastable Children in Search of a Fortune,['en'],496,Q7766848,Q231708,Edith Nesbit
3672,PG772,Moral Emblems,['en'],67,Q16665248,Q1512,Robert Louis Stevenson
3673,PG773,"Lord Arthur Savile's Crime; The Portrait of Mr. W.H., and Other Stories",['en'],614,Q2466956,Q30875,Oscar Wilde
3674,PG7766,A Dog of Flanders,['en'],187,Q11036624,Q258001,Ouida
3675,PG778,Five Children and It,['en'],138,Q651866,Q231708,Edith Nesbit
3676,PG7790,Captain January,['en'],35,Q5036688,Q6498881,Laura E. Richards
3677,PG779,The Tragical History of Doctor Faustus: From the Quarto of 1604,['en'],6053,Q50919,Q28975,Christopher Marlowe
3678,PG811,The Tragical History of Doctor Faustus: From the Quarto of 1616,['en'],657,Q50919,Q28975,Christopher Marlowe
3679,PG77,The House of the Seven Gables,['en'],1363,Q1141732,Q69339,Nathaniel Hawthorne
3680,PG780,The War in the Air,['en'],239,Q964055,Q42511,H. G. Wells
3681,PG8969,The War in the Air,['en'],10,Q964055,Q42511,H. G. Wells
3682,PG7812,Delphine,['fr'],27,Q3021799,Q123041,Germaine de Staël
3683,PG7835,Lothair,['en'],70,Q6684687,Q82006,Benjamin Disraeli
3684,PG7838,Fifty-One Tales,['en'],181,Q5447612,Q458658,"Edward Plunkett, 18th Baron of Dunsany"
3685,PG7842,The Rise of Iskander,['en'],17,Q10695771,Q82006,Benjamin Disraeli
3686,PG7849,The Trial,['en'],3203,Q36097,Q905,Franz Kafka
3687,PG7853,Quentin Durward,['en'],166,Q2469230,Q79025,Walter Scott
3688,PG7869,A Tale of Two Cities,['en'],93,Q308918,Q5686,Charles Dickens
3689,PG7872,Dubliners,['en'],37,Q459592,Q6882,James Joyce
3690,PG7873,The Insidious Dr. Fu Manchu,['en'],30,Q19090776,Q510258,Sax Rohmer
3691,PG7874,Lord Jim,['en'],36,Q727408,Q82925,Joseph Conrad
3692,PG788,The Red One,['en'],200,Q30727806,Q45765,Jack London
3693,PG7890,Blind Love,['en'],56,Q4926580,Q210740,Wilkie Collins
3694,PG7891,The Dead Alive,['en'],57,Q7729279,Q210740,Wilkie Collins
3695,PG7894,The Fallen Leaves,['en'],56,Q85807134,Q210740,Wilkie Collins
3696,PG7895,A Terrible Temptation: A Story of To-Day,['en'],54,Q106039878,Q247473,Charles Reade
3697,PG7896,The Eight Strokes of the Clock,['en'],210,Q1060935,Q314993,Maurice Leblanc
3698,PG78,Tarzan of the Apes,['en'],1252,Q655296,Q148234,Edgar Rice Burroughs
3699,PG791,The Princess,['en'],806,Q7758286,Q173869,Alfred Tennyson
3700,PG7926,Endymion,['en'],64,Q5376697,Q82006,Benjamin Disraeli
3701,PG792,"Wieland; Or, The Transformation: An American Tale",['en'],901,Q7998930,Q468280,Charles Brockden Brown
3702,PG7945,Medea,['de'],26,Q104443347,Q154438,Franz Grillparzer
3703,PG7948,Abbotsford and Newstead Abbey,['en'],28,Q19027619,Q181667,Washington Irving
3704,PG794,The Wouldbegoods: Being the Further Adventures of the Treasure Seekers,['en'],135,Q19102752,Q231708,Edith Nesbit
3705,PG7964,The Mystery of Cloomber,['en'],92,Q4449924,Q35610,Arthur Conan Doyle
3706,PG7968,Lying Prophets: A Novel,['en'],23,Q111271893,Q1283557,Eden Phillpotts
3707,PG7979,"Jean-Christophe, Volume I",['en'],130,Q2476841,Q47162,Romain Rolland
3708,PG7987,"The Fair Maid of Perth; Or, St. Valentine's Day",['en'],113,Q3209885,Q79025,Walter Scott
3709,PG7991,The Storm,['en'],227,Q4150068,Q171976,Alexander Ostrovsky
3710,PG7994,The Crayon Papers,['en'],49,Q19083475,Q181667,Washington Irving
3711,PG804,A Sentimental Journey Through France and Italy,['en'],497,Q768792,Q218960,Laurence Sterne
3712,PG805,This Side of Paradise,['en'],1416,Q2581681,Q93354,F. Scott Fitzgerald
3713,PG8076,The History of David Grieve,['en'],25,Q19572103,Q952452,Mary Augusta Ward
3714,PG8080,A Passionate Pilgrim,['en'],27,Q4658725,Q170509,Henry James
3715,PG8086,Down and Out in the Magic Kingdom,['en'],376,Q3015406,Q110436,Cory Doctorow
3716,PG8087,A Fountain Sealed,['en'],14,Q104396971,Q4768282,Anne Douglas Sedgwick
3717,PG8092,Tremendous Trifles,['en'],673,Q19107545,Q183167,G. K. Chesterton
3718,PG8101,Bertram Cope's Year,['en'],18,Q4895756,Q4493340,Henry Blake Fuller
3719,PG8123,The Virginians,['en'],102,Q7772832,Q167768,William Makepeace Thackeray
3720,PG8126,Der Nachsommer,['de'],104,Q167320,Q168542,Adalbert Stifter
3721,PG8129,A Dreamer's Tales,['en'],147,Q4656595,Q458658,"Edward Plunkett, 18th Baron of Dunsany"
3722,PG8147,The Man Who Would Be King,['en'],731,Q1129936,Q34743,Rudyard Kipling
3723,PG8151,Miss Merivale's Mistake,['en'],23,Q124092661,Q6929777,Mrs. Henry Clarke
3724,PG8155,Colonel Thorndyke's Secret,['en'],24,Q124082381,Q639274,G. A. Henty
3725,PG8157,Esther Waters,['en'],56,Q5401319,Q965927,George Moore
3726,PG8164,My Man Jeeves,['en'],719,Q16387208,Q207515,P. G. Wodehouse
3727,PG8178,"The Politeness of Princes, and Other School Stories",['en'],82,Q7757652,Q207515,P. G. Wodehouse
3728,PG8183,Time and the Gods,['en'],205,Q7805268,Q458658,"Edward Plunkett, 18th Baron of Dunsany"
3729,PG8184,The Ghost Kings,['en'],72,Q16934337,Q237196,H. Rider Haggard
3730,PG8190,A Wodehouse Miscellany: Articles & Stories,['en'],178,Q19027227,Q207515,P. G. Wodehouse
3731,PG8199,The Moon Metal,['en'],32,Q108375823,Q953962,Garrett Putnam Serviss
3732,PG81,The Return of Tarzan,['en'],408,Q2441302,Q148234,Edgar Rice Burroughs
3733,PG8752,The Return of Tarzan,['en'],39,Q2441302,Q148234,Edgar Rice Burroughs
3734,PG8201,Mary Marston,['en'],18,Q6780254,Q368519,George MacDonald
3735,PG8203,A Modern Instance,['en'],74,Q4658314,Q526709,William Dean Howells
3736,PG8204,Three Men in a Boat,['en'],58,Q955910,Q218698,Jerome K. Jerome
3737,PG8205,On the Origin of Species,['en'],132,Q20124,Q1035,Charles Darwin
3738,PG821,Dombey and Son,['en'],1060,Q963659,Q5686,Charles Dickens
3739,PG8223,"Edgar Huntly; or, Memoirs of a Sleep-Walker",['en'],231,Q5337298,Q468280,Charles Brockden Brown
3740,PG8227,Middlemarch,['en'],192,Q313129,Q131333,George Eliot
3741,PG8295,Through the Eye of the Needle: A Romance,['en'],29,Q7798446,Q526709,William Dean Howells
3742,PG82,Ivanhoe: A Romance,['en'],2012,Q840974,Q79025,Walter Scott
3743,PG833,The Theory of the Leisure Class,['en'],724,Q1265755,Q73646,Thorstein Veblen
3744,PG834,The Memoirs of Sherlock Holmes,['en'],2176,Q860831,Q35610,Arthur Conan Doyle
3745,PG836,The Phoenix and the Carpet,['en'],246,Q3795974,Q231708,Edith Nesbit
3746,PG8374,"Alton Locke, Tailor and Poet: An Autobiography",['en'],56,Q4736895,Q353238,Charles Kingsley
3747,PG837,The Story of the Amulet,['en'],204,Q7766831,Q231708,Edith Nesbit
3748,PG8382,Canadian Crusoes: A Tale of the Rice Lake Plains,['en'],48,Q5029931,Q455349,Catharine Parr Traill
3749,PG8387,Hunger,['en'],346,Q1062365,Q40826,Knut Hamsun
3750,PG839,New Arabian Nights,['en'],161,Q3234271,Q1512,Robert Louis Stevenson
3751,PG83,"From the Earth to the Moon; and, Round the Moon",['en'],757,Q53592,Q33977,Jules Verne
3752,PG8986,From the Earth to the Moon,['en'],7,Q53592,Q33977,Jules Verne
3753,PG8409,Love-Letters Between a Nobleman and His Sister,['en'],92,Q3237021,Q231886,Aphra Behn
3754,PG840,Lorna Doone: A Romance of Exmoor,['en'],145,Q3400981,Q3316148,Richard Doddridge Blackmore
3755,PG8446,The Enormous Room,['en'],175,Q2389737,Q298703,E. E. Cummings
3756,PG8449,A Traveler from Altruria: Romance,['en'],28,Q4660271,Q526709,William Dean Howells
3757,PG8455,The Saint,['en'],23,Q3792929,Q470067,Antonio Fogazzaro
3758,PG8471,"Life on the Mississippi, Part 1.",['en'],78,Q1131648,Q7245,Mark Twain
3759,PG8472,"Life on the Mississippi, Part 2.",['en'],21,Q1131648,Q7245,Mark Twain
3760,PG8473,"Life on the Mississippi, Part 3.",['en'],17,Q1131648,Q7245,Mark Twain
3761,PG8474,"Life on the Mississippi, Part 4.",['en'],19,Q1131648,Q7245,Mark Twain
3762,PG8475,"Life on the Mississippi, Part 5.",['en'],9,Q1131648,Q7245,Mark Twain
3763,PG8476,"Life on the Mississippi, Part 6.",['en'],26,Q1131648,Q7245,Mark Twain
3764,PG8477,"Life on the Mississippi, Part 7.",['en'],13,Q1131648,Q7245,Mark Twain
3765,PG8478,"Life on the Mississippi, Part 8.",['en'],15,Q1131648,Q7245,Mark Twain
3766,PG8479,"Life on the Mississippi, Part 9.",['en'],34,Q1131648,Q7245,Mark Twain
3767,PG8480,"Life on the Mississippi, Part 10.",['en'],11,Q1131648,Q7245,Mark Twain
3768,PG8481,"Life on the Mississippi, Part 11.",['en'],13,Q1131648,Q7245,Mark Twain
3769,PG8482,"Life on the Mississippi, Part 12.",['en'],15,Q1131648,Q7245,Mark Twain
3770,PG9009,Life on the Mississippi,['en'],13,Q1131648,Q7245,Mark Twain
3771,PG847,Lays of Ancient Rome,['en'],987,Q6505686,Q315989,"Thomas Babington Macaulay, 1st Baron Macaulay"
3772,PG8486,Ghost Stories of an Antiquary,['en'],1281,Q1226144,Q963715,M. R. James
3773,PG8492,The King in Yellow,['en'],6902,Q1195112,Q1349144,Robert W. Chambers
3774,PG850,Tom Grogan,['en'],45,Q7816022,Q5481321,Francis Hopkinson Smith
3775,PG8525,"Eve's Diary, Complete",['en'],1042,Q2293598,Q7245,Mark Twain
3776,PG8526,"Eve's Diary, Part 1",['en'],21,Q2293598,Q7245,Mark Twain
3777,PG8527,"Eve's Diary, Part 2",['en'],19,Q2293598,Q7245,Mark Twain
3778,PG8528,"Eve's Diary, Part 3",['en'],11,Q2293598,Q7245,Mark Twain
3779,PG852,Democracy and Education: An Introduction to the Philosophy of Education,['en'],3694,Q5255511,Q131805,John Dewey
3780,PG8549,The Woman with the Fan,['en'],15,Q85808872,Q2037944,Robert Smythe Hichens
3781,PG8558,L'Assommoir,['en'],35,Q1197590,Q504,Émile Zola
3782,PG8600,L'Assommoir,['en'],195,Q1197590,Q504,Émile Zola
3783,PG8562,"The Seaboard Parish, Complete",['en'],72,Q124090140,Q368519,George MacDonald
3784,PG8563,La Terre,['fr'],33,Q1755607,Q504,Émile Zola
3785,PG8571,"Wolfert's Roost, and Miscellanies",['en'],63,Q106627858,Q181667,Washington Irving
3786,PG8574,"Racketty-Packetty House, as Told by Queen Crosspatch",['en'],42,Q19090616,Q276028,Frances Hodgson Burnett
3787,PG8578,The Grand Inquisitor,['en'],2412,Q1113102,Q991,Fyodor Dostoyevsky
3788,PG8582,"Roughing It, Part 1.",['en'],61,Q3576767,Q7245,Mark Twain
3789,PG8583,"Roughing It, Part 2.",['en'],11,Q3576767,Q7245,Mark Twain
3790,PG8584,"Roughing It, Part 3.",['en'],26,Q3576767,Q7245,Mark Twain
3791,PG8585,"Roughing It, Part 4.",['en'],11,Q3576767,Q7245,Mark Twain
3792,PG8586,"Roughing It, Part 5.",['en'],39,Q3576767,Q7245,Mark Twain
3793,PG8587,"Roughing It, Part 6.",['en'],15,Q3576767,Q7245,Mark Twain
3794,PG8588,"Roughing It, Part 7.",['en'],7,Q3576767,Q7245,Mark Twain
3795,PG8589,"Roughing It, Part 8.",['en'],12,Q3576767,Q7245,Mark Twain
3796,PG9032,Roughing It,['en'],12,Q3576767,Q7245,Mark Twain
3797,PG85,The Beasts of Tarzan,['en'],306,Q2083126,Q148234,Edgar Rice Burroughs
3798,PG8753,The Beasts of Tarzan,['en'],78,Q2083126,Q148234,Edgar Rice Burroughs
3799,PG8606,The Blue Bird: A Fairy Play in Six Acts,['en'],407,Q1367544,Q49747,Maurice Maeterlinck
3800,PG8608,Great Expectations,['en'],155,Q219552,Q5686,Charles Dickens
3801,PG860,Baby Mine,['en'],47,Q16980220,Q2080961,Margaret Mayo
3802,PG8613,The Poison Belt,['en'],13,Q2660166,Q35610,Arthur Conan Doyle
3803,PG8614,The Lost World,['en'],31,Q785255,Q35610,Arthur Conan Doyle
3804,PG8615,A Study in Scarlet,['en'],17,Q223131,Q35610,Arthur Conan Doyle
3805,PG8616,"The Stark Munro Letters: Being series of twelve letters written by J. Stark Munro, M.B., to his friend and former fellow-student, Herbert Swanborough, of Lowell, Massachusetts, during the years 1881-1884",['en'],3,Q5295849,Q35610,Arthur Conan Doyle
3806,PG8618,The Parasite,['en'],15,Q5295669,Q35610,Arthur Conan Doyle
3807,PG8619,Round the Red Lamp,['en'],12,Q3492113,Q35610,Arthur Conan Doyle
3808,PG8620,The Vital Message,['en'],13,Q7772936,Q35610,Arthur Conan Doyle
3809,PG8621,Tales of Terror and Mystery,['en'],24,Q18546595,Q35610,Arthur Conan Doyle
3810,PG8624,The Adventures of Sherlock Holmes,['en'],57,Q392147,Q35610,Arthur Conan Doyle
3811,PG8626,The Adventure of Wisteria Lodge,['en'],13,Q2420223,Q35610,Arthur Conan Doyle
3812,PG8627,The Adventure of the Cardboard Box,['en'],22,Q499059,Q35610,Arthur Conan Doyle
